平均气温(°C),最高气温(°C),最低气温(°C),平均湿度(%),总降水量(mm),平均风速(km/h),日照时数(h),参考蒸散量ET₀(mm),平均海平面气压(hPa),土壤温度0-7cm(°C),土壤湿度0-7cm(m³/m³),最大阵风(km/h),盛行风向(°),平均云量(%),平均露点温度(°C),日期,年份_int,月份_int,季节
23.28,35.27499999999999,13.170000000000002,77.60749999999999,112.1625,14.0985,8.803279320051406,51.3,980.3375,23.94375,0.6625000000000001,40.635000000000005,155.1375,77.01499999999999,18.6275,2012-04-01,2012,4,春季
26.267500000000002,35.45875,18.79625,82.0575,231.53125,11.934,8.516741498864011,80.79374999999999,977.525,26.810000000000002,0.7325,27.324,129.77499999999998,78.2425,22.64375,2012-05-01,2012,5,春季
26.701249999999998,32.41875,20.4275,86.15875,283.14374999999995,12.5235,7.225329197542972,110.99999999999999,972.9750000000001,26.8525,0.84375,29.717999999999996,144.475,88.99125000000001,24.075,2012-06-01,2012,6,夏季
27.259999999999994,32.685,23.276250000000005,86.1875,202.39124999999999,12.977999999999998,9.904890861958668,145.58375,974.6375,27.41,0.8437500000000001,40.27725,168.4,79.77875,24.632500000000004,2012-07-01,2012,7,夏季
27.330000000000002,33.2675,21.287499999999998,83.50625,188.4025,9.742500000000001,12.104193610234857,159.99875,975.3375,27.423750000000002,0.8562499999999998,45.229499999999994,92.3125,72.26249999999999,24.143749999999997,2012-08-01,2012,8,夏季
24.4775,31.318749999999994,15.112499999999999,81.17499999999998,102.30000000000001,11.2725,11.965489245798826,138.0,982.3249999999998,24.759999999999998,0.80125,31.346999999999998,63.25000000000001,71.59875000000001,20.815,2012-09-01,2012,9,秋季
22.835,29.90125,12.69625,76.8175,98.11499999999998,12.0375,13.021149156528802,97.45625,985.6,23.2775,0.7025,33.885,77.5625,51.5675,18.16125,2012-10-01,2012,10,秋季
17.78125,28.130000000000003,8.10375,81.88250000000001,94.6875,12.923999999999998,7.374023859755038,57.15,986.4875,18.181250000000002,0.7525,37.9215,70.275,79.50375,14.40375,2012-11-01,2012,11,秋季
12.549999999999999,26.112499999999997,0.03250000000000003,78.39,42.74125,15.444,7.2325420460525045,28.675000000000004,989.7875000000001,13.138750000000002,0.7400000000000001,39.644999999999996,46.625,79.22875,8.576250000000002,2012-12-01,2012,12,冬季
10.886249999999999,23.360000000000003,1.6187500000000001,79.11125000000001,23.87,13.6305,3.8873624787786945,14.686249999999998,991.6374999999999,11.47625,0.7100000000000001,32.507999999999996,49.37499999999999,87.9275,7.154999999999999,2013-01-01,2013,1,冬季
16.026249999999997,27.814999999999998,4.04,80.62875,26.285,14.7915,3.837208989285409,18.025000000000002,988.125,16.82375,0.675,36.9855,101.7625,88.81500000000001,12.41,2013-02-01,2013,2,冬季
20.0975,30.65,6.411250000000001,75.535,109.85625,13.9545,8.509020563459398,26.078750000000003,984.85,20.83125,0.65,37.187999999999995,119.96249999999999,72.5325,15.116249999999999,2013-03-01,2013,3,春季
21.597499999999997,32.785000000000004,10.91,80.08875,146.17499999999998,13.972499999999998,6.85697045252463,42.525,981.8375000000001,22.2875,0.7162499999999999,41.760000000000005,122.4875,84.23499999999999,17.64625,2013-04-01,2013,4,春季
25.2425,33.77,16.6175,83.8125,213.31875000000002,12.024,7.933883778373807,86.645,978.3000000000002,25.6,0.78375,29.4525,158.7125,79.79,22.082499999999996,2013-05-01,2013,5,春季
26.76375,33.33625,17.221249999999998,83.5625,192.975,13.3515,10.102211065862818,128.92499999999998,975.5749999999999,26.9825,0.805,32.724000000000004,160.49999999999997,75.43875,23.557499999999997,2013-06-01,2013,6,夏季
27.168749999999996,32.925000000000004,23.308750000000003,85.21875,216.34125,13.410000000000002,10.274292787474536,167.51624999999999,976.3,27.423750000000002,0.80125,31.589999999999996,164.75000000000003,76.22375,24.3275,2013-07-01,2013,7,夏季
27.245,33.16,23.087500000000002,84.87875,284.07625,11.952000000000002,10.916786648571641,141.1275,975.3,27.30875,0.8412499999999999,43.922250000000005,148.01250000000002,72.895,24.33125,2013-08-01,2013,8,夏季
25.067500000000003,31.98625,15.31125,83.37,175.12500000000003,11.466,11.447624755526467,129.26250000000002,980.525,25.235,0.8625,31.9725,45.65,67.65,21.902499999999996,2013-09-01,2013,9,秋季
20.99,30.41375,11.9225,77.10125000000001,31.581249999999994,12.7665,13.329380606919358,119.4275,986.7375,21.09125,0.77125,29.857499999999998,34.699999999999996,52.642500000000005,16.525000000000002,2013-10-01,2013,10,秋季
17.365,28.841250000000006,5.8875,78.08125,143.28749999999997,14.215500000000002,10.623004769785707,67.3125,989.1125,17.596249999999998,0.75625,41.2065,46.5625,68.61625,13.196250000000001,2013-11-01,2013,11,秋季
10.17375,22.814375,0.10124999999999981,72.63250000000001,92.3025,14.022000000000002,13.432114764177179,32.24,991.85,10.315,0.77875,34.398,31.887500000000003,43.964375,5.02625,2013-12-01,2013,12,冬季
12.0375,23.885,0.3112499999999999,75.61000000000001,6.51,12.784500000000001,10.703280247692714,28.055,991.7624999999998,11.952499999999999,0.7462500000000001,31.356000000000005,64.3625,46.10125000000001,7.425000000000001,2014-01-01,2014,1,冬季
12.2925,25.735,-0.13999999999999985,78.485,35.455,14.841000000000003,3.9933767577320336,14.735,988.1375000000002,13.23375,0.6937500000000001,35.730000000000004,65.8625,84.4775,8.35,2014-02-01,2014,2,冬季
17.58375,29.78375,8.9825,81.2675,88.62125,13.7385,4.074218098879162,25.652499999999996,986.5375,18.41375,0.69,39.455999999999996,91.94999999999999,91.61125,14.057500000000001,2014-03-01,2014,3,春季
22.876250000000002,30.931250000000002,15.748750000000001,83.06375,132.0375,13.635000000000002,5.584730987352349,46.9125,982.6750000000002,23.4325,0.72875,29.448,133.4375,91.37625000000001,19.601249999999997,2014-04-01,2014,4,春季
25.6175,34.31875,15.545000000000002,82.15,177.0875,12.820500000000001,8.217910779991971,68.74249999999999,978.7249999999999,26.1,0.7425,32.755500000000005,155.8875,83.62125,22.04,2014-05-01,2014,5,春季
27.424999999999997,33.1575,22.521250000000002,85.8025,307.2,10.5435,8.907468795964265,102.00000000000001,974.3625,27.587500000000002,0.84375,24.993,151.15,85.145,24.705,2014-06-01,2014,6,夏季
27.6975,33.6,23.951249999999998,86.14499999999998,265.78624999999994,10.206,11.42974043482463,116.1725,975.7874999999999,27.784999999999997,0.8887499999999999,37.15425,162.625,77.72875,25.062499999999996,2014-07-01,2014,7,夏季
27.05,32.9675,21.757499999999997,86.09875000000001,235.40625,9.9135,10.531921342271788,123.68999999999998,977.3624999999998,27.1825,0.8875,28.971,168.625,81.45625000000001,24.41625,2014-08-01,2014,8,夏季
26.31875,32.32875,17.86875,83.6825,176.58749999999998,10.791,13.132199045077462,135.63750000000002,979.5999999999999,26.465000000000003,0.87125,36.832499999999996,106.43750000000001,58.1125,23.1875,2014-09-01,2014,9,秋季
22.96,30.362499999999997,15.2,79.06125,56.265,10.709999999999999,13.329380606919358,121.01625,986.1000000000001,23.0675,0.7975000000000001,24.9975,72.8125,46.21249999999999,18.885,2014-10-01,2014,10,秋季
17.97,28.183750000000003,10.05125,82.97749999999999,83.81249999999999,12.825000000000001,8.722604657101416,55.8375,988.2999999999998,18.38375,0.7787499999999999,33.165,54.8875,73.01375,14.833750000000002,2014-11-01,2014,11,秋季
11.10875,21.1925,2.4312500000000004,70.7175,37.85875,14.787,10.846333889432913,29.76,993.6125,11.4625,0.735,36.17550000000001,36.55,62.004999999999995,5.4575000000000005,2014-12-01,2014,12,冬季
12.48125,23.5075,3.565,78.54,58.16375,13.387500000000001,8.17502218231153,22.5525,991.7124999999999,12.66875,0.7337499999999999,29.893499999999996,59.525,62.11875,8.53125,2015-01-01,2015,1,冬季
15.49625,28.781250000000004,3.1550000000000002,79.66375,38.675000000000004,12.806999999999999,6.442009435681159,20.685000000000002,988.5874999999999,16.1,0.705,35.8515,104.83749999999999,81.2825,11.6525,2015-02-01,2015,2,冬季
