平均气温(°C),最高气温(°C),最低气温(°C),平均湿度(%),总降水量(mm),平均风速(km/h),日照时数(h),参考蒸散量ET₀(mm),平均海平面气压(hPa),土壤温度0-7cm(°C),土壤湿度0-7cm(m³/m³),最大阵风(km/h),盛行风向(°),平均云量(%),平均露点温度(°C),日期,年份_int,月份_int,季节
18.88375,31.754999999999995,7.793749999999999,80.51375,37.5875,13.869,4.617458717314573,25.419999999999998,986.6125,19.8275,0.6675,36.2745,104.725,88.285,15.12625,2015-03-01,2015,3,春季
22.695,35.59625,11.372499999999999,71.7525,44.8875,15.210000000000003,10.416259142373868,45.525,983.5999999999999,23.7025,0.61125,37.1745,141.9375,64.76625,16.669999999999998,2015-04-01,2015,4,春季
26.512499999999996,34.072500000000005,16.927500000000002,82.69375,261.175,13.126499999999998,8.312335792055846,70.1375,977.55,27.005,0.72,34.730999999999995,158.5625,81.86874999999999,23.0225,2015-05-01,2015,5,春季
27.5025,33.392500000000005,22.37,86.86875000000002,273.3375,14.539500000000002,9.418561243301832,105.9,976.0374999999999,27.62125,0.8337500000000001,34.119,175.4125,80.07,25.005,2015-06-01,2015,6,夏季
26.91625,34.12375,20.0125,84.02125000000001,297.56125,13.072500000000002,8.672181027912345,132.68,975.15,27.125,0.8262499999999998,31.405500000000004,129.8375,85.57875,23.815,2015-07-01,2015,7,夏季
26.95625,33.19625,21.753749999999997,84.01750000000001,187.3175,9.778500000000001,11.359855653956098,145.00249999999997,977.5125,27.0075,0.86875,24.093,142.43124999999998,78.40875,23.86125,2015-08-01,2015,8,夏季
25.7225,31.481250000000003,19.099999999999994,86.51375,207.6,11.07,9.608917095353014,111.975,981.05,25.93,0.8875,26.455499999999997,98.3875,80.155,23.191249999999997,2015-09-01,2015,9,秋季
22.385,30.19625,14.578750000000001,80.05625,136.1675,11.762999999999998,12.850231100932024,115.04875,986.1125,22.3825,0.84875,47.20499999999999,41.5125,56.332499999999996,18.54375,2015-10-01,2015,10,秋季
19.014999999999997,28.415000000000006,6.994999999999999,87.17250000000001,193.61250000000004,12.604500000000003,8.603368880906565,54.224999999999994,988.3,19.445,0.855,33.18300000000001,85.4625,79.8175,16.716250000000002,2015-11-01,2015,11,秋季
12.295,23.703750000000003,3.6100000000000003,85.22999999999999,113.73124999999999,13.9995,5.8270886810307045,21.50625,992.55,12.84875,0.87,31.594500000000004,38.5375,86.97874999999999,9.73875,2015-12-01,2015,12,冬季
11.0625,23.1675,-0.99125,86.08500000000001,160.69625,13.882499999999999,3.8934673116556806,14.22125,991.3999999999999,11.616249999999999,0.88,37.31399999999999,46.7375,87.79875,8.7225,2016-01-01,2016,1,冬季
11.363750000000001,25.28,0.595,76.5625,17.1825,15.048000000000002,7.691723021243735,20.155,993.2375000000002,11.63125,0.8650000000000001,37.467,37.800000000000004,68.03125,7.06375,2016-02-01,2016,2,冬季
16.8425,28.03375,4.234999999999999,82.89874999999999,66.34,12.8835,6.292486548852276,32.4725,987.0375,17.322499999999998,0.81125,37.233,96.85,83.315,13.6975,2016-03-01,2016,3,春季
23.08,31.996249999999996,13.238750000000001,85.265,182.17499999999998,12.015,7.783289885730469,53.849999999999994,980.375,23.42125,0.8125,41.6835,154.4125,79.425,20.242500000000003,2016-04-01,2016,4,春季
25.0975,32.3725,15.165,84.875,240.28875,12.933,9.151049412816318,81.72375,979.1750000000001,25.37875,0.83375,32.697,153.825,77.69874999999999,22.156249999999996,2016-05-01,2016,5,春季
27.259999999999998,32.64875,20.413749999999997,86.93874999999998,274.0875,12.4155,10.14607780996801,102.26250000000002,977.0875,27.38625,0.8962499999999999,27.792,177.6125,82.02375,24.778750000000002,2016-06-01,2016,6,夏季
27.7,33.60875,23.478750000000005,86.58375,203.5925,12.7575,11.088984551184895,111.17374999999998,976.6499999999999,27.70875,0.885,29.232000000000003,178.4375,78.77250000000001,25.1425,2016-07-01,2016,7,夏季
27.514999999999997,33.45875,20.105,84.36625,302.0175,10.642500000000002,11.030310852214065,117.68374999999999,974.2000000000002,27.5275,0.89875,43.069500000000005,84.65,83.24624999999999,24.509999999999998,2016-08-01,2016,8,夏季
25.655,32.60625,17.932499999999997,81.93624999999999,127.95000000000002,10.741499999999998,12.794958478307604,145.875,979.5500000000002,25.76625,0.865,28.165499999999998,35.3375,67.94624999999999,22.157500000000002,2016-09-01,2016,9,秋季
23.39,30.96875,13.15875,81.43875,99.66499999999999,13.702500000000002,12.950061815405432,127.91375,983.125,23.708750000000002,0.7737499999999999,36.994499999999995,45.3125,59.87375,19.82,2016-10-01,2016,10,秋季
17.580000000000002,28.5775,4.947500000000001,81.60125,83.1,14.31,9.878839459474081,61.64999999999999,988.6875,18.1675,0.76,34.4565,50.4,65.97125,14.17625,2016-11-01,2016,11,秋季
14.540000000000003,25.245,3.9612500000000006,75.11375,18.5225,14.004000000000001,12.963968358737961,37.8975,990.8125000000001,14.79,0.7150000000000001,35.604000000000006,47.975,60.417500000000004,9.772499999999999,2016-12-01,2016,12,冬季
14.299999999999999,25.107499999999998,4.96625,79.3725,59.209999999999994,13.0455,6.8576723533520205,23.87,990.6375,14.866249999999999,0.7075,32.4315,56.10000000000001,73.56875,10.49125,2017-01-01,2017,1,冬季
14.527500000000002,27.87,3.7150000000000003,73.85624999999999,29.189999999999998,14.5305,6.934884673799809,21.349999999999998,990.7125000000001,15.3975,0.6775,37.0845,67.75,75.92875,9.45,2017-02-01,2017,2,冬季
18.18875,30.448750000000004,9.67875,79.7975,137.60125,14.4,4.080814054667558,30.03125,985.8249999999999,18.98375,0.6925,38.637,89.2875,88.8725,14.271249999999998,2017-03-01,2017,3,春季
22.07625,33.18625,9.34,76.82,76.95000000000002,14.408999999999999,7.8843625761264455,67.875,982.6999999999999,22.8125,0.69375,36.3105,146.525,77.66625,17.39,2017-04-01,2017,4,春季
24.841250000000002,33.3825,16.84125,78.49249999999999,208.43625,11.403,9.637795929486261,123.45750000000001,980.8875,25.240000000000002,0.7512500000000001,30.6855,115.7125,76.6675,20.50375,2017-05-01,2017,5,春季
26.81875,33.41625,21.1325,87.39875,307.36875000000003,11.952000000000002,6.941166510157243,89.81250000000001,976.2374999999998,27.025000000000002,0.82625,27.2025,168.53750000000002,94.1375,24.43625,2017-06-01,2017,6,夏季
27.401250000000005,33.57875,23.73625,86.53624999999998,349.19562500000006,11.105999999999998,9.785705568033755,109.31375000000001,976.9375,27.446250000000003,0.9275,27.485999999999997,155.75,85.69375000000001,24.8425,2017-07-01,2017,7,夏季
27.445,33.51625,23.085,87.36,315.6575,11.6415,10.486231640332482,100.285,976.5125,27.44,0.9162500000000001,40.95,171.5875,83.28625,25.06375,2017-08-01,2017,8,夏季
27.165000000000003,32.52125,22.21875,85.36250000000001,148.05,9.486,12.521105290382396,121.64999999999999,980.0625000000001,27.305,0.8975,25.533000000000005,131.38750000000002,74.14875,24.37375,2017-09-01,2017,9,秋季
21.903750000000002,30.915,10.6325,81.73750000000001,126.55749999999999,14.373,12.931933234717128,100.905,985.7124999999999,22.21875,0.85,41.247,41.6625,64.54375,18.438750000000002,2017-10-01,2017,10,秋季
17.39375,28.4425,7.531250000000001,81.60125,61.762499999999996,13.770000000000001,7.851120659229239,54.675,988.7375000000002,17.791249999999998,0.795,31.229999999999997,39.7625,80.275,13.983749999999999,2017-11-01,2017,11,秋季
12.1775,20.677500000000002,1.3,73.60625,33.286249999999995,14.251500000000002,10.661587565801003,31.697499999999998,992.75,12.418750000000001,0.76375,35.653499999999994,34.775000000000006,70.38375,7.115000000000001,2017-12-01,2017,12,冬季
11.64375,23.5125,0.17499999999999988,79.14500000000001,63.123749999999994,14.278500000000001,4.788219860748094,19.56875,989.2875000000001,12.145000000000001,0.76375,37.2825,56.612500000000004,85.56125,7.8375,2018-01-01,2018,1,冬季
13.0725,26.775000000000006,-0.15250000000000005,73.29625,14.455,13.545,5.922053430069529,20.755,990.0625,13.774999999999999,0.7037499999999999,33.18300000000001,62.212500000000006,84.8475,7.92125,2018-02-01,2018,2,冬季
19.316249999999997,30.26125,6.148750000000001,76.57875,90.52,13.387500000000001,8.738613351452235,39.137499999999996,985.5875000000002,19.988750000000003,0.6925000000000001,38.83500000000001,139.0,68.84875000000001,14.595,2018-03-01,2018,3,春季
22.1925,32.269999999999996,10.036249999999999,75.075,96.78750000000001,14.0715,7.797470736344608,54.37500000000001,983.6124999999998,22.963749999999997,0.6737500000000001,41.13,146.7375,78.23499999999999,17.075,2018-04-01,2018,4,春季
26.237499999999997,33.166250000000005,20.0425,83.1375,189.06125,13.612499999999999,9.82167457629398,110.94125000000001,979.8375,26.61375,0.75125,29.673,177.81250000000003,75.625,22.931250000000002,2018-05-01,2018,5,春季
27.0775,32.9325,21.4575,83.93125,249.33749999999998,12.478499999999999,8.915262149898124,139.64999999999998,975.3375,27.345000000000002,0.8075,28.9305,149.70000000000002,86.82625,23.96,2018-06-01,2018,6,夏季
27.650000000000002,33.8775,23.655,85.65375000000002,299.5375,12.289500000000002,10.032715658489543,148.645,973.8749999999999,27.762499999999996,0.8499999999999999,28.732499999999998,136.15,86.745,24.897499999999997,2018-07-01,2018,7,夏季
27.5225,33.37875,23.02,84.90249999999999,274.66,9.9135,10.491665154566073,125.9375,973.4375,27.512500000000003,0.8825000000000001,30.2445,96.51249999999999,87.05875,24.6175,2018-08-01,2018,8,夏季
25.762500000000003,32.17,18.032500000000002,83.02749999999999,185.88750000000002,12.033,11.970668583924736,136.57500000000002,980.3375000000001,25.922499999999996,0.87875,37.073249999999994,73.6375,70.15625,22.50375,2018-09-01,2018,9,秋季
20.83625,28.57,13.323750000000002,79.94875,98.77374999999999,12.042,10.909432754880497,107.8025,987.3750000000001,21.03875,0.8225,28.008000000000003,44.31250000000001,67.905,16.935,2018-10-01,2018,10,秋季
18.145,26.98625,9.025,81.225,58.2,11.533500000000002,11.158835214442052,67.31250000000001,988.5749999999998,18.39,0.7812500000000001,29.979000000000003,55.3125,61.5575,14.637500000000001,2018-11-01,2018,11,秋季
12.945,27.28625,-1.2812500000000002,81.19624999999999,46.69375,16.038,5.452062424082076,27.2025,991.6374999999999,13.703749999999998,0.74875,31.8735,40.9875,84.58125,9.6025,2018-12-01,2018,12,冬季
11.91,23.9,0.3049999999999999,82.3925,49.212500000000006,13.616999999999999,4.1215176249625625,14.26,992.475,12.5775,0.74,32.058,44.875,87.6675,8.786249999999999,2019-01-01,2019,1,冬季
15.32,27.7275,5.32,83.0725,85.505,13.509,4.488605614569966,18.619999999999997,987.8499999999999,16.155,0.7224999999999999,34.9155,73.4625,86.39875,12.2425,2019-02-01,2019,2,冬季
18.53,29.825000000000003,9.6875,83.4075,139.11249999999998,13.752,5.618005481707128,37.238749999999996,985.175,19.159999999999997,0.7875000000000001,33.9075,77.175,84.06125,15.453749999999998,2019-03-01,2019,3,春季
23.636249999999997,32.55125,13.305,84.83,179.4,13.054500000000003,8.170716900622596,61.912499999999994,981.0249999999999,24.06,0.7975000000000001,32.31000000000001,157.75,77.52625,20.711249999999996,2019-04-01,2019,4,春季
24.865,33.54625,16.8275,83.34625,187.395,12.438,6.706003147176278,80.87125,979.175,25.36625,0.7925000000000001,30.006000000000004,114.68750000000001,83.5,21.6275,2019-05-01,2019,5,春季
27.315000000000005,32.47125,20.7025,88.185,313.4625,12.667500000000002,8.374038608040996,87.97500000000001,975.2624999999999,27.39375,0.8887499999999999,27.810000000000002,175.7,89.24125,25.1,2019-06-01,2019,6,夏季
27.645000000000003,32.67875000000001,22.26625,88.05625,299.789375,12.064499999999999,9.293247645252096,91.64375,974.7375000000001,27.69625,0.9237500000000001,34.767,166.33749999999998,89.56375,25.4075,2019-07-01,2019,7,夏季
28.18,33.823750000000004,22.98,83.93875,238.138125,10.282499999999999,12.062685016071836,139.84875000000002,974.5875,28.178749999999994,0.9025,37.7595,94.775,78.50375,25.057499999999997,2019-08-01,2019,8,夏季
25.926249999999996,32.99375,16.53125,77.55875,85.3125,10.71,13.132199045077462,161.5875,981.95,25.820000000000004,0.85,28.827,44.85,52.39750000000001,21.395000000000003,2019-09-01,2019,9,秋季
22.623749999999998,31.10625,11.756250000000001,80.14625000000001,78.77875,11.259000000000002,11.906777559550859,107.37625,986.3875,22.973749999999995,0.76,26.748,64.28750000000001,61.496249999999996,18.74,2019-10-01,2019,10,秋季
17.9725,27.918750000000003,8.206249999999999,73.89375,26.062499999999996,13.4325,13.15037288737966,57.375,989.0625,18.3925,0.685,35.914500000000004,46.612500000000004,57.38875,12.82,2019-11-01,2019,11,秋季
14.084999999999999,26.527499999999996,3.3587500000000006,69.7325,9.9975,13.410000000000002,12.29627004211118,28.519999999999996,991.6499999999999,14.381250000000001,0.6175,33.3855,38.325,57.52499999999999,7.885000000000001,2019-12-01,2019,12,冬季
14.4375,26.581249999999997,2.2937499999999997,76.29124999999999,62.154999999999994,14.422500000000003,6.067963888905991,16.46875,989.7375000000001,15.188749999999999,0.6162500000000001,34.30800000000001,74.375,78.64375,9.86625,2020-01-01,2020,1,冬季
15.82875,27.64625,4.111249999999999,79.1575,97.5125,13.7295,6.146672323509658,22.185,990.75,16.3675,0.7087500000000001,44.149499999999996,95.05,82.25999999999999,11.860000000000001,2020-02-01,2020,2,冬季
19.45875,30.301250000000003,9.600000000000001,82.17250000000001,167.12874999999997,14.7375,5.411708108023513,35.185,984.7874999999999,20.013749999999998,0.75,35.748,102.73750000000001,87.0675,16.07,2020-03-01,2020,3,春季
19.52375,30.3475,10.465,80.08875,136.05,13.3605,7.118829810758092,54.8625,986.7124999999999,20.0175,0.79625,34.53750000000001,73.825,85.07125,15.676250000000001,2020-04-01,2020,4,春季
26.4025,34.3275,19.15125,82.63,218.66624999999996,12.7305,10.36190637445389,111.48375,978.3,26.73875,0.77375,30.258,180.2375,75.77499999999999,22.9525,2020-05-01,2020,5,春季
27.68875,32.38,23.490000000000002,87.71000000000001,326.40000000000003,15.457500000000001,8.531725334361667,92.69999999999999,975.8999999999999,27.776249999999997,0.8637500000000001,30.442500000000003,180.48749999999998,89.57249999999999,25.36125,2020-06-01,2020,6,夏季
28.196250000000003,33.695,23.971250000000005,84.64375,181.38875000000002,13.6125,11.462929171907092,136.24499999999998,976.4875000000001,28.31875,0.8362499999999999,29.205000000000002,184.72499999999997,85.66125,25.192499999999995,2020-07-01,2020,7,夏季
27.384999999999998,33.10625,23.327499999999997,85.03,280.16249999999997,11.488499999999998,11.309213343305695,135.54749999999999,976.575,27.509999999999998,0.86625,33.1695,152.85,77.165,24.502499999999998,2020-08-01,2020,8,夏季
25.8675,32.83375,18.39375,86.22250000000001,256.2375,10.359,9.404640393252024,104.8125,980.15,26.1125,0.87625,32.211,104.56250000000001,82.835,23.258750000000003,2020-09-01,2020,9,秋季
20.481250000000003,30.152500000000003,12.65,83.62624999999998,210.79999999999998,14.2335,10.367535507956067,74.05125,986.1500000000001,20.848750000000003,0.87,34.407000000000004,35.5875,77.91625,17.43,2020-10-01,2020,10,秋季
18.0375,27.985,6.847499999999999,79.55625,10.500000000000002,14.584499999999998,12.37817242274646,58.0125,989.825,18.35875,0.78875,30.271500000000007,39.4625,58.11125,14.11875,2020-11-01,2020,11,秋季
11.2875,23.84375,0.8950000000000001,74.91000000000001,9.377500000000001,16.056,9.573459865647553,21.506249999999998,992.5375000000001,12.100000000000001,0.7175,38.119499999999995,31.962500000000002,72.14375000000001,6.608750000000001,2020-12-01,2020,12,冬季
11.50375,23.26375,0.13000000000000006,69.6125,6.08375,13.257000000000001,8.758099620469325,17.7475,991.675,11.8525,0.6599999999999999,37.016999999999996,43.525,62.04875000000001,5.10125,2021-01-01,2021,1,冬季
17.045,27.051249999999996,8.216249999999999,76.77,86.45,11.664,9.152305800114672,25.235,987.7125,17.595,0.6900000000000002,33.624,80.8375,60.845,12.477500000000001,2021-02-01,2021,2,冬季
19.878750000000004,32.916250000000005,9.563749999999999,79.49625,62.89125,14.831999999999997,6.032498018486985,31.03875,985.1625,20.7025,0.6849999999999999,37.863,131.5875,85.99624999999999,15.850000000000001,2021-03-01,2021,3,春季
22.591250000000002,33.1825,14.227500000000001,80.435,153.6,13.0725,5.463890138886647,48.0,983.6374999999999,23.361250000000002,0.7024999999999999,28.494,99.9375,86.67625,18.7325,2021-04-01,2021,4,春季
26.3975,33.915,19.2375,83.99125000000001,243.505,13.8375,8.597798422761592,91.72125,978.8125,26.725,0.7825,31.365000000000002,179.29999999999998,81.47125,23.247500000000002,2021-05-01,2021,5,春季
27.57875,33.739999999999995,19.213749999999997,83.11500000000001,248.28749999999997,12.802500000000002,9.78369638884446,136.35,975.7625,27.746249999999996,0.81125,29.245500000000003,164.175,85.40625,24.245,2021-06-01,2021,6,夏季
28.34875,34.372499999999995,23.955,82.0475,169.53125,11.142000000000001,12.550186051769066,167.36124999999998,975.3875,28.603749999999998,0.8062499999999999,29.2365,168.49999999999997,78.71124999999999,24.775,2021-07-01,2021,7,夏季
28.018749999999994,33.725,23.171249999999997,84.02999999999999,221.37874999999997,10.8495,11.901374761882385,168.64,977.0625000000001,28.2225,0.8275,23.161499999999997,168.425,84.42375,24.901250000000005,2021-08-01,2021,8,夏季
27.54125,33.96375,22.573749999999997,80.06750000000001,129.8625,8.2035,13.132199045077462,136.275,981.0500000000001,27.7925,0.7787499999999998,20.5245,126.175,62.96625,23.53875,2021-09-01,2021,9,秋季
21.402500000000003,32.807500000000005,11.76,79.18249999999999,127.56500000000001,14.701500000000001,10.159837050388536,87.14874999999999,985.7625,21.9225,0.7525000000000001,47.542500000000004,38.099999999999994,70.34875,17.377499999999998,2021-10-01,2021,10,秋季
17.18,28.965,8.065000000000001,75.21875,56.2875,14.008500000000002,10.78611269983354,51.412499999999994,989.05,17.576249999999998,0.73375,38.128499999999995,36.9,67.765,12.280000000000001,2021-11-01,2021,11,秋季
13.33125,24.3525,1.6687500000000002,71.51625,13.8725,13.5675,12.95092277407818,27.899999999999995,992.8375,13.715,0.6675,32.715,36.587500000000006,52.4675,7.7325,2021-12-01,2021,12,冬季
12.995,23.75875,2.145,80.92625,69.0525,13.220999999999998,3.849318024901001,12.167499999999999,989.7125000000001,13.6525,0.67125,28.822499999999998,50.8875,87.75,9.5325,2022-01-01,2022,1,冬季
10.231250000000001,24.3,0.9712499999999998,81.8725,154.20999999999998,15.983999999999998,3.4630024272106175,12.355,990.875,11.2625,0.76875,35.563500000000005,39.7375,87.48625,7.075,2022-02-01,2022,2,冬季
20.027499999999996,30.383749999999996,9.635000000000002,82.60625,95.47999999999999,13.761,6.9630122390525475,48.824999999999996,983.725,20.501250000000002,0.7787499999999999,36.319500000000005,139.17499999999998,78.4725,16.73,2022-03-01,2022,3,春季
21.4325,32.417500000000004,8.995000000000001,76.87125,137.475,13.8375,9.970100437999266,71.36250000000001,984.1499999999999,21.887499999999996,0.755,36.499500000000005,96.75,62.28,16.75,2022-04-01,2022,4,春季
23.20125,30.6725,13.298750000000002,83.8275,362.11875000000003,12.433500000000002,6.302485321215609,78.74,980.375,23.541249999999998,0.84875,33.9615,90.4375,89.30625,20.092499999999998,2022-05-01,2022,5,春季
26.726249999999997,31.8425,21.55125,89.01375,306.675,13.234499999999999,6.918105735387465,71.51249999999999,975.5125,26.748749999999998,0.93,27.846,177.5625,92.61125000000001,24.6875,2022-06-01,2022,6,夏季
27.8025,32.8925,23.571250000000003,85.60125000000001,198.7875,12.087000000000002,12.244674663808075,147.59875000000002,976.2625000000002,27.945,0.9012500000000001,35.282250000000005,176.45,66.315,25.03375,2022-07-01,2022,7,夏季
27.773750000000003,33.85375,23.483749999999997,83.90125,211.10999999999996,10.98,11.383865683968846,173.71625000000003,977.2875,28.025,0.845,42.331500000000005,145.7375,75.345,24.645,2022-08-01,2022,8,夏季
26.722499999999997,33.74875,20.517500000000002,76.58749999999999,95.09999999999998,10.282499999999999,13.132199045077462,162.15,980.925,26.91375,0.75875,24.588000000000005,52.625,65.26625000000001,21.97375,2022-09-01,2022,9,秋季
22.16375,31.9275,12.51125,69.42125,42.625,15.0075,13.329380606919358,86.8,987.125,22.57125,0.68,36.396,39.087500000000006,49.1175,15.629999999999999,2022-10-01,2022,10,秋季
20.84125,30.177500000000002,7.585000000000001,78.505,79.72500000000001,12.874500000000001,10.164377224707591,40.0125,986.0500000000001,21.31125,0.6524999999999999,34.86150000000001,70.92500000000001,66.8575,16.535,2022-11-01,2022,11,秋季
11.103750000000002,22.2325,2.1312499999999996,67.35375,12.74875,15.745500000000002,11.598350640824597,22.63,992.5749999999999,11.8125,0.6524999999999999,41.121,34.79999999999999,63.23625,4.66875,2022-12-01,2022,12,冬季
12.14875,26.53375,0.9324999999999998,70.58250000000001,43.089999999999996,15.146999999999998,7.877952208311826,17.08875,991.7624999999998,12.59375,0.6475,38.871,39.025,67.30375,6.359999999999999,2023-01-01,2023,1,冬季
15.681250000000002,29.108749999999997,5.671250000000001,76.59625,48.965,14.4225,6.497968331520761,17.92,989.2624999999999,16.300000000000004,0.6575,36.24750000000001,72.65,73.86375,11.1475,2023-02-01,2023,2,冬季
19.59375,33.35125,10.049999999999999,74.07124999999999,80.94875,13.468499999999999,7.7541542729740645,22.823750000000004,986.5249999999999,20.402499999999996,0.6175,38.7045,97.42500000000001,76.29999999999998,14.29375,2023-03-01,2023,3,春季
23.298750000000002,33.03375,12.96,76.52875,115.0125,15.426,7.961148566373243,51.487500000000004,981.225,23.9475,0.6487499999999999,37.125,136.275,77.57000000000001,18.42,2023-04-01,2023,4,春季
26.246249999999996,36.275000000000006,17.048750000000002,77.36125,157.82874999999999,14.4135,8.915812465752747,114.35125,979.3875,26.924999999999997,0.6825000000000001,36.4905,149.875,72.625,21.50125,2023-05-01,2023,5,春季
27.885,36.063750000000006,22.311249999999998,81.59750000000001,267.65625,11.700000000000001,8.540760805028953,113.51249999999999,976.6125,28.2825,0.76,27.373500000000003,150.25,84.57000000000001,24.115000000000002,2023-06-01,2023,6,夏季
28.599999999999998,34.48375000000001,23.963749999999997,81.88625,177.5525,13.9365,11.684209075797394,185.41875000000005,976.275,28.835,0.78125,38.036249999999995,168.6125,78.85375,24.986250000000002,2023-07-01,2023,7,夏季
27.76625,33.445,20.78125,83.705,263.5775,9.994499999999999,9.023648353052325,163.25375,975.675,28.071249999999996,0.8062500000000001,25.1595,138.1,88.17375,24.582499999999996,2023-08-01,2023,8,夏季
26.5525,32.385,20.37,84.22,228.63750000000002,12.159,10.465861615521371,153.75,979.7749999999999,26.755,0.82,32.539500000000004,64.8125,72.20125,23.511249999999997,2023-09-01,2023,9,秋季
23.09,32.055,14.8925,79.42875,132.71875,12.6405,11.994255885265975,112.64625,986.375,23.44875,0.74375,37.5885,50.14999999999999,64.86,19.057499999999997,2023-10-01,2023,10,秋季
19.127499999999998,29.59375,8.29125,77.0125,43.387499999999996,12.177,12.804087864236577,66.7875,989.7875,19.29625,0.7212500000000001,35.7345,60.05,53.635,14.625000000000002,2023-11-01,2023,11,秋季
14.16375,28.19625,0.39374999999999993,72.94875,22.04875,14.800500000000001,11.018166124769987,23.056250000000002,992.1750000000002,14.73625,0.6599999999999999,40.6485,46.912499999999994,65.06875000000001,8.8975,2023-12-01,2023,12,冬季
13.561250000000001,24.716250000000002,-1.3737499999999998,81.30375000000001,99.66500000000002,13.8105,3.990135337276693,16.120000000000005,991.8250000000002,14.255,0.69125,36.5985,64.26249999999999,85.56875,10.1725,2024-01-01,2024,1,冬季
14.22625,30.5575,3.3100000000000005,77.03875,39.33124999999999,16.173,4.9385434734965505,18.705,989.6874999999999,15.037499999999998,0.67375,38.61,68.9375,79.52375,9.84,2024-02-01,2024,2,冬季
19.32875,31.88375,4.9625,76.66125000000001,69.6725,15.2685,6.4758724348658,35.76625,985.9125,20.0175,0.6675,40.032,114.70000000000002,84.06375,14.647499999999999,2024-03-01,2024,3,春季
25.115,35.213750000000005,16.436249999999998,80.6,190.63124999999997,13.5135,8.67940271826625,59.287499999999994,978.9000000000001,25.65625,0.7075,33.552,155.075,76.37875000000001,21.08875,2024-04-01,2024,4,春季
24.895,32.6875,17.2275,84.0175,301.8754166666667,12.105,6.767901821712229,100.51749999999998,980.4875,25.209999999999997,0.8537500000000001,29.875500000000002,101.14999999999999,86.85125000000001,21.82125,2024-05-01,2024,5,春季
27.1,32.01,21.122500000000002,89.025,308.0875,12.7035,6.11128290958193,79.23749999999998,976.9250000000001,27.235,0.9350000000000002,26.7165,158.26250000000002,94.6525,25.0625,2024-06-01,2024,6,夏季
28.001250000000002,34.02250000000001,24.316250000000004,86.36125,273.69124999999997,13.383,10.011569559149484,145.11875,975.775,28.15,0.9049999999999999,32.665499999999994,160.1,81.845,25.39,2024-07-01,2024,7,夏季
27.975,33.325,23.92125,84.74625,256.33124999999995,9.5895,11.114150912722858,147.63750000000002,977.4374999999999,28.10625,0.905,25.9695,177.96249999999998,76.55000000000001,25.03,2024-08-01,2024,8,夏季
26.810000000000002,33.10875,18.242500000000003,83.54125,201.93749999999997,11.844000000000001,11.761820494018776,134.25,978.3625,26.88,0.88,36.50625,51.68749999999999,74.13875,23.64625,2024-09-01,2024,9,秋季
21.85,29.883750000000006,12.62125,77.73375000000001,58.04750000000001,14.436,13.329380606919358,130.045,985.675,22.087500000000002,0.7875,33.552,35.27499999999999,54.32625,17.485000000000003,2024-10-01,2024,10,秋季
18.9075,29.630000000000003,8.436250000000001,73.8575,17.737499999999997,13.477500000000001,13.433927802763785,74.13749999999999,989.1000000000001,19.2275,0.6975,30.8205,38.25000000000001,47.1075,13.676250000000001,2024-11-01,2024,11,秋季
12.95125,24.92625,3.98125,66.77374999999999,8.06,14.607000000000001,11.406381801880826,24.451249999999998,992.1124999999997,13.45875,0.62625,31.589999999999996,38.5375,64.00625000000001,6.3,2024-12-01,2024,12,冬季
13.34875,24.44,2.2650000000000006,65.62062499999999,13.213750000000003,13.2345,10.703280247692714,17.70875,991.4375,13.665,0.5599999999999999,42.475500000000004,50.662499999999994,48.375,5.509999999999999,2025-01-01,2025,1,冬季
13.581250000000002,27.701249999999998,2.8049999999999997,73.2525,33.775,14.418,2.6455856573788012,8.609999999999998,991.1625000000001,14.614999999999998,0.5700000000000001,34.3665,50.3875,92.67124999999999,8.3875,2025-02-01,2025,2,冬季
18.11375,33.072500000000005,6.8687499999999995,68.69375,47.313750000000006,16.2,8.132634845511062,24.955,987.1249999999999,19.250000000000004,0.5900000000000001,39.617999999999995,58.150000000000006,70.76375,11.5275,2025-03-01,2025,3,春季
23.946250000000003,35.6175,9.568750000000001,69.2375,69.375,12.757499999999999,9.463303812490581,31.5375,982.6,24.921250000000004,0.5387500000000001,46.3725,157.12499999999997,77.82,16.24375,2025-04-01,2025,4,春季
25.20375,33.84125,15.09875,80.4625,310.8525,12.217500000000001,7.343163374017949,91.37249999999999,980.4000000000001,25.761249999999997,0.7450000000000001,40.792500000000004,145.1875,84.845,21.235,2025-05-01,2025,5,春季
27.08375,33.26375,20.803749999999997,85.82999999999998,366.13125,13.027499999999998,7.840349966457694,122.32500000000002,976.5625,27.2875,0.84625,36.369,156.6625,89.05125,24.363750000000003,2025-06-01,2025,6,夏季
28.296249999999997,33.8275,23.59625,82.80875000000002,248.96875,9.715499999999999,11.068910235671673,172.24375,973.2375000000001,28.411250000000003,0.88375,39.644999999999996,90.99999999999999,80.08375,24.92,2025-07-01,2025,7,夏季
27.281249999999996,32.676249999999996,22.79375,85.36250000000001,317.6725,11.479500000000002,10.165576843087555,141.16625,978.1375,27.405,0.89625,29.736,145.35,82.99125,24.4775,2025-08-01,2025,8,夏季
26.615000000000002,32.11625,20.43875,84.2925,210.2625,11.817,11.755931044622667,140.7375,980.3625000000001,26.772499999999997,0.8674999999999999,42.7095,93.3375,73.2675,23.61,2025-09-01,2025,9,秋季
