station,year,month,longitude,latitude,气温_2m_℃,最高气温_℃,最低气温_℃,气温日较差_℃,露点温度_℃,地表温度_℃,气压_kPa,风速_10m_ms,最大风速_10m_ms,风速_50m_ms,风向_10m_度,相对湿度_%,比湿_gkg,降水量_mm_day,短波辐射_全天空_kWhm2day,长波辐射_全天空_kWhm2day,光合有效辐射_kWhm2day,紫外线指数,总云量_%,蒸散发_mm_day,陆地蒸发_mm_day,根区土壤湿度_01,剖面土壤湿度_01,表层土壤湿度_01,短波辐射_晴空_kWhm2day,SPI_1m,SPI_3m,SPEI_1m,SPEI_3m,NDVI,K指数_℃,Showalter指数_℃,整层水汽通量_kg_ms,温度_℃_850hPa,温度_℃_500hPa,比湿_gkg_850hPa,比湿_gkg_700hPa,month_sin,month_cos,日期
Wuzhou,2005,2,111.28,23.47,15.5,31.09,2.01,13.17,9.2,16.75,100.22,3.84,8.85,5.11,44.6,68.46,7.93,1.42,6.46,33.22,3.04,0.64,98.3,0.01,0.88,0.54,0.54,0.48,16.75,-0.2292,-0.7959,-0.1332,-0.3695,-0.0332,19.52,-1.9,0.02081,11.98,-9.0,8.508,3.98,0.8660254037844386,0.5000000000000001,2005-02-01
Wuzhou,2005,3,111.28,23.47,17.94,31.48,3.87,12.53,11.46,18.9,100.26,3.83,9.62,5.34,71.7,68.97,9.22,3.86,9.38,33.12,4.31,0.84,92.0,0.41,1.88,0.59,0.59,0.59,19.81,0.0594,-0.7959,0.0081,-0.3695,0.0211,22.66,-0.81,0.019653,11.74,-8.79,8.235,5.098,1.0,6.123233995736766e-17,2005-03-01
Wuzhou,2005,4,111.28,23.47,23.76,35.07,11.3,10.85,18.74,24.46,99.73,3.21,8.58,4.65,144.1,75.73,13.94,5.81,12.11,35.56,5.57,1.09,85.45,2.66,3.53,0.67,0.66,0.69,21.46,0.1505,-0.1163,0.0708,-0.1714,0.0164,27.73,-7.84,0.023419,15.79,-6.18,10.605,6.256,0.8660254037844387,-0.4999999999999998,2005-04-01
Wuzhou,2005,5,111.28,23.47,26.51,33.19,17.64,7.16,23.86,26.58,99.08,3.06,8.33,4.74,165.9,86.13,18.89,11.46,16.3,36.81,7.69,1.68,86.08,3.26,4.65,0.85,0.82,0.87,25.06,1.1109,0.6706,0.8443,0.4225,-0.0378,33.13,-15.01,0.037025,19.65,-4.91,12.47,7.604,0.49999999999999994,-0.8660254037844387,2005-05-01
Wuzhou,2005,6,111.28,23.47,27.14,32.91,22.42,5.19,25.44,27.1,98.74,2.99,6.58,4.65,174.2,90.75,20.77,14.77,12.13,37.46,5.92,1.37,97.29,2.26,4.17,0.96,0.94,0.95,25.02,1.5097,1.3797,1.3029,1.1447,-0.0478,35.17,-16.35,0.035567,20.0,-3.0,13.622,9.37,1.2246467991473532e-16,-1.0,2005-06-01
Wuzhou,2005,7,111.28,23.47,28.05,34.46,23.48,7.36,25.09,28.1,99.04,2.72,7.03,4.16,163.7,84.79,20.26,3.8,19.94,36.91,9.35,2.1,63.64,6.66,6.02,0.89,0.87,0.88,25.9,-1.1228,1.0565,-1.0157,0.8725,-0.1488,29.25,-12.68,0.021361,20.15,-3.36,11.957,6.909,-0.4999999999999997,-0.8660254037844388,2005-07-01
Wuzhou,2005,8,111.28,23.47,27.66,34.2,20.46,7.44,24.63,27.77,98.92,2.68,7.89,4.16,96.2,84.37,19.75,5.1,16.75,37.3,7.86,1.75,74.06,7.13,5.56,0.77,0.75,0.8,23.94,-0.5182,0.3736,-0.4241,0.3906,-0.1324,32.01,-14.37,0.013999,19.64,-3.43,12.806,8.024,-0.8660254037844385,-0.5000000000000004,2005-08-01
Wuzhou,2005,9,111.28,23.47,26.7,33.14,19.2,8.43,22.95,26.69,99.44,3.1,9.21,4.69,47.8,80.9,17.75,4.36,16.06,36.52,7.5,1.58,66.61,6.58,5.12,0.73,0.71,0.75,21.96,-0.0351,-0.9953,0.0121,-0.8104,-0.1171,30.38,-12.01,0.024862,18.84,-3.86,12.01,7.307,-1.0,-1.8369701987210297e-16,2005-09-01
Wuzhou,2005,10,111.28,23.47,24.06,34.22,12.9,12.65,16.41,24.8,100.04,3.24,7.85,4.85,34.2,64.96,12.02,0.11,16.02,33.82,7.16,1.34,36.73,1.67,2.43,0.59,0.59,0.54,18.09,-1.6611,-1.1422,-1.4681,-0.9764,-0.1863,22.2,-4.12,0.021201,15.92,-4.66,9.654,5.61,-0.8660254037844386,0.5000000000000001,2005-10-01
Wuzhou,2005,11,111.28,23.47,20.27,34.93,6.65,12.4,13.49,20.92,100.15,3.14,7.33,4.63,29.3,67.73,10.24,1.65,11.68,32.53,5.23,0.97,52.47,0.26,1.27,0.56,0.56,0.51,15.5,0.0327,-0.837,-0.4326,-0.8661,-0.15894999999999998,19.04,-0.66,0.016022,13.86,-5.23,8.81,4.935,-0.5000000000000004,0.8660254037844384,2005-11-01
Wuzhou,2005,12,111.28,23.47,12.75,27.64,1.02,12.61,3.06,13.25,100.68,3.84,10.38,5.54,31.3,55.69,5.27,0.4,9.98,28.68,4.34,0.72,54.69,0.03,0.78,0.54,0.54,0.48,13.77,-0.4645,-1.1034,-0.1638,-1.1484,-0.1316,10.21,10.9,0.017626,9.53,-6.16,5.297,4.962,-2.4492935982947064e-16,1.0,2005-12-01
Wuzhou,2006,1,111.28,23.47,14.1,29.89,-0.87,13.9,6.67,14.82,100.34,3.52,8.82,4.89,29.3,63.63,6.7,0.6,9.76,29.83,4.27,0.81,59.44,0.01,0.7,0.54,0.54,0.46,14.85,-0.7118,-0.8131,-0.7771,-0.8459,0.0623,5.78,7.67,0.012446,9.81,-5.72,6.731,2.965,0.49999999999999994,0.8660254037844387,2006-01-01
Wuzhou,2006,2,111.28,23.47,16.05,31.73,2.12,12.16,9.61,17.28,100.47,3.68,8.87,4.89,36.1,67.92,7.67,4.16,8.26,32.4,3.79,0.8,86.77,0.05,0.78,0.56,0.55,0.47,17.26,1.1525,-0.0524,1.0773,0.0662,-0.0471,22.18,-0.34,0.017909,11.41,-8.82,8.156,4.797,0.8660254037844386,0.5000000000000001,2006-02-01
Wuzhou,2006,3,111.28,23.47,18.31,30.96,1.5,11.27,13.83,19.07,99.93,3.3,9.38,4.72,68.4,76.95,10.56,4.0,9.54,33.42,4.35,0.91,84.5,1.49,2.57,0.67,0.66,0.69,19.35,0.1298,0.2208,0.036,0.3189,-0.085,23.82,-3.22,0.020728,13.17,-7.55,9.185,5.428,1.0,6.123233995736766e-17,2006-03-01
Wuzhou,2006,4,111.28,23.47,23.37,33.36,9.37,9.99,19.31,23.83,99.52,3.47,10.45,5.0,167.0,79.28,14.64,3.7,11.63,35.5,5.42,1.18,81.81,3.36,3.92,0.7,0.69,0.74,22.09,-0.7594,0.03,-0.808,-0.0366,-0.0112,28.65,-9.18,0.028724,16.97,-5.69,10.879,6.664,0.8660254037844387,-0.4999999999999998,2006-04-01
Wuzhou,2006,5,111.28,23.47,24.65,32.66,14.83,8.11,21.19,24.77,99.41,3.34,9.83,5.07,110.1,82.35,16.23,11.12,13.65,35.79,6.52,1.43,83.39,3.82,4.34,0.77,0.75,0.81,25.5,0.9913,0.1274,1.0323,0.0756,0.0965,29.92,-10.3,0.016844,17.87,-4.77,11.345,7.207,0.49999999999999994,-0.8660254037844387,2006-05-01
Wuzhou,2006,6,111.28,23.47,26.95,32.66,20.44,6.26,24.73,26.99,99.03,2.61,7.23,4.07,183.6,88.14,19.85,12.09,15.06,37.0,7.2,1.61,82.03,3.48,4.77,0.95,0.93,0.93,25.39,0.8014,0.5399,0.8322,0.6114,0.057,32.8,-13.98,0.033036,20.05,-3.57,12.432,8.292,1.2246467991473532e-16,-1.0,2006-06-01
Wuzhou,2006,7,111.28,23.47,27.84,34.13,22.64,6.04,25.47,27.77,98.73,2.9,10.51,4.44,167.7,87.54,20.8,10.72,15.67,37.27,7.47,1.71,76.49,4.46,4.88,0.93,0.9,0.92,25.5,2.0754,1.7127,2.6662,1.621,-0.0784,32.75,-15.41,0.026519,20.6,-2.85,13.066,8.354,-0.4999999999999997,-0.8660254037844388,2006-07-01
Wuzhou,2006,8,111.28,23.47,27.44,32.49,21.14,6.61,24.66,27.35,98.93,2.74,15.55,4.09,84.5,85.37,19.78,7.99,16.78,36.81,7.82,1.7,70.89,4.6,5.01,0.94,0.91,0.92,23.72,0.652,2.0612,0.7606,1.9247,-0.1116,31.7,-14.91,0.018296,19.79,-3.48,12.943,7.664,-0.8660254037844385,-0.5000000000000004,2006-08-01
Wuzhou,2006,9,111.28,23.47,24.38,31.56,15.81,8.76,21.0,24.21,99.47,3.01,7.97,4.48,35.4,82.31,15.92,3.68,16.1,34.92,7.36,1.47,57.67,5.26,5.02,0.88,0.86,0.88,21.27,-0.4434,1.288,0.1471,1.4562,-0.14595,28.16,-10.02,0.019662,17.7,-3.81,11.686,7.153,-1.0,-1.8369701987210297e-16,2006-09-01
Wuzhou,2006,10,111.28,23.47,24.82,31.44,15.15,9.94,19.98,24.92,99.94,2.36,6.63,3.59,30.8,75.93,14.8,0.56,14.06,34.75,6.18,1.06,35.46,4.48,3.58,0.68,0.67,0.68,16.56,-0.6801,-0.1753,-1.174,0.2581,-0.1803,27.09,-7.35,0.017637,16.58,-4.39,10.817,6.625,-0.8660254037844386,0.5000000000000001,2006-10-01
Wuzhou,2006,11,111.28,23.47,19.76,31.99,9.65,12.84,13.78,20.0,100.06,3.22,9.19,4.87,38.9,72.17,10.18,4.05,10.55,32.43,4.68,0.79,62.46,1.12,2.05,0.61,0.61,0.6,15.51,0.9289,-0.0517,0.8651,0.071,0.0221,20.24,-2.28,0.017115,14.7,-6.63,8.57,4.349,-0.5000000000000004,0.8660254037844384,2006-11-01
Wuzhou,2006,12,111.28,23.47,12.73,26.8,1.11,13.89,6.55,12.76,100.64,3.56,7.68,5.38,31.6,69.09,6.27,0.49,11.34,28.02,4.88,0.76,42.16,1.26,1.8,0.64,0.64,0.64,14.15,-0.3233,0.1291,-0.0549,-0.0409,-0.114,10.73,8.53,0.013942,10.72,-7.07,5.448,3.578,-2.4492935982947064e-16,1.0,2006-12-01
Wuzhou,2007,1,111.28,23.47,11.26,25.06,1.23,13.09,4.72,11.6,100.79,3.55,8.49,5.01,27.7,67.41,5.51,1.29,10.09,28.6,4.36,0.73,59.59,0.35,1.28,0.61,0.61,0.6,15.05,-0.0998,0.248,0.1819,0.2776,-0.1935,9.27,8.64,0.011526,9.34,-7.15,5.904,3.173,0.49999999999999994,0.8660254037844387,2007-01-01
Wuzhou,2007,2,111.28,23.47,18.49,30.27,2.47,12.5,12.37,18.73,100.09,3.08,7.78,4.57,105.3,70.99,9.46,2.16,9.83,32.32,4.34,0.76,68.92,0.43,1.58,0.6,0.6,0.59,16.53,0.2516,-0.5183,-0.0539,-0.3913,-0.0207,20.46,-0.8,0.016614,12.53,-9.86,7.474,3.836,0.8660254037844386,0.5000000000000001,2007-02-01
Wuzhou,2007,3,111.28,23.47,19.58,33.13,6.81,11.1,15.19,20.28,99.88,3.77,8.58,5.3,98.9,77.5,11.36,3.19,7.86,34.52,3.6,0.7,92.71,1.18,2.35,0.65,0.64,0.65,18.3,-0.3039,-0.5181,-0.5521,-0.4736,0.0576,23.07,-4.29,0.022722,14.07,-6.62,9.653,4.889,1.0,6.123233995736766e-17,2007-03-01
Wuzhou,2007,4,111.28,23.47,20.98,34.01,8.27,10.39,16.34,21.53,99.85,3.01,11.06,4.26,45.7,76.71,12.1,4.83,11.52,34.39,5.3,1.04,88.82,1.96,2.92,0.67,0.66,0.7,21.83,-0.238,-0.371,0.0692,-0.4165,-0.182,26.39,-7.05,0.018136,14.82,-7.94,9.945,5.67,0.8660254037844387,-0.4999999999999998,2007-04-01
Wuzhou,2007,5,111.28,23.47,25.64,34.42,14.61,9.33,21.24,25.86,99.34,2.62,7.73,3.87,163.8,78.38,16.23,6.71,16.73,35.83,7.77,1.62,72.45,4.91,4.64,0.72,0.71,0.76,25.32,-0.8447,-0.9991,-0.7567,-0.8314,0.0377,26.77,-9.74,0.01541,18.32,-4.68,10.978,6.035,0.49999999999999994,-0.8660254037844387,2007-05-01
Wuzhou,2007,6,111.28,23.47,27.34,33.19,20.94,6.79,24.66,27.41,98.96,2.51,6.51,3.88,184.1,86.1,19.78,9.27,16.55,37.03,7.86,1.76,79.58,4.83,4.84,0.84,0.82,0.87,25.61,-0.0661,-0.6361,0.1208,-0.3667,0.0944,30.32,-12.5,0.028813,20.09,-3.47,11.865,7.407,1.2246467991473532e-16,-1.0,2007-06-01
Wuzhou,2007,7,111.28,23.47,28.33,34.49,23.02,7.87,24.96,28.49,98.99,2.81,7.69,4.36,173.8,83.12,20.12,2.71,20.98,36.83,9.88,2.31,61.4,7.71,5.85,0.77,0.76,0.79,26.53,-1.9548,-1.1679,-1.5586,-0.9731,0.0561,27.2,-11.5,0.030262,20.37,-3.39,11.389,6.331,-0.4999999999999997,-0.8660254037844388,2007-07-01
Wuzhou,2007,8,111.28,23.47,28.22,36.49,23.32,7.91,24.38,28.43,98.83,2.47,7.96,3.74,62.2,81.05,19.46,6.3,17.69,36.98,8.27,1.83,72.41,5.43,4.64,0.68,0.67,0.71,23.87,0.0109,-1.078,-0.0137,-0.953,-0.0894,30.88,-13.25,0.006917,20.09,-3.43,12.183,7.478,-0.8660254037844385,-0.5000000000000004,2007-08-01
Wuzhou,2007,9,111.28,23.47,25.79,32.99,16.78,8.74,21.68,25.87,99.26,2.97,10.98,4.56,35.3,79.31,16.6,3.76,14.96,36.17,6.91,1.41,70.3,5.62,4.55,0.71,0.7,0.73,21.13,-0.3928,-1.1388,-0.0884,-0.9368,-0.1282,27.3,-9.01,0.017776,18.15,-3.16,11.361,6.966,-1.0,-1.8369701987210297e-16,2007-09-01
Wuzhou,2007,10,111.28,23.47,23.91,34.35,13.16,12.81,15.9,24.55,99.91,3.64,8.98,5.39,37.3,63.9,11.67,0.36,14.81,33.87,6.54,1.19,47.93,1.26,2.25,0.58,0.58,0.53,17.93,-0.9826,-0.8104,-0.9937,-0.4889,-0.1449,19.89,-3.03,0.024544,15.76,-4.33,9.406,4.942,-0.8660254037844386,0.5000000000000001,2007-10-01
Wuzhou,2007,11,111.28,23.47,18.27,31.75,3.49,15.39,5.88,18.8,100.28,3.79,9.62,5.83,31.0,61.96,6.12,0.33,14.67,29.12,6.37,1.03,31.93,0.05,0.73,0.53,0.54,0.4,16.09,-1.0824,-1.5764,-0.936,-1.1389,-0.1833,8.89,7.29,0.01626,12.59,-6.65,5.425,3.59,-0.5000000000000004,0.8660254037844384,2007-11-01
Wuzhou,2007,12,111.28,23.47,16.37,29.74,3.34,13.02,7.73,17.04,100.31,3.27,7.27,4.75,33.3,60.02,6.89,1.44,8.7,31.07,3.78,0.65,68.67,0.06,0.47,0.54,0.54,0.36,13.04,0.5863,-1.0959,0.3083,-1.1584,-0.1158,7.77,7.52,0.011568,10.97,-5.96,6.236,3.056,-2.4492935982947064e-16,1.0,2007-12-01
Wuzhou,2008,1,111.28,23.47,10.16,30.05,0.03,11.89,3.49,10.63,100.56,3.9,8.41,5.07,23.6,66.4,5.28,3.69,8.02,29.12,3.56,0.66,67.63,0.06,0.99,0.58,0.58,0.58,15.35,1.0161,0.1801,1.0666,0.1893,-0.0848,6.41,6.83,0.01391,9.79,-7.03,6.54,3.078,0.49999999999999994,0.8660254037844387,2008-01-01
Wuzhou,2008,2,111.28,23.47,9.17,25.46,-3.21,11.29,4.17,9.74,100.71,3.6,8.03,5.1,27.6,73.14,5.48,2.13,8.28,29.44,3.71,0.77,79.12,1.0,2.08,0.72,0.71,0.75,17.22,0.2776,0.8088,0.6628,0.9228,-0.1186,8.26,14.23,0.014237,7.03,-5.47,5.151,4.351,0.8660254037844386,0.5000000000000001,2008-02-01
Wuzhou,2008,3,111.28,23.47,19.38,30.76,3.71,11.66,13.84,19.85,99.95,2.98,8.52,4.3,105.6,73.18,10.36,3.26,11.66,32.74,5.14,1.0,69.39,1.49,2.56,0.66,0.65,0.67,19.31,-0.2636,0.4223,-0.4926,0.7315,-0.0695,20.73,-0.15,0.013453,12.75,-8.85,7.537,4.478,1.0,6.123233995736766e-17,2008-03-01
Wuzhou,2008,4,111.28,23.47,22.79,33.08,12.08,8.97,19.46,23.33,99.59,3.0,8.88,4.41,116.2,82.67,14.52,5.08,10.3,35.9,4.84,1.04,88.1,3.2,3.7,0.73,0.72,0.77,21.9,-0.1341,-0.2744,-0.0733,-0.1486,0.0563,27.65,-8.16,0.02091,16.36,-5.89,10.623,6.374,0.8660254037844387,-0.4999999999999998,2008-04-01
Wuzhou,2008,5,111.28,23.47,24.84,32.18,16.4,8.42,21.37,25.02,99.18,2.85,8.2,4.26,111.3,82.3,16.38,10.28,12.97,36.22,6.1,1.35,85.25,4.13,4.64,0.78,0.77,0.82,24.09,0.685,0.0656,0.6853,-0.0233,0.0114,29.72,-10.09,0.017152,17.65,-4.64,11.401,7.35,0.49999999999999994,-0.8660254037844387,2008-05-01
Wuzhou,2008,6,111.28,23.47,26.42,33.48,20.65,6.17,24.39,26.48,98.94,2.88,8.93,4.42,182.3,89.1,19.47,8.059999999999999,13.02,36.95,6.27,1.41,90.71,3.01,4.79,0.95,0.92,0.94,25.24,2.1393,1.4917,1.7666,1.4123,-0.0508,31.28,-12.31,0.03312,19.17,-3.89,11.99,7.69,1.2246467991473532e-16,-1.0,2008-06-01
Wuzhou,2008,7,111.28,23.47,27.38,35.01,23.08,6.89,24.87,27.37,98.92,2.59,6.2,4.12,181.4,86.92,20.02,5.84,18.83,36.76,8.87,2.04,74.98,4.71,5.3,0.95,0.93,0.93,25.79,0.0688,1.628,0.1065,1.6029,-0.06666666666666667,29.79,-11.84,0.025665,20.14,-4.0,11.374,7.093,-0.4999999999999997,-0.8660254037844388,2008-07-01
Wuzhou,2008,8,111.28,23.47,27.45,33.57,22.75,7.04,24.61,27.45,99.0,2.73,12.54,4.17,145.5,85.23,19.69,4.29,17.69,36.76,8.31,1.87,78.24,6.02,5.09,0.85,0.83,0.86,24.58,-0.9255,1.3048,-0.78,1.3597,-0.08253333333333333,29.26,-12.48,0.014051,19.89,-3.76,11.822,6.86,-0.8660254037844385,-0.5000000000000004,2008-08-01
Wuzhou,2008,9,111.28,23.47,26.76,34.03,17.54,7.74,23.17,26.69,99.28,2.66,11.665,3.99,52.0,81.57,18.06,4.42,17.54,36.2,8.07,1.64,56.42,5.89,4.58,0.76,0.74,0.79,21.61,-0.0012,-0.6198,0.0324,-0.3987,-0.0984,28.6,-11.28,0.016654,19.36,-3.86,11.513,6.654,-1.0,-1.8369701987210297e-16,2008-09-01
Wuzhou,2008,10,111.28,23.47,24.22,31.92,15.88,10.13,19.74,24.42,99.9,2.81,10.79,4.3,47.8,77.58,14.54,1.87,14.07,35.3,6.41,1.23,55.02,4.45,3.65,0.67,0.66,0.68,18.57,0.3598,-0.7592,0.1426,-0.4771,-0.1591,23.73,-8.41,0.024558,16.81,-4.78,10.998,5.39,-0.8660254037844386,0.5000000000000001,2008-10-01
Wuzhou,2008,11,111.28,23.47,17.68,29.72,2.08,13.05,10.66,17.86,100.36,3.35,9.2,5.1,31.8,66.93,8.77,1.66,13.32,29.91,5.89,1.05,39.53,1.33,2.05,0.62,0.61,0.6,16.43,0.0379,-0.1493,-0.0881,-0.0887,-0.16505,10.78,4.23,0.017731,13.31,-6.65,6.415,3.253,-0.5000000000000004,0.8660254037844384,2008-11-01
Wuzhou,2008,12,111.28,23.47,13.93,27.78,1.01,14.37,5.24,13.96,100.51,3.24,9.91,4.56,33.9,60.06,5.81,0.61,11.25,27.97,4.87,0.8,41.66,0.1,0.91,0.55,0.55,0.51,14.71,-0.1618,-0.1814,-0.0982,-0.1558,-0.171,4.72,9.88,0.012205,10.56,-7.61,4.72,2.736,-2.4492935982947064e-16,1.0,2008-12-01
Wuzhou,2009,1,111.28,23.47,11.0,26.76,-0.88,13.69,1.94,11.41,100.71,3.41,10.17,4.94,32.4,57.92,4.71,0.55,11.28,27.42,4.83,0.83,49.83,0.03,0.72,0.55,0.55,0.5,15.34,-0.7737,-0.7368,-0.3224,-0.4678,-0.1761,0.79,13.26,0.008624,8.2,-7.57,4.22,2.387,0.49999999999999994,0.8660254037844387,2009-01-01
Wuzhou,2009,2,111.28,23.47,22.14,35.88,10.14,13.74,14.44,23.28,99.82,3.11,9.47,4.39,160.4,65.08,10.56,0.05,12.22,33.56,5.42,1.08,56.56,0.01,0.63,0.53,0.54,0.4,17.58,-2.6694,-2.2933,-3.09,-0.93165,-0.0308,12.4,1.44,0.016404,14.18,-4.51,8.113,3.109,0.8660254037844386,0.5000000000000001,2009-02-01
Wuzhou,2009,3,111.28,23.47,18.43,32.82,4.08,11.02,13.51,19.32,99.92,3.66,11.99,5.0,69.8,74.93,10.36,4.59,9.22,33.69,4.21,0.85,90.52,0.55,1.83,0.61,0.6,0.61,19.15,0.4098,-1.0805,0.3473,-1.3955,0.0214,21.25,-3.81,0.020506,13.94,-7.01,9.346,4.739,1.0,6.123233995736766e-17,2009-03-01
Wuzhou,2009,4,111.28,23.47,21.83,32.6,12.15,9.87,17.75,22.34,99.62,3.5,10.33,5.07,101.6,79.01,13.03,5.79,12.46,35.01,5.77,1.17,81.7,2.99,3.6,0.7,0.68,0.73,22.56,0.1431,-0.2556,0.3132,-0.5284,-0.0183,27.7,-6.11,0.022464,15.0,-6.71,9.993,6.529,0.8660254037844387,-0.4999999999999998,2009-04-01
Wuzhou,2009,5,111.28,23.47,25.22,35.12,17.46,9.11,20.92,25.86,99.44,2.97,7.94,4.36,110.0,79.16,15.78,8.6,13.72,36.24,6.45,1.4,79.71,3.45,4.22,0.72,0.71,0.74,25.03,0.0188,0.1507,0.0026,0.1622,0.0873,27.39,-7.92,0.01749,16.87,-4.94,10.709,6.754,0.49999999999999994,-0.8660254037844387,2009-05-01
Wuzhou,2009,6,111.28,23.47,27.0,32.89,19.5,6.71,24.43,27.02,98.83,2.6,7.08,3.94,177.2,86.58,19.59,8.28,16.64,36.97,7.88,1.75,80.56,4.29,4.89,0.9,0.87,0.9,25.76,-0.4123,-0.2517,-0.1268,-0.0117,-0.181,30.85,-12.9,0.024232,19.85,-3.5,12.11,7.637,1.2246467991473532e-16,-1.0,2009-06-01
Wuzhou,2009,7,111.28,23.47,27.93,33.28,22.95,7.02,25.26,27.98,98.86,2.94,11.12,4.52,158.2,86.14,20.51,6.62,17.79,37.18,8.45,1.93,73.17,6.46,5.82,0.87,0.84,0.87,25.99,0.4492,-0.1156,0.3511,-0.0251,0.0482,29.15,-12.34,0.024256,20.1,-2.63,12.134,7.281,-0.4999999999999997,-0.8660254037844388,2009-07-01
Wuzhou,2009,8,111.28,23.47,28.37,35.01,20.22,7.54,24.96,28.3,98.95,2.43,10.16,3.63,54.4,82.59,20.14,5.61,19.2,36.99,9.0,2.0,61.36,6.77,5.3,0.81,0.79,0.84,24.32,-0.284,-0.4175,-0.353,-0.3307,0.1094,31.93,-15.39,0.006029,20.71,-3.22,12.87,7.706,-0.8660254037844385,-0.5000000000000004,2009-08-01
Wuzhou,2009,9,111.28,23.47,27.45,34.12,18.27,8.24,23.71,27.48,99.24,3.01,11.51,4.49,52.9,80.98,18.67,4.09,16.08,36.73,7.46,1.54,54.44,6.72,5.06,0.73,0.72,0.76,21.71,-0.1917,-0.1362,-0.2956,-0.2347,-0.0312,29.41,-13.11,0.032189,19.59,-3.45,12.316,6.875,-1.0,-1.8369701987210297e-16,2009-09-01
Wuzhou,2009,10,111.28,23.47,24.33,33.1,16.34,12.11,17.21,24.67,99.74,2.81,6.17,4.35,34.7,67.33,12.45,0.52,14.85,34.34,6.66,1.23,42.13,2.17,2.74,0.6,0.6,0.58,18.02,-0.7332,-0.889,-0.9817,-1.0545,-0.1512,21.91,-3.35,0.019524,16.5,-3.93,9.407,5.831,-0.8660254037844386,0.5000000000000001,2009-10-01
Wuzhou,2009,11,111.28,23.47,16.37,33.43,1.51,13.03,8.53,16.66,100.32,3.79,11.37,5.29,27.0,63.12,7.71,2.56,12.42,30.15,5.5,0.97,45.46,0.61,1.68,0.59,0.59,0.57,16.1,0.4374,-0.4344,0.5066,-0.3701,-0.0553,13.33,4.74,0.013266,12.62,-4.91,7.194,4.325,-0.5000000000000004,0.8660254037844384,2009-11-01
Wuzhou,2009,12,111.28,23.47,13.7,26.35,1.09,11.76,8.23,14.07,100.41,3.15,10.04,4.64,43.6,72.09,7.18,1.45,8.1,30.49,3.56,0.56,72.8,0.28,1.13,0.59,0.59,0.58,13.29,0.5932,-0.0495,0.6019,0.0367,-0.0753,11.44,5.65,0.013649,9.72,-7.68,6.792,3.187,-2.4492935982947064e-16,1.0,2009-12-01
Wuzhou,2010,1,111.28,23.47,13.14,26.84,0.59,10.56,9.88,13.36,100.48,3.22,8.15,4.6,50.6,81.89,8.06,4.16,6.47,31.21,2.99,0.58,84.92,0.98,1.69,0.69,0.67,0.72,14.9,1.1713,0.8151,1.1038,0.8676,-0.0759,15.9,3.46,0.016895,10.76,-6.4,7.838,4.145,0.49999999999999994,0.8660254037844387,2010-01-01
Wuzhou,2010,2,111.28,23.47,16.36,32.19,2.63,10.84,12.49,16.81,100.0,3.85,11.07,5.39,104.8,79.2,10.01,1.29,9.0,32.4,4.1,0.81,77.66,1.69,2.43,0.7,0.68,0.72,17.66,-0.3307,0.6955,-0.3249,0.6565,-0.1393,18.75,-1.79,0.02343,12.94,-8.03,8.483,3.795,0.8660254037844386,0.5000000000000001,2010-02-01
Wuzhou,2010,3,111.28,23.47,19.27,32.51,3.36,11.96,13.32,19.99,100.03,4.05,10.63,5.65,104.8,71.19,10.43,0.68,11.13,33.24,4.91,0.88,75.56,0.68,1.88,0.62,0.61,0.6,18.33,-2.6047,-0.7012,-1.6654,-0.5367,0.1017,18.74,-1.03,0.018594,13.92,-6.84,8.274,4.524,1.0,6.123233995736766e-17,2010-03-01
Wuzhou,2010,4,111.28,23.47,20.87,34.06,9.07,10.0,17.14,21.41,99.79,3.9,8.95,5.44,104.4,80.44,12.68,6.95,9.12,35.08,4.36,0.92,91.95,1.61,2.73,0.68,0.67,0.71,22.09,0.5508,-0.7313,0.777,-0.5997,0.06,28.57,-8.97,0.026954,15.68,-6.05,11.161,6.603,0.8660254037844387,-0.4999999999999998,2010-04-01
Wuzhou,2010,5,111.28,23.47,25.46,32.17,16.36,8.36,22.6,25.62,99.17,3.14,7.51,4.68,155.7,85.05,17.57,9.32,13.49,36.55,6.36,1.33,84.52,3.74,4.45,0.81,0.79,0.84,24.43,0.314,-0.3883,0.2289,-0.3331,-0.0016,30.16,-11.7,0.029151,18.63,-3.72,12.026,7.571,0.49999999999999994,-0.8660254037844387,2010-05-01
Wuzhou,2010,6,111.28,23.47,26.07,31.39,19.31,6.01,24.29,26.08,99.09,3.02,7.05,4.64,157.9,90.23,19.41,13.57,10.51,37.13,5.14,1.15,95.78,2.52,4.07,0.95,0.92,0.93,24.53,1.2038,1.0203,1.1882,1.1157,0.1699,32.35,-13.7,0.034082,19.48,-3.36,12.63,8.397,1.2246467991473532e-16,-1.0,2010-06-01
Wuzhou,2010,7,111.28,23.47,27.85,33.17,23.62,6.99,25.32,27.82,99.12,3.08,10.36,4.83,164.8,86.79,20.52,5.44,18.38,37.02,8.73,1.97,81.13,5.58,5.5,0.88,0.86,0.89,26.16,-0.1395,0.7659,-0.2076,0.7857,0.0501,30.35,-13.75,0.031477,20.45,-3.62,12.161,7.249,-0.4999999999999997,-0.8660254037844388,2010-07-01
