station,year,month,longitude,latitude,气温_2m_℃,最高气温_℃,最低气温_℃,气温日较差_℃,露点温度_℃,地表温度_℃,气压_kPa,风速_10m_ms,最大风速_10m_ms,风速_50m_ms,风向_10m_度,相对湿度_%,比湿_gkg,降水量_mm_day,短波辐射_全天空_kWhm2day,长波辐射_全天空_kWhm2day,光合有效辐射_kWhm2day,紫外线指数,总云量_%,蒸散发_mm_day,陆地蒸发_mm_day,根区土壤湿度_01,剖面土壤湿度_01,表层土壤湿度_01,短波辐射_晴空_kWhm2day,SPI_1m,SPI_3m,SPEI_1m,SPEI_3m,NDVI,K指数_℃,Showalter指数_℃,整层水汽通量_kg_ms,温度_℃_850hPa,温度_℃_500hPa,比湿_gkg_850hPa,比湿_gkg_700hPa,month_sin,month_cos,日期
Baise,2005,1,106.62,23.9,9.2,28.51,-2.77,11.21,4.45,9.56,96.43,2.66,6.97,4.27,74.3,75.14,5.73,1.02,6.73,28.67,3.1,0.58,66.45,0.11,0.81,0.53,0.53,0.53,15.02,0.0777,-0.1906,-0.0162,0.1518,0.089,9.39,9.21,0.013903,6.18,-9.76,5.792,3.465,0.49999999999999994,0.8660254037844387,2005-01-01
Baise,2005,2,106.62,23.9,13.86,34.23,0.52,14.5,7.36,14.61,96.16,3.42,7.46,5.13,92.2,68.26,7.25,0.62,10.04,30.58,4.64,0.96,61.3,0.14,1.08,0.52,0.52,0.5,18.26,-0.2548,-0.1906,-0.1885,0.1518,0.1196,21.5,-0.84,0.021194,10.04,-11.19,7.918,4.447,0.8660254037844386,0.5000000000000001,2005-02-01
Baise,2005,3,106.62,23.9,16.78,33.88,3.54,13.89,9.53,17.46,96.22,3.33,8.11,5.12,106.6,66.15,8.29,1.7,11.19,31.08,5.15,1.04,74.28,0.17,1.31,0.51,0.52,0.5,20.58,0.2375,-0.1906,0.4715,0.1518,0.1358,22.74,-0.35,0.016748,10.03,-10.57,7.979,4.926,1.0,6.123233995736766e-17,2005-03-01
Baise,2005,4,106.62,23.9,22.73,38.85,11.41,13.43,14.99,23.39,95.78,2.98,7.07,4.76,135.5,65.96,11.42,3.05,14.76,33.0,6.78,1.4,63.68,0.54,2.06,0.53,0.53,0.52,22.96,0.3819,0.076,0.1623,0.3112,0.2082,28.59,-8.7,0.018512,15.78,-7.45,10.438,6.008,0.8660254037844387,-0.4999999999999998,2005-04-01
Baise,2005,5,106.62,23.9,26.95,39.99,18.4,11.79,20.83,27.34,95.11,2.75,6.87,4.69,159.2,73.49,16.43,8.19,19.11,34.76,8.99,2.01,65.91,2.71,4.16,0.62,0.61,0.65,26.06,0.6099,0.5817,0.4337,0.5294,0.2073,34.69,-17.98,0.027237,19.54,-5.08,13.628,7.542,0.49999999999999994,-0.8660254037844387,2005-05-01
Baise,2005,6,106.62,23.9,26.34,33.72,21.35,7.33,23.86,26.38,94.86,2.15,4.97,3.72,129.8,87.24,19.68,6.119999999999999,13.81,35.97,6.74,1.64,91.3,3.49,4.79,0.88,0.87,0.89,25.55,2.2476,1.658,1.7623,1.3396,0.1988,37.78,-20.0,0.018498,20.09,-2.47,15.796,10.043,1.2246467991473532e-16,-1.0,2005-06-01
Baise,2005,7,106.62,23.9,26.58,33.6,21.11,8.14,23.46,26.56,95.17,2.35,6.34,4.01,151.5,84.35,19.12,4.05,18.13,35.18,8.61,2.08,65.77,5.36,5.54,0.86,0.86,0.86,26.54,-1.1892,0.9876,-1.0842,0.8355,0.2216,33.67,-18.57,0.023499,20.72,-2.92,14.239,7.908,-0.4999999999999997,-0.8660254037844388,2005-07-01
Baise,2005,8,106.62,23.9,25.95,35.58,19.51,8.35,22.95,26.01,95.13,1.94,4.53,3.46,103.5,84.91,18.56,6.31,14.47,35.76,6.96,1.65,85.24,5.36,4.98,0.81,0.8,0.83,24.31,0.0239,0.7302,-0.164,0.6879,0.2602,34.32,-17.13,0.016817,19.99,-2.7,14.053,8.75,-0.8660254037844385,-0.5000000000000004,2005-08-01
Baise,2005,9,106.62,23.9,24.81,33.01,16.83,9.99,20.92,24.82,95.69,2.39,6.7,4.23,71.3,80.91,16.32,2.75,16.09,34.21,7.51,1.69,59.8,5.89,4.9,0.72,0.73,0.75,22.85,-1.1889,-1.1278,-1.1041,-1.0013,0.2177,30.39,-12.33,0.012927,18.43,-3.77,12.338,7.022,-1.0,-1.8369701987210297e-16,2005-09-01
Baise,2005,10,106.62,23.9,20.98,32.73,10.21,10.94,16.03,21.15,96.25,2.28,4.98,4.04,63.5,75.68,12.16,1.2,12.14,32.79,5.54,1.15,60.91,3.38,3.05,0.62,0.63,0.64,18.03,-1.1354,-0.8899,-1.0074,-0.8006,0.1664,26.72,-4.71,0.013353,14.22,-5.53,10.213,6.905,-0.8660254037844386,0.5000000000000001,2005-10-01
Baise,2005,11,106.62,23.9,17.56,31.32,4.79,11.2,12.86,17.77,96.28,2.34,4.66,4.12,74.4,76.25,10.33,0.85,10.31,30.88,4.71,0.97,60.54,1.43,1.91,0.59,0.59,0.59,16.15,-0.4705,-1.5785,-0.5796,-1.5978,0.1888,21.78,-0.12,0.014959,11.31,-6.62,9.024,5.382,-0.5000000000000004,0.8660254037844384,2005-11-01
Baise,2005,12,106.62,23.9,10.46,24.71,-0.3,11.03,3.84,10.66,96.74,2.66,6.95,4.5,54.6,66.89,5.57,0.9,8.44,27.65,3.76,0.67,59.79,0.36,1.04,0.55,0.56,0.55,14.13,0.4446,-0.9074,0.6469,-0.796,0.1236,6.86,14.19,0.013363,5.31,-7.52,4.964,4.138,-2.4492935982947064e-16,1.0,2005-12-01
Baise,2006,1,106.62,23.9,11.75,27.19,-1.26,13.07,6.07,12.11,96.33,2.81,6.25,4.67,77.7,71.0,6.61,0.11,9.17,28.73,4.1,0.83,60.16,0.25,0.9,0.54,0.55,0.53,15.42,-1.8333,-1.1417,-1.5159,-1.2036,0.1196,4.59,10.14,0.011351,7.17,-7.1,6.139,2.938,0.49999999999999994,0.8660254037844387,2006-01-01
Baise,2006,2,106.62,23.9,13.54,30.04,4.13,11.31,8.31,14.17,96.45,3.17,7.02,4.79,82.8,73.19,7.34,1.19,7.53,31.19,3.57,0.83,86.85,0.15,1.03,0.52,0.53,0.52,18.03,0.5096,-0.6896,0.4709,-0.4464,0.1611,22.09,1.98,0.016541,8.44,-10.36,7.718,5.106,0.8660254037844386,0.5000000000000001,2006-02-01
Baise,2006,3,106.62,23.9,18.38,35.41,2.51,14.68,10.99,19.22,95.91,3.2,9.34,4.97,104.2,66.09,9.05,0.57,11.77,32.6,5.36,1.18,80.91,0.26,1.31,0.52,0.52,0.49,20.05,-1.0212,-1.449,-0.8849,-1.115,0.1396,24.71,-3.55,0.019142,11.78,-9.46,9.082,5.31,1.0,6.123233995736766e-17,2006-03-01
Baise,2006,4,106.62,23.9,24.67,40.18,9.63,14.64,15.33,25.47,95.51,3.4,7.38,5.34,151.6,60.81,11.81,2.88,16.94,33.26,7.76,1.75,64.93,0.44,2.08,0.51,0.52,0.49,23.71,0.229,-0.3842,-0.5903,-0.6099,0.1988,29.94,-10.6,0.022693,16.89,-6.91,10.99,6.474,0.8660254037844387,-0.4999999999999998,2006-04-01
Baise,2006,5,106.62,23.9,24.78,39.75,14.2,11.82,18.11,25.2,95.52,2.75,8.49,4.58,128.3,70.82,14.06,6.33,17.25,33.6,8.1,1.8,67.93,1.95,3.37,0.58,0.58,0.61,26.38,-0.0818,-0.4323,0.0984,-0.4254,0.2212,31.11,-12.73,0.015598,17.52,-5.23,12.277,6.921,0.49999999999999994,-0.8660254037844387,2006-05-01
Baise,2006,6,106.62,23.9,25.93,34.88,20.07,7.91,23.12,26.02,95.11,2.22,4.4,3.89,154.8,85.78,18.75,10.2,15.28,35.54,7.36,1.72,87.26,4.22,4.56,0.76,0.75,0.81,25.75,0.0564,-0.0292,0.3121,0.133,0.2266,36.96,-19.69,0.026088,19.77,-2.8,15.114,9.695,1.2246467991473532e-16,-1.0,2006-06-01
Baise,2006,7,106.62,23.9,26.64,33.8,21.3,7.88,23.75,26.64,94.87,2.14,7.66,3.75,127.9,85.41,19.53,9.34,16.37,35.76,7.87,1.91,81.3,4.8,5.04,0.86,0.85,0.87,26.31,1.0006,0.4198,0.9854,0.445,0.2155,36.0,-20.0,0.01575,21.01,-2.12,15.335,9.222,-0.4999999999999997,-0.8660254037844388,2006-07-01
Baise,2006,8,106.62,23.9,25.63,32.8,19.6,7.62,22.78,25.5,95.18,2.12,6.675000000000001,3.63,72.8,85.42,18.35,8.12,15.55,34.96,7.34,1.69,75.24,4.32,4.5,0.91,0.9,0.89,24.2,0.6243,0.7992,0.5875,0.8138,0.2772,33.96,-16.34,0.013435,20.38,-3.32,13.336,8.436,-0.8660254037844385,-0.5000000000000004,2006-08-01
Baise,2006,9,106.62,23.9,23.21,32.78,13.74,9.77,19.32,23.09,95.72,2.25,5.69,3.97,64.2,80.43,14.99,2.54,16.9,33.25,7.76,1.65,57.03,5.51,4.75,0.8,0.8,0.81,22.01,-1.3423,0.378,-0.8454,0.3725,0.2214,26.64,-8.41,0.009465,17.46,-3.79,11.139,6.509,-1.0,-1.8369701987210297e-16,2006-09-01
Baise,2006,10,106.62,23.9,22.5,30.08,13.74,9.65,19.02,22.56,96.12,1.96,4.33,3.62,103.2,82.33,14.46,2.78,11.08,33.83,5.07,1.0,63.98,4.12,3.57,0.68,0.69,0.72,17.45,0.145,-0.1209,-0.1495,-0.0898,0.2135,32.2,-10.3,0.012865,15.96,-5.59,11.778,7.7,-0.8660254037844386,0.5000000000000001,2006-10-01
Baise,2006,11,106.62,23.9,17.44,29.2,7.2,11.14,12.91,17.37,96.18,2.31,5.04,4.06,68.5,77.09,9.89,1.37,10.62,31.09,4.78,0.85,58.51,2.3,2.29,0.63,0.63,0.65,15.65,0.0379,-0.8009,0.0405,-0.6793,0.1242,21.53,-1.8,0.013024,12.37,-8.5,8.517,4.269,-0.5000000000000004,0.8660254037844384,2006-11-01
Baise,2006,12,106.62,23.9,11.62,26.69,2.07,12.32,5.99,11.59,96.7,2.5,6.01,4.3,56.0,71.33,6.23,0.23,9.51,27.6,4.13,0.68,51.87,0.85,1.37,0.59,0.6,0.6,13.71,-0.877,-0.2084,-0.4557,-0.3946,0.1355,11.95,9.0,0.008549,7.39,-9.52,5.508,3.514,-2.4492935982947064e-16,1.0,2006-12-01
Baise,2007,1,106.62,23.9,9.54,22.34,-0.1,11.95,3.48,9.72,96.82,2.77,6.47,4.5,51.1,69.28,5.21,0.7,7.62,28.7,3.41,0.64,77.63,0.31,1.05,0.57,0.57,0.56,14.93,-0.3318,-0.788,-0.4556,-0.6647,0.1324,9.98,11.81,0.009707,5.22,-9.7,5.086,3.596,0.49999999999999994,0.8660254037844387,2007-01-01
Baise,2007,2,106.62,23.9,17.39,30.73,5.66,13.43,11.44,17.63,96.03,2.98,7.62,4.93,152.2,71.85,9.17,1.06,11.71,31.06,5.23,0.98,63.58,0.39,1.37,0.55,0.55,0.54,17.57,0.3618,-0.9135,-0.4482,-1.0104,0.1402,25.23,-3.4,0.018235,11.49,-12.49,7.87,4.125,0.8660254037844386,0.5000000000000001,2007-02-01
Baise,2007,3,106.62,23.9,19.09,37.65,5.45,13.8,12.18,19.74,95.83,3.45,7.39,5.41,135.7,68.76,9.73,0.75,12.46,32.55,5.55,1.12,73.86,0.4,1.54,0.53,0.54,0.51,19.42,-0.7421,-0.8431,-0.8779,-1.0559,0.1623,21.73,-3.21,0.020351,13.25,-7.72,9.077,4.529,1.0,6.123233995736766e-17,2007-03-01
Baise,2007,4,106.62,23.9,20.65,38.86,6.85,13.37,12.75,21.28,95.91,2.8,9.24,4.43,86.8,64.77,9.97,2.37,14.18,32.58,6.5,1.31,80.55,0.45,1.75,0.52,0.53,0.51,22.65,-0.2694,-0.6625,0.1353,-0.5795,0.1822,24.16,-4.06,0.012504,13.23,-9.05,8.885,5.184,0.8660254037844387,-0.4999999999999998,2007-04-01
Baise,2007,5,106.62,23.9,24.87,40.34,14.21,13.39,17.0,25.31,95.46,2.45,6.41,4.14,146.6,66.3,13.13,4.16,18.28,33.38,8.54,1.87,66.14,1.49,3.0,0.56,0.56,0.56,26.39,-1.0916,-1.4023,-0.9846,-1.0085,0.1988,28.91,-11.54,0.016353,18.1,-4.65,11.801,6.568,0.49999999999999994,-0.8660254037844387,2007-05-01
Baise,2007,6,106.62,23.9,26.39,35.23,18.92,9.22,22.57,26.55,95.07,2.24,5.06,3.91,154.9,81.34,18.17,8.37,17.83,35.39,8.49,2.0,81.6,4.89,4.62,0.66,0.65,0.71,26.22,-0.6821,-1.0931,-0.5227,-0.8391,0.2048,35.15,-19.82,0.027118,19.74,-2.86,15.153,8.735,1.2246467991473532e-16,-1.0,2007-06-01
Baise,2007,7,106.62,23.9,26.51,33.7,21.56,7.66,23.51,26.6,95.04,2.64,6.04,4.55,163.4,84.9,19.2,6.84,16.6,35.55,8.0,2.03,89.71,5.53,4.89,0.72,0.71,0.77,26.65,0.1131,-0.8533,-0.0587,-0.8012,0.2744,35.81,-20.0,0.0165425,20.52,-2.15,15.884,8.876,-0.4999999999999997,-0.8660254037844388,2007-07-01
Baise,2007,8,106.62,23.9,26.4,34.72,19.94,8.97,22.53,26.38,95.1,1.95,5.26,3.44,98.5,81.03,18.1,7.83,17.42,35.07,8.2,1.9,70.96,5.87,4.9,0.71,0.71,0.75,24.44,0.5345,-0.0659,0.3411,-0.1409,0.2276,33.33,-17.49,0.005967,20.75,-2.88,13.818,7.759,-0.8660254037844385,-0.5000000000000004,2007-08-01
Baise,2007,9,106.62,23.9,22.82,31.71,13.66,9.35,19.55,22.8,95.57,2.44,5.5,4.25,45.0,83.28,15.12,6.48,13.89,33.63,6.53,1.47,69.18,5.11,4.6,0.79,0.78,0.81,22.58,0.7337,0.5698,0.9269,0.5566,0.2274,27.08,-9.13,0.014816,17.04,-3.39,11.759,6.733,-1.0,-1.8369701987210297e-16,2007-09-01
Baise,2007,10,106.62,23.9,20.22,31.25,11.07,10.45,15.86,20.23,96.15,2.36,5.62,4.16,57.5,77.98,12.03,0.78,12.15,32.3,5.45,1.07,56.02,4.16,3.44,0.68,0.68,0.7,17.7,-1.6801,0.2032,-1.2173,0.2941,0.16,23.26,-2.84,0.013224,14.26,-4.88,9.698,5.867,-0.8660254037844386,0.5000000000000001,2007-10-01
Baise,2007,11,106.62,23.9,14.94,27.28,2.86,13.07,8.33,14.75,96.49,2.55,7.05,4.47,39.2,68.48,7.36,0.95,13.72,27.3,6.03,1.03,67.08,1.99,2.17,0.6,0.61,0.61,16.63,-0.3585,-0.3153,0.079,0.1091,0.1904,10.06,8.45,0.007924,10.39,-8.62,4.961,3.536,-0.5000000000000004,0.8660254037844384,2007-11-01
Baise,2007,12,106.62,23.9,13.27,27.25,1.76,11.76,8.24,13.48,96.35,2.54,5.38,4.4,79.1,74.25,7.37,0.53,6.73,30.38,3.04,0.58,78.14,0.39,1.02,0.55,0.56,0.54,13.69,-0.1336,-1.3413,-0.2488,-0.9856,0.0934,12.23,7.38,0.012549,8.27,-7.13,6.866,3.588,-2.4492935982947064e-16,1.0,2007-12-01
Baise,2008,1,106.62,23.9,7.93,29.24,-1.43,11.71,2.07,8.29,96.52,2.97,6.61,4.43,57.4,69.44,4.9,1.09,7.35,28.21,3.32,0.64,67.17,0.17,0.87,0.54,0.54,0.53,15.82,0.1551,-0.5762,0.1999,-0.2038,0.0702,3.52,12.16,0.012706,5.56,-8.75,5.207,3.21,0.49999999999999994,0.8660254037844387,2008-01-01
Baise,2008,2,106.62,23.9,8.32,25.68,-1.61,11.13,2.32,8.74,96.69,2.7,6.59,4.36,57.3,68.93,4.97,1.39,7.34,28.84,3.4,0.8,88.19,0.3,1.16,0.58,0.57,0.58,17.58,0.7661,0.1238,1.2117,0.5368,0.1306,4.32,18.47,0.01064,2.01,-8.45,4.015,3.833,0.8660254037844386,0.5000000000000001,2008-02-01
Baise,2008,3,106.62,23.9,18.47,36.99,5.16,13.53,11.99,18.88,95.95,2.75,6.66,4.51,124.7,70.39,9.54,1.87,12.49,31.65,5.64,1.23,75.39,0.69,1.93,0.57,0.57,0.57,20.32,0.3691,0.4144,0.3133,0.7778,0.144,24.24,-2.12,0.015147,11.72,-10.97,7.878,4.737,1.0,6.123233995736766e-17,2008-03-01
Baise,2008,4,106.62,23.9,22.88,39.52,10.81,13.06,16.39,23.52,95.61,3.04,7.71,4.81,129.1,70.77,12.5,2.33,14.52,33.82,6.68,1.48,77.9,0.9,2.38,0.56,0.56,0.55,23.22,-0.3114,0.1939,-0.5293,0.4765,0.2048,27.78,-9.08,0.020279,15.75,-6.63,10.941,6.055,0.8660254037844387,-0.4999999999999998,2008-04-01
Baise,2008,5,106.62,23.9,24.14,35.27,14.54,11.21,18.55,24.51,95.3,2.58,7.38,4.39,111.1,74.06,14.35,6.23,15.71,34.21,7.37,1.69,78.07,2.6,3.55,0.6,0.6,0.63,25.19,-0.1226,-0.201,0.1501,0.054,0.2136,31.52,-12.39,0.015434,17.12,-4.7,12.515,7.435,0.49999999999999994,-0.8660254037844387,2008-05-01
Baise,2008,6,106.62,23.9,25.45,33.11,18.06,9.59,21.57,25.52,95.07,2.16,5.19,3.63,114.3,81.05,17.11,8.74,14.78,35.41,7.04,1.6,85.09,5.07,4.82,0.73,0.72,0.77,25.43,-0.5246,-0.4963,-0.1476,-0.0909,0.2437,34.03,-17.29,0.015098,19.04,-3.42,14.214,8.121,1.2246467991473532e-16,-1.0,2008-06-01
Baise,2008,7,106.62,23.9,26.13,35.86,20.72,7.89,22.99,26.16,95.02,2.13,5.96,3.68,154.2,84.37,18.6,8.17,15.94,35.27,7.67,1.85,87.79,5.38,4.99,0.8,0.79,0.83,26.1,0.6077,-0.0809,0.5585,0.0794,0.2484,35.09,-19.56,0.024329,20.3,-3.19,14.691,8.186,-0.4999999999999997,-0.8660254037844388,2008-07-01
Baise,2008,8,106.62,23.9,25.75,35.52,19.79,7.62,23.08,25.78,95.17,2.2,7.42,3.89,127.3,86.34,18.67,9.02,14.7,35.18,7.07,1.7,89.45,4.73,4.75,0.84,0.84,0.86,24.96,0.8903,0.492,0.9685,0.562,0.2341,33.76,-18.02,0.013551,19.93,-3.06,14.285,8.087,-0.8660254037844385,-0.5000000000000004,2008-08-01
Baise,2008,9,106.62,23.9,24.75,33.99,16.8,8.95,21.48,24.7,95.5,2.19,10.02,3.81,82.2,83.5,16.9,6.55,15.73,34.31,7.31,1.61,61.49,5.19,4.63,0.83,0.83,0.84,22.38,0.7615,1.0288,0.7443,1.0807,0.2365,29.94,-12.92,0.011769,18.8,-3.38,12.583,6.94,-1.0,-1.8369701987210297e-16,2008-09-01
Baise,2008,10,106.62,23.9,21.45,29.62,13.76,9.79,18.23,21.43,96.1,2.09,5.29,3.73,76.4,83.4,13.78,4.93,11.65,33.45,5.39,1.15,71.5,4.29,3.75,0.78,0.78,0.81,18.55,1.2428,1.2022,1.0769,1.1483,0.2159,26.65,-7.61,0.013983,15.5,-5.29,10.987,6.319,-0.8660254037844386,0.5000000000000001,2008-10-01
Baise,2008,11,106.62,23.9,14.4,26.91,4.09,10.32,11.22,14.24,96.51,2.32,4.99,4.1,50.2,82.84,8.99,4.54,11.42,28.82,5.1,0.95,51.74,2.22,2.78,0.89,0.88,0.88,16.53,1.7369,1.6417,1.7607,1.4658,0.2142,14.06,5.83,0.009893,9.66,-7.99,6.606,3.938,-0.5000000000000004,0.8660254037844384,2008-11-01
Baise,2008,12,106.62,23.9,11.0,21.13,0.8,10.74,7.21,10.59,96.58,2.3,7.31,3.85,50.0,79.1,6.77,0.34,9.11,27.96,3.99,0.7,57.12,1.48,1.97,0.78,0.78,0.8,14.15,-0.5506,1.5255,-0.068,1.4544,0.1168,6.13,11.11,0.006858,6.82,-9.28,4.939,2.91,-2.4492935982947064e-16,1.0,2008-12-01
Baise,2009,1,106.62,23.9,8.83,21.66,-0.31,11.48,4.31,8.75,96.71,2.62,7.09,4.38,65.8,75.56,5.65,0.43,9.5,27.71,4.17,0.77,66.56,1.04,1.78,0.72,0.72,0.75,15.39,-0.7982,0.8776,-0.7162,1.0982,0.1348,6.21,13.75,0.007616,4.69,-10.08,4.298,3.299,0.49999999999999994,0.8660254037844387,2009-01-01
Baise,2009,2,106.62,23.9,18.52,32.97,7.01,12.05,14.4,18.67,95.79,3.13,7.87,5.24,165.2,79.45,10.93,0.13,13.87,31.09,6.17,1.26,48.96,1.38,2.24,0.64,0.65,0.66,18.38,-1.5958,-2.4133,-2.7976,-1.9743,0.1803,18.5,-1.23,0.023341,13.78,-6.55,8.533,3.947,0.8660254037844386,0.5000000000000001,2009-02-01
Baise,2009,3,106.62,23.9,17.07,34.99,3.04,13.18,11.36,17.64,95.91,3.1,10.48,4.85,96.6,72.61,9.25,1.07,12.59,31.79,5.65,1.17,77.46,0.8,1.94,0.59,0.59,0.58,20.24,-0.3467,-1.5964,-0.067,-1.4,0.1679,18.99,-1.01,0.017444,12.55,-8.81,7.991,4.329,1.0,6.123233995736766e-17,2009-03-01
Baise,2009,4,106.62,23.9,22.02,34.16,9.51,12.21,15.95,22.54,95.64,3.16,6.66,5.01,129.1,71.94,12.23,2.95,13.35,33.83,6.21,1.35,81.51,1.36,2.7,0.58,0.58,0.58,23.27,0.2927,-0.635,0.2911,-0.6483,0.1937,28.12,-6.48,0.020497,14.23,-7.24,10.234,6.486,0.8660254037844387,-0.4999999999999998,2009-04-01
Baise,2009,5,106.62,23.9,23.87,33.71,14.2,10.02,19.5,24.26,95.52,2.84,6.74,4.6,130.4,78.93,15.03,6.6,14.16,34.71,6.77,1.57,80.83,3.08,3.75,0.63,0.63,0.66,25.71,0.0263,-0.1437,0.3169,0.2974,0.206,31.68,-12.14,0.023597,16.42,-4.41,12.818,7.932,0.49999999999999994,-0.8660254037844387,2009-05-01
Baise,2009,6,106.62,23.9,26.14,34.24,17.47,8.96,22.4,26.2,94.93,2.06,4.64,3.56,144.0,81.91,18.1,7.35,16.72,35.28,7.98,1.82,81.4,4.57,4.39,0.68,0.68,0.73,26.1,-1.1424,-0.5861,-1.2369,-0.1571,0.2072,35.48,-19.81,0.022541,20.08,-2.83,15.022,8.797,1.2246467991473532e-16,-1.0,2009-06-01
Baise,2009,7,106.62,23.9,26.52,34.87,20.67,8.41,23.45,26.63,94.96,2.24,5.66,3.9,154.3,84.62,19.15,8.82,16.49,35.81,7.96,1.96,80.61,5.83,5.29,0.78,0.78,0.82,26.63,0.8302,-0.1442,0.7708,-0.0439,0.2532,35.36,-20.0,0.026628,20.39,-1.43,15.675,9.254,-0.4999999999999997,-0.8660254037844388,2009-07-01
Baise,2009,8,106.62,23.9,26.79,34.9,18.79,9.43,22.82,26.84,95.21,2.14,4.93,3.8,114.6,80.69,18.4,1.9,18.75,35.03,8.81,2.05,61.15,6.16,5.08,0.72,0.72,0.74,24.83,-2.2659,-1.1452,-1.6262,-1.0757,0.2385,32.85,-17.71,0.011225,20.63,-2.83,13.971,7.644,-0.8660254037844385,-0.5000000000000004,2009-08-01
Baise,2009,9,106.62,23.9,25.89,36.6,16.76,10.28,20.78,26.12,95.5,2.26,5.89,3.99,70.9,75.7,16.24,3.58,15.08,34.65,7.06,1.57,57.84,4.23,4.01,0.63,0.63,0.65,22.39,-0.6522,-0.841,-0.781,-0.9247,0.2305,31.32,-13.83,0.011592,19.14,-3.12,12.915,7.601,-1.0,-1.8369701987210297e-16,2009-09-01
Baise,2009,10,106.62,23.9,22.22,32.35,14.82,11.15,16.58,22.53,95.95,2.32,5.02,4.11,66.3,73.37,12.42,0.8,10.92,33.59,5.02,1.05,68.92,1.83,2.39,0.57,0.58,0.57,17.82,-1.6498,-2.1446,-1.8604,-2.0018,0.2158,27.29,-5.49,0.016898,15.41,-4.15,10.624,7.223,-0.8660254037844386,0.5000000000000001,2009-10-01
Baise,2009,11,106.62,23.9,15.54,32.76,2.2,12.59,7.32,15.81,96.39,2.82,7.5,4.62,60.3,61.89,7.28,0.2,11.79,29.11,5.3,1.01,51.4,0.45,1.16,0.52,0.53,0.49,16.31,-1.6618,-1.6859,-1.1962,-2.0023,0.1898,11.48,8.64,0.010019,9.22,-5.9,6.475,4.33,-0.5000000000000004,0.8660254037844384,2009-11-01
Baise,2009,12,106.62,23.9,12.95,27.99,1.7,11.52,6.45,13.37,96.38,2.67,8.0,4.39,81.5,67.46,6.6,0.13,7.74,29.85,3.47,0.59,79.37,0.1,0.45,0.5,0.51,0.42,13.72,-1.2986,-2.3048,-0.31975,-2.3066,0.0892,14.56,6.44,0.012672,7.14,-9.99,6.498,3.839,-2.4492935982947064e-16,1.0,2009-12-01
Baise,2010,1,106.62,23.9,12.34,28.88,1.87,12.84,6.76,12.77,96.43,2.71,6.49,4.39,87.3,71.83,6.8,1.83,8.79,29.71,3.98,0.76,73.29,0.18,0.73,0.52,0.52,0.47,15.66,0.8221,-0.8689,0.5567,-0.8691,0.0983,10.27,6.0,0.012943,8.51,-8.35,6.837,3.077,0.49999999999999994,0.8660254037844387,2010-01-01
Baise,2010,2,106.62,23.9,15.74,34.33,2.11,14.55,7.94,16.29,95.92,3.4,8.38,5.33,127.3,65.06,7.57,0.11,13.75,29.42,6.1,1.15,58.09,0.19,1.21,0.53,0.53,0.5,18.68,-1.7115,-0.7176,-1.3994,-1.024,0.1505,13.79,2.03,0.015555,11.41,-10.06,6.648,3.137,0.8660254037844386,0.5000000000000001,2010-02-01
Baise,2010,3,106.62,23.9,18.97,35.69,5.0,14.2,9.27,19.73,95.98,3.69,8.18,5.57,128.9,58.18,8.32,0.07,13.65,31.81,6.01,1.14,68.43,0.03,0.5,0.49,0.5,0.36,19.43,-2.6482,-1.2059,-1.9276,-1.3401,0.1372,19.82,-0.88,0.01773,12.97,-8.94,7.718,4.49,1.0,6.123233995736766e-17,2010-03-01
Baise,2010,4,106.62,23.9,21.3,39.62,8.68,13.39,14.14,22.11,95.8,3.28,6.8,4.95,105.0,67.66,10.91,3.29,14.37,33.71,6.69,1.48,81.26,0.32,1.91,0.52,0.52,0.52,23.67,0.5885,-1.1223,0.8959,-0.894,0.1972,27.64,-7.3,0.022711,14.36,-7.33,10.483,6.484,0.8660254037844387,-0.4999999999999998,2010-04-01
Baise,2010,5,106.62,23.9,25.36,36.95,16.27,11.18,20.58,25.81,95.23,2.99,6.95,4.77,140.2,77.42,16.14,7.44,14.39,35.42,6.89,1.53,85.32,2.72,3.79,0.61,0.6,0.64,25.11,0.345,-0.0874,0.4051,0.1251,0.2135,33.7,-18.02,0.032637,18.65,-3.66,14.566,8.27,0.49999999999999994,-0.8660254037844387,2010-05-01
Baise,2010,6,106.62,23.9,24.85,35.15,16.99,7.96,22.01,24.99,95.2,2.44,5.29,4.16,119.5,85.54,17.64,9.65,12.31,35.8,6.05,1.43,93.09,3.77,4.0,0.71,0.7,0.76,25.73,-0.1555,0.1815,0.2776,0.5451,0.2402,36.47,-18.61,0.02887,18.83,-2.72,15.102,9.972,1.2246467991473532e-16,-1.0,2010-06-01
Baise,2010,7,106.62,23.9,26.65,33.75,22.41,7.4,23.97,26.7,95.15,2.64,6.78,4.58,154.0,86.41,19.72,5.88,17.09,35.45,8.2,1.97,89.51,4.99,4.81,0.79,0.78,0.81,26.51,-0.2854,-0.1196,-0.4479,-0.0421,0.2122,36.51,-20.0,0.039255,20.97,-2.19,15.865,9.18,-0.4999999999999997,-0.8660254037844388,2010-07-01
