station,longitude,latitude,year,month,date,月降水量_mm,月PET_mm,SPI_1m,SPI_3m,SPI_6m,SPI_12m,SPEI_1m,SPEI_3m,SPEI_6m,SPEI_12m
Baise,106.62,23.9,2005,1,2005-01,31.62,11.31,0.0777,,,,-0.0162,,,
Baise,106.62,23.9,2005,2,2005-02,17.36,27.07,-0.2548,,,,-0.1885,,,
Baise,106.62,23.9,2005,3,2005-03,52.7,48.98,0.2375,-0.1906,,,0.4715,0.1518,,
Baise,106.62,23.9,2005,4,2005-04,91.5,99.98,0.3819,0.076,,,0.1623,0.3112,,
Baise,106.62,23.9,2005,5,2005-05,253.89,159.14,0.6099,0.5817,,,0.4337,0.5294,,
Baise,106.62,23.9,2005,6,2005-06,514.2,149.41,2.2476,1.658,1.3398,,1.7623,1.3396,1.1958,
Baise,106.62,23.9,2005,7,2005-07,125.55,155.96,-1.1892,0.9876,0.8908,,-1.0842,0.8355,0.8226,
Baise,106.62,23.9,2005,8,2005-08,195.61,142.02,0.0239,0.7302,0.7884,,-0.164,0.6879,0.802,
Baise,106.62,23.9,2005,9,2005-09,82.5,117.47,-1.1889,-1.1278,0.4362,,-1.1041,-1.0013,0.4264,
Baise,106.62,23.9,2005,10,2005-10,37.2,78.14,-1.1354,-0.8899,0.1843,,-1.0074,-0.8006,0.2428,
Baise,106.62,23.9,2005,11,2005-11,25.5,47.92,-0.4705,-1.5785,-0.1127,,-0.5796,-1.5978,-0.0973,
Baise,106.62,23.9,2005,12,2005-12,27.9,14.91,0.4446,-0.9074,-1.3944,0.0576,0.6469,-0.796,-1.1655,0.1511
Baise,106.62,23.9,2006,1,2006-01,3.41,19.7,-1.8333,-1.1417,-1.1099,0.0708,-1.5159,-1.2036,-0.9816,0.1201
Baise,106.62,23.9,2006,2,2006-02,33.32,25.67,0.5096,-0.6896,-1.5566,0.143,0.4709,-0.4464,-1.2756,0.2004
Baise,106.62,23.9,2006,3,2006-03,17.67,60.21,-1.0212,-1.449,-1.6402,-0.0197,-0.8849,-1.115,-1.2769,-0.1305
Baise,106.62,23.9,2006,4,2006-04,86.4,120.39,0.229,-0.3842,-1.2293,-0.0451,-0.5903,-0.6099,-1.4808,-0.1708
Baise,106.62,23.9,2006,5,2006-05,196.23,131.55,-0.0818,-0.4323,-0.5543,-0.3122,0.0984,-0.4254,-0.4629,-0.4258
Baise,106.62,23.9,2006,6,2006-06,306.0,144.19,0.0564,-0.0292,-0.3956,-1.2074,0.3121,0.133,-0.2729,-1.1228
Baise,106.62,23.9,2006,7,2006-07,289.54,156.76,1.0006,0.4198,0.2404,-0.482,0.9854,0.445,0.2316,-0.6295
Baise,106.62,23.9,2006,8,2006-08,251.72,138.08,0.6243,0.7992,0.402,-0.3182,0.5875,0.8138,0.4817,-0.4302
Baise,106.62,23.9,2006,9,2006-09,76.2,100.99,-1.3423,0.378,0.1956,-0.356,-0.8454,0.3725,0.328,-0.3069
Baise,106.62,23.9,2006,10,2006-10,86.18,91.57,0.145,-0.1209,0.1712,-0.1628,-0.1495,-0.0898,0.3731,-0.0357
Baise,106.62,23.9,2006,11,2006-11,41.1,47.18,0.0379,-0.8009,0.2191,-0.0934,0.0405,-0.6793,0.2531,-0.0008
Baise,106.62,23.9,2006,12,2006-12,7.13,18.92,-0.877,-0.2084,0.1758,-0.1716,-0.4557,-0.3946,0.1894,-0.0738
Baise,106.62,23.9,2007,1,2007-01,21.7,12.28,-0.3318,-0.788,-0.3249,0.0042,-0.4556,-0.6647,-0.2842,0.115
Baise,106.62,23.9,2007,2,2007-02,29.68,45.28,0.3618,-0.9135,-0.9731,-0.0154,-0.4482,-1.0104,-0.9258,0.0213
Baise,106.62,23.9,2007,3,2007-03,23.25,65.62,-0.7421,-0.8431,-0.7404,0.0134,-0.8779,-1.0559,-1.033,-0.1101
Baise,106.62,23.9,2007,4,2007-04,71.1,80.42,-0.2694,-0.6625,-1.2335,-0.0603,0.1353,-0.5795,-1.0611,0.0602
Baise,106.62,23.9,2007,5,2007-05,128.96,132.63,-1.0916,-1.4023,-1.418,-0.3661,-0.9846,-1.0085,-1.3859,-0.3671
Baise,106.62,23.9,2007,6,2007-06,251.1,150.06,-0.6821,-1.0931,-1.1815,-0.5881,-0.5227,-0.8391,-1.1528,-0.6228
Baise,106.62,23.9,2007,7,2007-07,212.04,155.03,0.1131,-0.8533,-1.0082,-0.896,-0.0587,-0.8012,-0.9248,-0.8727
Baise,106.62,23.9,2007,8,2007-08,242.73,147.66,0.5345,-0.0659,-0.6761,-1.0485,0.3411,-0.1409,-0.4814,-1.0326
Baise,106.62,23.9,2007,9,2007-09,194.4,97.18,0.7337,0.5698,-0.2704,-0.5257,0.9269,0.5566,0.0087,-0.4957
Baise,106.62,23.9,2007,10,2007-10,24.18,71.86,-1.6801,0.2032,-0.5048,-0.7762,-1.2173,0.2941,-0.1998,-0.5475
Baise,106.62,23.9,2007,11,2007-11,28.5,33.22,-0.3585,-0.3153,-0.2475,-0.8043,0.079,0.1091,-0.0611,-0.5368
Baise,106.62,23.9,2007,12,2007-12,16.43,25.57,-0.1336,-1.3413,-0.0059,-0.7724,-0.2488,-0.9856,0.1397,-0.5195
Baise,106.62,23.9,2008,1,2008-01,33.79,8.07,0.1551,-0.5762,0.0221,-0.7681,0.1999,-0.2038,0.155,-0.4403
Baise,106.62,23.9,2008,2,2008-02,40.31,8.82,0.7661,0.1238,-0.2552,-0.715,1.2117,0.5368,0.1771,-0.215
Baise,106.62,23.9,2008,3,2008-03,57.97,61.0,0.3691,0.4144,-0.8395,-0.5471,0.3133,0.7778,-0.4824,-0.1651
Baise,106.62,23.9,2008,4,2008-04,69.9,101.66,-0.3114,0.1939,-0.3747,-0.5271,-0.5293,0.4765,0.1783,-0.191
Baise,106.62,23.9,2008,5,2008-05,193.13,124.11,-0.1226,-0.201,-0.1275,-0.2336,0.1501,0.054,0.2927,-0.0717
Baise,106.62,23.9,2008,6,2008-06,262.2,138.23,-0.5246,-0.4963,-0.3067,-0.1827,-0.1476,-0.0909,0.1626,-0.0439
Baise,106.62,23.9,2008,7,2008-07,253.27,149.9,0.6077,-0.0809,-0.0471,-0.0346,0.5585,0.0794,0.245,0.0758
Baise,106.62,23.9,2008,8,2008-08,279.62,139.32,0.8903,0.492,0.2556,0.0777,0.9685,0.562,0.5042,0.35
Baise,106.62,23.9,2008,9,2008-09,196.5,116.6,0.7615,1.0288,0.4004,0.055,0.7443,1.0807,0.5982,0.3239
Baise,106.62,23.9,2008,10,2008-10,152.83,82.0,1.2428,1.2022,0.7106,0.5209,1.0769,1.1483,0.8383,0.7615
Baise,106.62,23.9,2008,11,2008-11,136.2,30.52,1.7369,1.6417,1.2125,0.8842,1.7607,1.4658,1.2255,1.0385
Baise,106.62,23.9,2008,12,2008-12,10.54,16.71,-0.5506,1.5255,1.502,0.8759,-0.068,1.4544,1.4417,1.0593
Baise,106.62,23.9,2009,1,2009-01,13.33,10.3,-0.7982,0.8776,1.3279,1.1346,-0.7162,1.0982,1.3484,1.2494
Baise,106.62,23.9,2009,2,2009-02,3.64,52.23,-1.5958,-2.4133,1.0688,0.9739,-2.7976,-1.9743,0.8783,1.0148
Baise,106.62,23.9,2009,3,2009-03,33.17,50.92,-0.3467,-1.5964,0.7167,0.8835,-0.067,-1.4,0.5826,0.9693
Baise,106.62,23.9,2009,4,2009-04,88.5,93.04,0.2927,-0.635,0.1739,0.9111,0.2911,-0.6483,0.4309,1.0222
Baise,106.62,23.9,2009,5,2009-05,204.6,120.84,0.0263,-0.1437,-0.6618,0.8125,0.3169,0.2974,-0.2916,0.9034
Baise,106.62,23.9,2009,6,2009-06,220.5,146.85,-1.1424,-0.5861,-0.9151,0.6518,-1.2369,-0.1571,-0.6573,0.6815
Baise,106.62,23.9,2009,7,2009-07,273.42,155.16,0.8302,-0.1442,-0.3497,0.6718,0.7708,-0.0439,-0.2206,0.6808
Baise,106.62,23.9,2009,8,2009-08,58.9,152.66,-2.2659,-1.1452,-0.947,-0.1733,-1.6262,-1.0757,-0.7138,-0.1858
Baise,106.62,23.9,2009,9,2009-09,107.4,129.39,-0.6522,-0.841,-0.971,-0.5518,-0.781,-0.9247,-0.9051,-0.5084
Baise,106.62,23.9,2009,10,2009-10,24.8,89.0,-1.6498,-2.1446,-1.3091,-1.0848,-1.8604,-2.0018,-1.4832,-1.0323
Baise,106.62,23.9,2009,11,2009-11,6.0,36.32,-1.6618,-1.6859,-1.682,-1.6313,-1.1962,-2.0023,-1.6171,-1.7357
Baise,106.62,23.9,2009,12,2009-12,4.03,24.19,-1.2986,-2.3048,-1.5359,-1.6775,-3.09,-2.3066,-1.4665,-1.9292
Baise,106.62,23.9,2010,1,2010-01,56.73,22.01,0.8221,-0.8689,-2.1038,-1.7069,0.5567,-0.8691,-1.8817,-1.9976
Baise,106.62,23.9,2010,2,2010-02,3.08,36.12,-1.7115,-0.7176,-1.6522,-1.7096,-1.3994,-1.024,-1.6698,-1.9898
Baise,106.62,23.9,2010,3,2010-03,2.17,64.69,-2.6482,-1.2059,-2.5277,-1.9162,-1.9276,-1.3401,-1.8595,-1.7935
Baise,106.62,23.9,2010,4,2010-04,98.7,86.28,0.5885,-1.1223,-1.6621,-1.7616,0.8959,-0.894,-1.5925,-1.7328
Baise,106.62,23.9,2010,5,2010-05,230.64,138.63,0.345,-0.0874,-0.2718,-1.4686,0.4051,0.1251,-0.1667,-1.368
Baise,106.62,23.9,2010,6,2010-06,289.5,130.93,-0.1555,0.1815,-0.1631,-1.1249,0.2776,0.5451,0.0917,-1.0902
Baise,106.62,23.9,2010,7,2010-07,182.28,156.89,-0.2854,-0.1196,-0.4524,-1.4916,-0.4479,-0.0421,-0.2873,-1.3337
Baise,106.62,23.9,2010,8,2010-08,141.36,139.55,-0.6796,-0.6983,-0.5945,-1.2555,-0.7267,-0.5494,-0.3129,-1.2182
Baise,106.62,23.9,2010,9,2010-09,178.2,116.08,0.5129,-0.3825,-0.1784,-0.9128,0.5424,-0.4407,0.0733,-0.8635
Baise,106.62,23.9,2010,10,2010-10,26.35,64.66,-1.5764,-0.6361,-0.5284,-0.8955,-0.9313,-0.4705,-0.1879,-0.643
Baise,106.62,23.9,2010,11,2010-11,20.1,36.8,-0.6984,-0.5571,-0.8402,-0.811,-0.316,-0.224,-0.5349,-0.5716
Baise,106.62,23.9,2010,12,2010-12,58.28,21.37,1.4456,-0.6604,-0.6545,-0.5951,1.1901,-0.3253,-0.4336,-0.3281
Baise,106.62,23.9,2011,1,2011-01,19.84,3.07,-0.4226,-0.1587,-0.589,-0.7972,-0.1586,0.2409,-0.3526,-0.3815
Baise,106.62,23.9,2011,2,2011-02,9.52,25.58,-0.8363,0.0415,-0.4822,-0.7652,-0.4695,0.314,-0.1569,-0.3035
Baise,106.62,23.9,2011,3,2011-03,86.18,30.71,0.965,0.0985,-0.6031,-0.349,1.4681,0.8071,-0.0741,0.1025
Baise,106.62,23.9,2011,4,2011-04,45.6,90.09,-1.2956,-0.3062,-0.4864,-0.5873,-0.868,0.4504,0.4332,-0.0801
Baise,106.62,23.9,2011,5,2011-05,127.41,120.27,-1.1188,-0.9258,-0.7299,-1.0102,-0.7614,-0.1024,0.0986,-0.5442
Baise,106.62,23.9,2011,6,2011-06,264.9,153.96,-0.487,-1.2067,-0.9861,-1.1038,-0.3471,-1.0727,-0.3514,-0.7434
Baise,106.62,23.9,2011,7,2011-07,69.75,159.57,-2.4242,-1.8494,-1.7744,-1.5685,-1.7042,-1.6625,-1.3619,-1.0919
Baise,106.62,23.9,2011,8,2011-08,71.3,150.86,-1.9523,-2.3946,-2.2401,-2.0973,-1.5016,-2.0019,-2.7091,-1.5332
Baise,106.62,23.9,2011,9,2011-09,138.9,121.92,-0.0845,-2.2722,-2.266,-2.2277,-0.0629,-1.7138,-2.926,-1.8414
Baise,106.62,23.9,2011,10,2011-10,164.61,67.12,1.4021,-0.41,-1.5895,-1.5267,1.4129,-0.4081,-1.8385,-1.2238
Baise,106.62,23.9,2011,11,2011-11,48.3,50.31,0.2278,0.6518,-1.2855,-1.3607,0.152,0.6153,-1.2232,-1.0612
Baise,106.62,23.9,2011,12,2011-12,9.92,12.68,-0.6035,0.8285,-1.3345,-1.5939,0.101,0.8416,-1.151,-1.3025
Baise,106.62,23.9,2012,1,2012-01,76.57,7.69,1.2675,0.4931,-0.1633,-1.5314,1.8791,0.634,-0.1529,-1.1257
Baise,106.62,23.9,2012,2,2012-02,9.28,17.73,-0.859,0.2685,0.6161,-1.5326,-0.1358,0.7357,0.6713,-1.1222
Baise,106.62,23.9,2012,3,2012-03,25.42,57.25,-0.6466,0.012,0.5771,-1.9054,-0.4949,0.3855,0.725,-1.4915
Baise,106.62,23.9,2012,4,2012-04,33.6,118.07,-1.9254,-2.1219,-1.0749,-1.8749,-1.8045,-1.899,-0.7809,-1.6996
Baise,106.62,23.9,2012,5,2012-05,239.94,143.81,0.4529,-0.4476,-0.2774,-1.1571,0.448,-0.5244,-0.0465,-1.0824
Baise,106.62,23.9,2012,6,2012-06,339.9,143.21,0.4689,0.1444,0.0963,-0.8039,0.6453,0.2351,0.2729,-0.8194
Baise,106.62,23.9,2012,7,2012-07,225.37,153.04,0.2795,0.4974,-0.0655,-0.1625,0.1386,0.4784,-0.0272,-0.3147
Baise,106.62,23.9,2012,8,2012-08,106.64,146.54,-1.2348,-0.2906,-0.4581,-0.0651,-1.1381,-0.2869,-0.4171,-0.1265
Baise,106.62,23.9,2012,9,2012-09,101.7,99.51,-0.7668,-0.8877,-0.5161,-0.2355,-0.3048,-0.7497,-0.4312,-0.1042
Baise,106.62,23.9,2012,10,2012-10,54.87,83.57,-0.5839,-1.3644,-0.4354,-0.676,-0.6741,-1.1174,-0.2009,-0.4808
Baise,106.62,23.9,2012,11,2012-11,53.7,43.99,0.3581,-0.7209,-0.6056,-0.6327,0.4263,-0.4632,-0.4446,-0.4332
Baise,106.62,23.9,2012,12,2012-12,35.03,20.04,0.7262,-0.0825,-0.8376,-0.5361,0.701,-0.1459,-0.6469,-0.3516
Baise,106.62,23.9,2013,1,2013-01,19.84,13.14,-0.4226,0.0403,-1.1125,-0.8239,-0.5663,0.1503,-0.9058,-0.638
Baise,106.62,23.9,2013,2,2013-02,9.8,38.99,-0.8105,-0.6882,-0.841,-0.8223,-1.1574,-0.7399,-0.6796,-0.7756
Baise,106.62,23.9,2013,3,2013-03,57.97,77.73,0.3691,-0.5127,-0.4739,-0.6653,-0.1236,-0.9179,-0.8184,-0.7686
Baise,106.62,23.9,2013,4,2013-04,58.5,96.72,-0.7376,-0.6145,-0.5584,-0.513,-0.704,-0.9788,-0.6986,-0.477
Baise,106.62,23.9,2013,5,2013-05,159.34,134.7,-0.5995,-0.7203,-0.793,-0.8396,-0.4547,-0.6917,-0.857,-0.8118
Baise,106.62,23.9,2013,6,2013-06,200.7,145.71,-1.4641,-1.3772,-1.3245,-1.4587,-3.09,-2.1225,-1.7655,-1.2694
Baise,106.62,23.9,2013,7,2013-07,155.62,154.5,-0.6817,-1.4181,-1.5021,-1.7262,-0.7319,-1.2937,-1.5813,-1.4349
Baise,106.62,23.9,2013,8,2013-08,256.68,148.05,0.673,-0.6993,-0.8936,-1.1754,0.5197,-0.6762,-0.9014,-1.1659
Baise,106.62,23.9,2013,9,2013-09,107.7,104.67,-0.6463,-0.2558,-1.0454,-1.1217,-0.2903,-0.3038,-0.912,-1.1604
Baise,106.62,23.9,2013,10,2013-10,67.89,66.34,-0.2531,0.0066,-1.0121,-1.051,-0.0129,0.0992,-0.7469,-0.972
Baise,106.62,23.9,2013,11,2013-11,83.4,40.2,0.9527,-0.1929,-0.6587,-0.8967,1.0084,0.1334,-0.4436,-0.7666
Baise,106.62,23.9,2013,12,2013-12,79.67,11.22,1.9611,0.9091,0.171,-0.7186,1.711,1.0144,0.3168,-0.5286
Baise,106.62,23.9,2014,1,2014-01,6.82,17.74,-1.3482,1.0162,0.38,-0.8301,-1.2917,1.0781,0.4554,-0.6265
Baise,106.62,23.9,2014,2,2014-02,21.84,19.71,-0.0037,0.5954,-0.0031,-0.7694,0.2754,0.7762,0.2738,-0.4743
Baise,106.62,23.9,2014,3,2014-03,53.32,54.29,0.2535,-0.6516,0.3807,-0.8043,0.3626,-0.2717,0.5471,-0.4903
Baise,106.62,23.9,2014,4,2014-04,57.3,107.62,-0.7857,-0.4847,0.4002,-0.7709,-1.0155,-0.2501,0.6313,-0.4652
Baise,106.62,23.9,2014,5,2014-05,119.04,148.49,-1.2697,-1.3143,-0.818,-0.8961,-1.7233,-1.4615,-0.6117,-0.7432
Baise,106.62,23.9,2014,6,2014-06,330.3,150.58,0.3549,-0.6404,-0.747,-0.3294,0.491,-0.6802,-0.6519,-0.357
Baise,106.62,23.9,2014,7,2014-07,305.66,155.03,1.165,0.203,0.0124,0.2349,1.2605,0.1063,0.0327,0.1368
Baise,106.62,23.9,2014,8,2014-08,153.76,142.27,-0.5045,0.4596,-0.2122,-0.1958,-0.6263,0.4028,-0.1367,-0.1688
Baise,106.62,23.9,2014,9,2014-09,221.1,121.48,1.0728,0.7534,0.1143,0.2229,0.9513,0.6412,0.1132,0.2784
Baise,106.62,23.9,2014,10,2014-10,72.85,82.68,-0.1387,0.1122,0.1578,0.2334,-0.2411,0.0239,0.2255,0.3311
Baise,106.62,23.9,2014,11,2014-11,94.5,40.42,1.1391,0.9444,0.7857,0.2755,1.1612,0.822,0.7087,0.3356
Baise,106.62,23.9,2014,12,2014-12,11.16,12.77,-0.4999,0.3518,0.7217,0.0281,0.1519,0.373,0.6658,0.1214
Baise,106.62,23.9,2015,1,2015-01,58.28,19.06,0.8602,0.9329,0.4325,0.4027,0.734,0.9755,0.3467,0.4306
Baise,106.62,23.9,2015,2,2015-02,40.32,31.51,0.7664,0.631,0.9697,0.4833,0.5108,0.5023,0.793,0.4687
Baise,106.62,23.9,2015,3,2015-03,20.46,62.09,-0.8747,0.1682,0.2325,0.342,-0.8485,0.0169,0.0273,0.1918
Baise,106.62,23.9,2015,4,2015-04,28.2,105.24,-2.2629,-1.507,-0.2853,0.1918,-1.6426,-1.5015,-0.1477,0.1302
Baise,106.62,23.9,2015,5,2015-05,220.72,160.75,0.2266,-0.7987,-0.4204,0.5262,0.0408,-1.0616,-0.5137,0.2761
Baise,106.62,23.9,2015,6,2015-06,309.3,148.9,0.0978,-0.2488,-0.1845,0.4427,0.2972,-0.2368,-0.2179,0.1497
Baise,106.62,23.9,2015,7,2015-07,244.9,147.31,0.5119,0.3213,-0.1196,0.1835,0.4781,0.2065,-0.2022,-0.101
Baise,106.62,23.9,2015,8,2015-08,230.64,138.44,0.4103,0.4301,-0.0404,0.4658,0.3042,0.4542,0.0141,0.2954
Baise,106.62,23.9,2015,9,2015-09,243.9,113.43,1.342,0.9737,0.4957,0.5004,1.247,1.0563,0.5192,0.4531
Baise,106.62,23.9,2015,10,2015-10,119.97,77.21,0.7521,1.0126,0.8358,0.6548,0.682,1.0049,0.8265,0.6735
Baise,106.62,23.9,2015,11,2015-11,157.8,50.24,2.0024,1.8782,1.3168,0.8625,1.7797,1.5901,1.2504,0.7984
Baise,106.62,23.9,2015,12,2015-12,98.27,17.97,2.3446,2.1145,1.7846,1.1636,1.8762,1.8665,1.6592,1.0365
Baise,106.62,23.9,2016,1,2016-01,43.71,13.48,0.4717,2.5012,1.7985,1.5197,0.3793,2.1572,1.7725,1.2646
Baise,106.62,23.9,2016,2,2016-02,10.73,15.18,-0.7282,1.5833,2.044,1.3931,0.026,1.665,1.8615,1.2418
Baise,106.62,23.9,2016,3,2016-03,22.01,50.14,-0.7995,-0.7945,1.5479,1.4252,-0.3747,-0.1371,1.8729,1.3863
Baise,106.62,23.9,2016,4,2016-04,129.3,104.92,1.3706,0.0847,2.2047,1.7414,1.3879,0.4049,1.8886,1.6118
Baise,106.62,23.9,2016,5,2016-05,202.12,134.85,-0.0054,0.142,0.6482,1.4419,0.1293,0.3147,0.8308,1.6009
Baise,106.62,23.9,2016,6,2016-06,227.4,153.33,-1.035,-0.2444,-0.4444,1.1438,-1.2208,-0.0565,-0.1323,1.2961
Baise,106.62,23.9,2016,7,2016-07,97.34,159.97,-1.7496,-1.3319,-1.1852,0.5687,-1.427,-1.3078,-1.0338,0.4893
Baise,106.62,23.9,2016,8,2016-08,346.27,151.0,1.4625,-0.2967,-0.187,1.0122,1.8963,-0.4228,-0.0906,1.0609
Baise,106.62,23.9,2016,9,2016-09,112.5,114.26,-0.5532,-0.0124,-0.2043,0.4719,-0.3746,-0.1962,-0.1739,0.4976
Baise,106.62,23.9,2016,10,2016-10,101.68,88.92,0.4399,0.818,-0.3491,0.3942,0.1939,0.6642,-0.2646,0.4619
Baise,106.62,23.9,2016,11,2016-11,33.6,43.11,-0.1858,-0.308,-0.418,-0.0586,-0.0623,-0.2781,-0.4637,0.0459
Baise,106.62,23.9,2016,12,2016-12,9.3,28.49,-0.6589,-0.0694,-0.1033,-0.4009,-3.09,-0.2971,-0.2123,-0.3085
Baise,106.62,23.9,2017,1,2017-01,72.85,26.94,1.1901,0.1709,0.7759,-0.2259,0.9953,-0.1003,0.5044,-0.1982
Baise,106.62,23.9,2017,2,2017-02,11.76,28.14,-0.643,0.2178,-0.2198,-0.2229,-0.4842,-0.3034,-0.3989,-0.2564
Baise,106.62,23.9,2017,3,2017-03,102.61,59.47,1.2551,1.3106,0.5561,0.1639,1.257,1.0435,0.0988,-0.0613
Baise,106.62,23.9,2017,4,2017-04,68.7,96.72,-0.3539,0.4483,0.3538,-0.1232,-0.4249,0.506,0.2616,-0.2197
Baise,106.62,23.9,2017,5,2017-05,189.1,125.13,-0.1764,0.2131,0.2366,-0.1981,0.0897,0.443,0.3418,-0.3707
Baise,106.62,23.9,2017,6,2017-06,396.3,143.31,1.0987,0.419,0.7381,0.4641,1.0842,0.6751,0.8198,0.2374
Baise,106.62,23.9,2017,7,2017-07,308.76,152.39,1.1959,0.9904,0.9992,1.144,1.3519,1.075,1.0746,1.1442
Baise,106.62,23.9,2017,8,2017-08,276.83,146.27,0.8645,1.5383,1.2535,0.9583,0.8251,1.6399,1.2927,0.9421
Baise,106.62,23.9,2017,9,2017-09,131.7,128.15,-0.2059,0.9618,0.8724,0.9534,-0.2812,0.8415,0.9319,0.8925
Baise,106.62,23.9,2017,10,2017-10,129.27,73.98,0.8989,0.6843,1.076,1.0268,0.8645,0.5646,1.0522,0.9872
Baise,106.62,23.9,2017,11,2017-11,42.9,40.59,0.0874,0.237,1.2333,1.0427,0.2599,0.2406,1.1423,0.9962
Baise,106.62,23.9,2017,12,2017-12,23.87,15.96,0.2638,0.5487,0.9812,1.1041,0.4976,0.5961,0.8859,1.0809
Baise,106.62,23.9,2018,1,2018-01,48.05,17.07,0.5953,0.1543,0.6531,1.403,0.4092,0.307,0.5411,1.298
Baise,106.62,23.9,2018,2,2018-02,6.16,22.04,-1.2022,-0.2442,0.116,1.3751,-0.461,-0.0096,0.1183,1.3171
Baise,106.62,23.9,2018,3,2018-03,79.67,68.14,0.8403,0.4474,0.5389,1.3034,0.644,0.354,0.4367,1.3024
Baise,106.62,23.9,2018,4,2018-04,69.3,95.74,-0.3326,-0.0416,-0.0398,1.2337,-0.3803,0.0568,0.1996,1.2109
Baise,106.62,23.9,2018,5,2018-05,242.11,138.88,0.4777,0.5149,0.3575,1.2427,0.5199,0.5163,0.4863,1.226
Baise,106.62,23.9,2018,6,2018-06,248.1,144.44,-0.7255,-0.2394,-0.0877,0.703,-0.4739,0.0507,0.1183,0.5933
Baise,106.62,23.9,2018,7,2018-07,306.28,155.43,1.1712,0.4471,0.3604,0.642,1.264,0.4362,0.4127,0.5042
Baise,106.62,23.9,2018,8,2018-08,252.34,149.7,0.6304,0.5616,0.6302,0.5703,0.4398,0.4972,0.6781,0.4984
Baise,106.62,23.9,2018,9,2018-09,203.7,113.64,0.8551,1.2077,0.6754,0.7741,0.8529,1.2301,0.74,0.8228
Baise,106.62,23.9,2018,10,2018-10,100.75,65.04,0.4231,0.7967,0.7726,0.6579,0.5744,0.7933,0.8347,0.7632
Baise,106.62,23.9,2018,11,2018-11,18.0,41.9,-0.799,0.4026,0.5728,0.5652,-0.6627,0.542,0.6045,0.6593
Baise,106.62,23.9,2018,12,2018-12,29.76,19.67,0.5222,-0.0174,0.9695,0.594,0.5639,0.1546,0.9255,0.6828
Baise,106.62,23.9,2019,1,2019-01,58.28,16.2,0.8602,-0.0072,0.7066,0.9145,0.8459,0.0979,0.6739,0.9225
Baise,106.62,23.9,2019,2,2019-02,54.88,32.48,1.2204,1.3832,0.7432,1.1192,0.9463,1.0731,0.7096,1.0646
Baise,106.62,23.9,2019,3,2019-03,111.91,57.64,1.4064,1.8303,0.9226,1.2783,1.4481,1.6527,0.9212,1.2737
Baise,106.62,23.9,2019,4,2019-04,112.5,110.34,0.9583,1.8319,1.4005,1.3803,0.5192,1.5347,1.1283,1.2797
Baise,106.62,23.9,2019,5,2019-05,186.62,130.35,-0.2098,0.7029,1.0041,0.9888,-0.0056,0.7007,0.9262,0.954
Baise,106.62,23.9,2019,6,2019-06,313.2,150.32,0.1464,0.1366,0.7175,1.2042,0.3234,0.3139,0.7341,1.2521
Baise,106.62,23.9,2019,7,2019-07,292.33,154.23,1.0295,0.422,0.9708,1.0812,1.0659,0.4334,0.918,1.13
Baise,106.62,23.9,2019,8,2019-08,153.76,158.14,-0.5045,0.2734,0.5062,0.7806,-0.7899,0.1248,0.5346,0.7419
Baise,106.62,23.9,2019,9,2019-09,80.4,114.59,-1.2391,-0.2112,-0.0975,0.2689,-1.0827,-0.3815,-0.0641,0.2648
Baise,106.62,23.9,2019,10,2019-10,87.11,79.49,0.1636,-0.8392,-0.2314,0.2101,0.101,-0.8617,-0.079,0.264
Baise,106.62,23.9,2019,11,2019-11,45.9,42.3,0.1668,-0.6845,-0.1508,0.3131,0.2904,-0.5294,-0.1677,0.3236
Baise,106.62,23.9,2019,12,2019-12,6.2,23.06,-0.9858,-0.1419,-0.302,0.2329,-1.3563,-0.1661,-0.3179,0.2542
Baise,106.62,23.9,2020,1,2020-01,36.27,29.79,0.2396,-0.3617,-0.8307,0.3204,-0.575,-0.6215,-0.9215,0.2497
Baise,106.62,23.9,2020,2,2020-02,42.63,34.34,0.8448,-0.0323,-0.611,0.2613,0.493,-0.6042,-0.6856,0.2013
Baise,106.62,23.9,2020,3,2020-03,129.89,65.59,1.6781,1.6142,0.7016,0.3516,1.612,1.1325,0.2566,0.1195
Baise,106.62,23.9,2020,4,2020-04,95.7,67.26,0.5037,1.6903,1.0716,0.2557,1.5713,1.7848,1.0202,0.2776
Baise,106.62,23.9,2020,5,2020-05,226.3,157.05,0.2936,1.07,0.8802,0.3447,0.1528,1.0406,0.7769,0.1257
Baise,106.62,23.9,2020,6,2020-06,401.7,154.38,1.1559,0.8641,1.2001,0.6719,1.044,0.9294,1.0527,0.4043
Baise,106.62,23.9,2020,7,2020-07,165.54,161.46,-0.5292,0.4301,0.9232,0.1683,-0.698,0.2222,0.8541,-0.1616
Baise,106.62,23.9,2020,8,2020-08,276.52,144.15,0.8616,0.779,1.0573,0.6249,0.8514,0.6619,1.0464,0.4601
Baise,106.62,23.9,2020,9,2020-09,318.0,112.05,2.1192,1.1956,1.3022,1.3866,1.8682,1.2213,1.2811,1.3163
Baise,106.62,23.9,2020,10,2020-10,190.96,60.37,1.7341,1.9883,1.6151,1.6899,1.7902,2.0865,1.3801,1.4895
Baise,106.62,23.9,2020,11,2020-11,17.1,39.97,-0.8448,1.9063,1.5663,1.5727,-0.604,1.7511,1.4854,1.4215
Baise,106.62,23.9,2020,12,2020-12,3.1,11.95,-1.4746,0.7095,1.247,1.5821,-0.2293,0.8945,1.2347,1.447
