station,longitude,latitude,year,month,date,月降水量_mm,月PET_mm,SPI_1m,SPI_3m,SPI_6m,SPI_12m,SPEI_1m,SPEI_3m,SPEI_6m,SPEI_12m
Liuzhou,109.43,24.33,2025,4,2025-04,76.5,106.21,-1.6133,-1.938,-3.09,-1.0373,-2.0078,-2.6267,-3.09,-1.7778
Liuzhou,109.43,24.33,2025,5,2025-05,427.49,130.54,1.9317,0.1675,-0.6506,-0.2041,1.9244,0.0773,-0.7032,-0.3051
Liuzhou,109.43,24.33,2025,6,2025-06,355.2,159.49,-0.204,0.2638,-0.376,-0.8953,-0.2913,0.1415,-0.3961,-1.0619
Liuzhou,109.43,24.33,2025,7,2025-07,170.5,187.84,-0.0377,0.6549,-0.2176,-0.8908,-0.1354,0.451,-0.3344,-1.0459
Liuzhou,109.43,24.33,2025,8,2025-08,228.16,161.97,1.0031,0.1561,0.1663,-0.6197,1.0146,-0.131,-0.0854,-0.7601
Liuzhou,109.43,24.33,2025,9,2025-09,135.0,139.03,0.5638,0.6652,0.6251,-0.409,0.334,0.4073,0.2305,-0.6107
Liuzhou,109.43,24.33,2025,10,2025-10,43.09,94.2,-0.0105,0.7963,1.1265,-0.5633,-0.2066,0.5744,0.8478,-0.827
Liuzhou,109.43,24.33,2025,11,2025-11,49.5,37.0,-0.1855,-0.0339,0.0323,-0.3291,-0.2094,0.0165,-0.1072,-0.5801
Liuzhou,109.43,24.33,2025,12,2025-12,48.67,29.4,0.4361,-0.2436,0.3125,-0.1514,0.1864,-0.1494,0.181,-0.4309
Nanning,108.37,22.82,2005,1,2005-01,26.97,14.06,-0.2705,,,,-0.2606,,,
Nanning,108.37,22.82,2005,2,2005-02,30.52,29.14,-0.0314,,,,0.0804,,,
Nanning,108.37,22.82,2005,3,2005-03,62.93,55.12,0.1914,-0.3715,,,0.4604,-0.0303,,
Nanning,108.37,22.82,2005,4,2005-04,62.4,118.31,-0.5233,-0.4129,,,-0.7249,-0.1559,,
Nanning,108.37,22.82,2005,5,2005-05,178.25,178.5,0.1135,-0.1362,,,0.1325,-0.1037,,
Nanning,108.37,22.82,2005,6,2005-06,458.7,162.84,2.3729,1.2467,0.8694,,1.8243,1.0348,0.8061,
Nanning,108.37,22.82,2005,7,2005-07,138.57,171.91,-1.0865,0.801,0.5545,,-0.9922,0.7207,0.5758,
Nanning,108.37,22.82,2005,8,2005-08,159.03,163.49,-0.8857,0.4319,0.1991,,-0.8882,0.4613,0.2982,
Nanning,108.37,22.82,2005,9,2005-09,113.7,133.92,-0.3479,-1.5144,0.0515,,-0.5163,-1.2646,0.1294,
Nanning,108.37,22.82,2005,10,2005-10,11.16,99.04,-1.8397,-1.4694,-0.2312,,-1.8807,-1.2963,-0.0649,
Nanning,108.37,22.82,2005,11,2005-11,33.0,59.79,-0.217,-1.2565,-0.3714,,-0.3473,-1.2127,-0.3887,
Nanning,108.37,22.82,2005,12,2005-12,27.59,19.08,0.2913,-1.198,-1.8515,-0.4853,0.4415,-1.1362,-1.6762,-0.4732
Nanning,108.37,22.82,2006,1,2006-01,6.82,24.26,-1.3323,-0.8635,-1.6203,-0.6502,-1.5136,-1.1787,-1.4131,-0.7894
Nanning,108.37,22.82,2006,2,2006-02,56.28,30.57,0.7412,-0.4004,-1.2462,-0.5054,0.6699,-0.3073,-1.1629,-0.7096
Nanning,108.37,22.82,2006,3,2006-03,36.58,62.95,-0.6435,-0.7837,-1.7598,-0.6437,-0.4262,-0.6491,-1.4546,-0.8741
Nanning,108.37,22.82,2006,4,2006-04,54.9,127.53,-0.7867,-0.561,-1.2513,-0.6849,-1.214,-0.6785,-1.6363,-0.9515
Nanning,108.37,22.82,2006,5,2006-05,149.11,148.19,-0.2797,-0.8179,-0.8145,-0.7079,0.1469,-0.7116,-0.7389,-0.7716
Nanning,108.37,22.82,2006,6,2006-06,189.6,163.75,-0.9006,-0.9071,-1.0076,-1.8963,-0.7044,-1.0337,-0.9926,-1.9553
Nanning,108.37,22.82,2006,7,2006-07,386.88,172.23,1.7483,0.4956,0.2199,-0.7148,2.0421,0.6191,0.3544,-0.769
Nanning,108.37,22.82,2006,8,2006-08,233.43,155.16,0.2251,0.7937,0.1523,-0.4448,0.2094,0.818,0.3471,-0.4275
Nanning,108.37,22.82,2006,9,2006-09,35.1,112.31,-2.4375,0.5538,-0.2639,-0.8419,-1.4587,0.6531,0.0676,-0.7623
Nanning,108.37,22.82,2006,10,2006-10,26.66,113.63,-1.0872,-1.3476,-0.4433,-0.7999,-1.8228,-1.1262,-0.0284,-0.7426
Nanning,108.37,22.82,2006,11,2006-11,50.7,62.33,0.2847,-1.9761,-0.3191,-0.7152,0.1162,-1.5651,-0.2715,-0.6777
Nanning,108.37,22.82,2006,12,2006-12,4.34,23.79,-1.2563,-1.0036,-0.0393,-0.8199,-0.8382,-1.2946,-0.0599,-0.8062
Nanning,108.37,22.82,2007,1,2007-01,14.26,15.78,-0.8096,-0.8233,-1.5024,-0.9481,-0.7631,-1.0622,-1.2493,-0.903
Nanning,108.37,22.82,2007,2,2007-02,24.64,55.04,-0.2674,-1.7559,-2.4113,-1.2125,-1.1349,-2.1348,-1.8194,-1.3988
Nanning,108.37,22.82,2007,3,2007-03,55.18,70.27,-0.0243,-0.9049,-1.6922,-1.0198,-0.0864,-1.1746,-1.8133,-1.1827
Nanning,108.37,22.82,2007,4,2007-04,47.4,90.42,-1.0763,-0.9637,-1.539,-1.049,-0.3785,-1.095,-1.9593,-0.9982
Nanning,108.37,22.82,2007,5,2007-05,125.24,156.38,-0.6428,-0.9706,-1.3815,-0.958,-0.3727,-0.5772,-3.09,-0.9431
Nanning,108.37,22.82,2007,6,2007-06,186.9,169.59,-0.9462,-1.211,-1.2887,-0.8754,-1.0005,-1.2883,-1.5014,-0.8687
Nanning,108.37,22.82,2007,7,2007-07,183.83,170.97,-0.3996,-1.126,-1.4243,-1.7787,-0.4703,-1.1379,-2.2605,-1.7455
Nanning,108.37,22.82,2007,8,2007-08,239.01,164.55,0.2982,-0.6535,-0.9948,-1.7861,0.1583,-0.571,-0.9545,-2.3633
Nanning,108.37,22.82,2007,9,2007-09,156.9,114.06,0.3678,-0.0218,-0.8577,-1.3271,0.5517,0.0364,-0.5673,-1.8387
Nanning,108.37,22.82,2007,10,2007-10,27.28,87.12,-1.065,-0.1498,-1.0283,-1.3644,-0.7961,-0.1424,-1.0722,-1.5899
Nanning,108.37,22.82,2007,11,2007-11,17.4,39.77,-0.8535,-0.6905,-1.0557,-1.5236,-0.1905,-0.387,-0.7467,-1.5436
Nanning,108.37,22.82,2007,12,2007-12,21.7,32.51,0.0406,-1.3111,-0.6309,-1.4589,-0.2554,-0.9671,-0.3977,-1.4572
Nanning,108.37,22.82,2008,1,2008-01,59.21,10.24,0.5537,-0.285,-0.2823,-1.5911,0.6734,-0.015,-0.1736,-1.35
Nanning,108.37,22.82,2008,2,2008-02,60.9,9.68,0.8531,0.5834,-0.3386,-1.3933,1.1636,0.8192,-0.0627,-0.8864
Nanning,108.37,22.82,2008,3,2008-03,36.27,66.76,-0.6555,0.2412,-1.0269,-1.4457,-0.5693,0.592,-0.5674,-0.9173
Nanning,108.37,22.82,2008,4,2008-04,60.0,112.39,-0.6051,-0.3892,-0.6836,-1.3278,-0.6279,0.0802,-0.1807,-0.952
Nanning,108.37,22.82,2008,5,2008-05,134.85,151.1,-0.4913,-0.9305,-0.4627,-1.0029,-0.0905,-0.7289,-0.0503,-0.713
Nanning,108.37,22.82,2008,6,2008-06,321.3,154.22,0.9335,0.0572,0.1,-0.3247,1.0453,0.3542,0.4421,-0.0257
Nanning,108.37,22.82,2008,7,2008-07,271.25,161.24,0.6549,0.5069,0.2857,0.0086,0.6871,0.7138,0.6355,0.2694
Nanning,108.37,22.82,2008,8,2008-08,319.92,154.49,1.2501,1.4441,0.6049,0.2761,1.4005,1.4806,0.8248,0.6138
Nanning,108.37,22.82,2008,9,2008-09,231.3,131.23,1.3411,1.6846,1.1261,0.5567,1.545,1.8526,1.2249,0.8349
Nanning,108.37,22.82,2008,10,2008-10,117.8,94.13,0.7018,1.5949,1.4314,0.9067,0.6012,1.7962,1.3542,1.0518
Nanning,108.37,22.82,2008,11,2008-11,91.2,35.41,1.099,1.4518,2.0777,1.1846,1.2409,1.5219,2.0443,1.27
Nanning,108.37,22.82,2008,12,2008-12,17.98,18.96,-0.1428,0.8334,1.6826,1.241,0.1484,0.8351,1.6491,1.3465
Nanning,108.37,22.82,2009,1,2009-01,8.37,12.28,-1.1961,0.0138,1.3064,1.6793,-0.859,0.4409,1.3885,1.767
Nanning,108.37,22.82,2009,2,2009-02,5.88,61.39,-1.5293,-2.2193,0.6565,1.422,-3.09,-2.5701,0.4272,1.405
Nanning,108.37,22.82,2009,3,2009-03,44.33,54.96,-0.364,-1.8237,-0.2743,1.3962,0.0323,-1.6673,-0.2886,1.4639
Nanning,108.37,22.82,2009,4,2009-04,108.0,104.36,0.7371,-0.3706,-0.4208,1.5828,0.7125,-0.4447,-0.1335,1.5475
Nanning,108.37,22.82,2009,5,2009-05,176.7,137.92,0.0937,0.112,-0.5584,1.2814,0.5268,0.5154,-0.1961,1.3836
Nanning,108.37,22.82,2009,6,2009-06,180.0,160.58,-1.0648,-0.3266,-0.8051,0.6711,-0.9163,0.1207,-0.5126,0.7922
Nanning,108.37,22.82,2009,7,2009-07,258.23,173.97,0.5138,-0.2346,-0.3949,0.574,0.3717,0.0695,-0.1377,0.6601
Nanning,108.37,22.82,2009,8,2009-08,101.99,167.75,-2.0156,-1.2307,-0.8125,-0.2751,-1.6825,-1.1026,-0.4871,-0.0807
Nanning,108.37,22.82,2009,9,2009-09,86.7,151.11,-0.8956,-1.1682,-1.0148,-0.9465,-1.2489,-1.1831,-1.1997,-0.89
Nanning,108.37,22.82,2009,10,2009-10,56.73,106.46,-0.2799,-1.9113,-1.3871,-1.2656,-0.5538,-1.7113,-3.09,-1.4372
Nanning,108.37,22.82,2009,11,2009-11,15.0,39.41,-0.9856,-1.2485,-1.8767,-1.636,-0.26,-1.2443,-1.9327,-2.0313
Nanning,108.37,22.82,2009,12,2009-12,8.06,27.34,-0.8216,-1.0396,-1.5,-1.7158,-0.8223,-0.9723,-1.5026,-2.2096
Nanning,108.37,22.82,2010,1,2010-01,120.59,22.44,1.5172,0.3705,-1.2903,-1.4675,1.6036,0.4811,-1.2875,-1.5619
Nanning,108.37,22.82,2010,2,2010-02,3.36,37.49,-1.9158,0.4158,-0.8204,-1.5476,-1.3681,0.1763,-1.0109,-1.5311
Nanning,108.37,22.82,2010,3,2010-03,7.75,62.21,-2.4315,-0.1674,-1.1769,-1.7177,-1.9376,-0.2122,-1.0994,-1.6171
Nanning,108.37,22.82,2010,4,2010-04,119.7,87.75,1.0006,-0.8903,-0.4373,-1.5944,1.2848,-0.3313,-0.0322,-1.6135
Nanning,108.37,22.82,2010,5,2010-05,155.62,152.1,-0.1876,-0.3467,-0.1327,-1.3561,0.1779,0.1535,0.1872,-1.2864
Nanning,108.37,22.82,2010,6,2010-06,261.6,151.86,0.1802,0.2048,0.0781,-0.855,0.566,0.6096,0.3847,-0.7755
Nanning,108.37,22.82,2010,7,2010-07,248.62,173.18,0.4067,0.1114,-0.2461,-0.8794,0.2652,0.3423,0.1683,-0.8218
Nanning,108.37,22.82,2010,8,2010-08,130.51,153.41,-1.4071,-0.4105,-0.509,-0.7932,-1.1289,-0.1571,-0.0289,-0.6641
Nanning,108.37,22.82,2010,9,2010-09,176.7,131.86,0.652,-0.214,-0.0389,-0.4761,0.586,-0.1956,0.4154,-0.1943
Nanning,108.37,22.82,2010,10,2010-10,14.88,73.77,-1.6081,-1.07,-0.6279,-0.6808,-0.7717,-0.804,-0.052,-0.2193
Nanning,108.37,22.82,2010,11,2010-11,11.7,44.19,-1.1957,-0.6703,-0.8321,-0.6908,-0.5961,-0.4492,-0.4334,-0.2952
Nanning,108.37,22.82,2010,12,2010-12,44.64,25.53,0.8585,-1.2089,-0.7619,-0.5177,0.7096,-0.7121,-0.4671,-0.1014
Nanning,108.37,22.82,2011,1,2011-01,14.57,4.63,-0.7928,-0.7897,-1.2572,-1.2765,-0.3554,-0.3362,-0.8156,-0.6362
Nanning,108.37,22.82,2011,2,2011-02,23.24,28.56,-0.3292,-0.5922,-0.866,-1.1888,-0.1155,-0.1794,-0.5539,-0.52
Nanning,108.37,22.82,2011,3,2011-03,96.1,33.51,0.9552,-0.1288,-1.264,-0.542,1.4028,0.5617,-0.407,0.1484
Nanning,108.37,22.82,2011,4,2011-04,53.4,99.03,-0.8423,-0.1196,-0.8434,-0.9572,-0.4468,0.6302,0.0746,-0.1783
Nanning,108.37,22.82,2011,5,2011-05,94.86,133.02,-1.1819,-0.7739,-0.854,-1.0691,-0.5588,0.1358,0.0366,-0.4476
Nanning,108.37,22.82,2011,6,2011-06,247.5,180.35,-0.014,-0.8886,-0.763,-1.0285,0.0814,-0.5837,-0.1335,-0.5251
Nanning,108.37,22.82,2011,7,2011-07,111.6,174.77,-1.5737,-1.4755,-1.3984,-1.6254,-1.3204,-1.6127,-0.987,-1.1065
Nanning,108.37,22.82,2011,8,2011-08,118.42,162.88,-1.6523,-1.7966,-1.7031,-1.7173,-1.4084,-1.8271,-2.5869,-1.3788
Nanning,108.37,22.82,2011,9,2011-09,178.5,138.63,0.6767,-1.5423,-1.6567,-1.8458,0.5008,-1.3301,-3.09,-1.8132
Nanning,108.37,22.82,2011,10,2011-10,211.11,76.21,1.6861,0.5137,-0.7767,-0.9385,1.6689,0.4111,-0.4901,-0.4311
Nanning,108.37,22.82,2011,11,2011-11,19.5,59.03,-0.7485,1.225,-0.5493,-0.8979,-1.0647,1.1338,-0.5615,-0.4994
Nanning,108.37,22.82,2011,12,2011-12,15.5,14.63,-0.2803,1.0074,-0.5733,-1.0398,0.2111,0.9918,-0.4476,-0.5652
Nanning,108.37,22.82,2012,1,2012-01,76.26,9.52,0.8684,-0.08,0.3553,-0.8934,1.0409,0.1593,0.3162,-0.3691
Nanning,108.37,22.82,2012,2,2012-02,19.14,20.14,-0.5269,0.0244,0.9765,-0.9612,0.013,0.507,1.0488,-0.3937
Nanning,108.37,22.82,2012,3,2012-03,39.68,60.78,-0.5272,-0.1086,0.6815,-1.2849,-0.2595,0.2764,0.8742,-0.8797
Nanning,108.37,22.82,2012,4,2012-04,44.4,124.2,-1.2011,-1.4958,-1.2617,-1.3157,-1.4407,-1.6414,-0.9515,-1.09
Nanning,108.37,22.82,2012,5,2012-05,194.06,171.06,0.309,-0.3988,-0.3337,-0.5657,0.3844,-0.426,-0.0617,-0.5941
Nanning,108.37,22.82,2012,6,2012-06,219.3,159.71,-0.426,-0.3805,-0.3642,-0.6265,-0.0264,-0.3672,-0.1517,-0.5242
Nanning,108.37,22.82,2012,7,2012-07,171.74,169.41,-0.5706,-0.4463,-0.9586,-0.3757,-0.5908,-0.3266,-0.9256,-0.3029
Nanning,108.37,22.82,2012,8,2012-08,214.83,162.33,-0.0272,-0.6844,-0.7291,-0.0342,-0.1358,-0.4981,-0.7525,0.1017
Nanning,108.37,22.82,2012,9,2012-09,71.1,114.79,-1.2685,-1.0674,-0.9929,-0.5087,-0.9069,-0.7949,-1.2307,-0.2116
Nanning,108.37,22.82,2012,10,2012-10,107.57,102.3,0.5663,-0.403,-0.6811,-0.9966,0.3691,-0.4535,-0.4615,-0.8732
Nanning,108.37,22.82,2012,11,2012-11,63.6,50.19,0.5796,-0.2353,-0.8043,-0.7895,0.6318,-0.2625,-0.5946,-0.5937
Nanning,108.37,22.82,2012,12,2012-12,40.3,22.08,0.7299,0.6851,-0.4762,-0.6724,0.6889,0.4509,-0.3356,-0.4837
Nanning,108.37,22.82,2013,1,2013-01,21.08,15.1,-0.4904,0.1203,-0.3032,-1.1586,-0.4881,0.2827,-0.2964,-1.001
Nanning,108.37,22.82,2013,2,2013-02,23.52,40.03,-0.3167,-0.5339,-0.4804,-1.1771,-0.4957,-0.484,-0.5176,-1.2109
Nanning,108.37,22.82,2013,3,2013-03,60.76,83.25,0.1329,-0.6654,0.059,-0.9701,-0.3018,-0.9097,-0.3284,-1.1059
Nanning,108.37,22.82,2013,4,2013-04,124.5,100.68,1.1039,0.4473,0.2652,-0.4506,1.1261,0.3078,0.2142,-0.4083
Nanning,108.37,22.82,2013,5,2013-05,152.83,149.05,-0.2268,0.1973,-0.0734,-0.587,0.181,0.3355,0.1052,-0.5149
Nanning,108.37,22.82,2013,6,2013-06,179.7,161.33,-1.07,-0.3862,-0.5526,-0.6956,-0.9571,0.0063,-0.3655,-0.585
Nanning,108.37,22.82,2013,7,2013-07,253.58,166.59,0.4623,-0.4391,-0.2571,-0.3527,0.4048,-0.1506,-0.0503,-0.2872
Nanning,108.37,22.82,2013,8,2013-08,275.28,159.44,0.7475,0.0951,0.133,-0.1502,0.7184,0.2322,0.3716,-0.0051
Nanning,108.37,22.82,2013,9,2013-09,146.4,120.51,0.2073,0.6974,0.1595,0.1209,0.262,0.7483,0.5493,0.2802
Nanning,108.37,22.82,2013,10,2013-10,31.62,74.67,-0.9195,0.0951,-0.3403,-0.1994,-0.4123,0.1656,0.2553,0.111
Nanning,108.37,22.82,2013,11,2013-11,153.6,44.38,1.9839,0.6082,0.4,0.1782,1.8113,0.7564,0.651,0.4187
Nanning,108.37,22.82,2013,12,2013-12,77.5,11.06,1.6421,1.1516,1.1125,0.3682,1.565,1.3003,1.2421,0.618
Nanning,108.37,22.82,2014,1,2014-01,3.72,18.63,-1.7021,1.3561,0.7649,0.602,-1.372,1.416,0.9079,0.7927
Nanning,108.37,22.82,2014,2,2014-02,20.72,20.87,-0.4475,-0.1569,0.3776,0.6037,0.0375,0.2805,0.6058,0.9308
Nanning,108.37,22.82,2014,3,2014-03,50.84,58.05,-0.1542,-1.3532,0.2723,0.5179,0.1188,-0.7198,0.6064,0.9506
Nanning,108.37,22.82,2014,4,2014-04,78.0,114.45,-0.038,-0.5276,0.8017,0.2149,-0.211,-0.1077,0.9928,0.6665
Nanning,108.37,22.82,2014,5,2014-05,78.74,166.68,-1.5192,-1.2251,-1.0105,-0.2269,-3.09,-1.543,-0.7244,0.0221
Nanning,108.37,22.82,2014,6,2014-06,242.4,171.15,-0.0861,-0.8595,-1.1393,0.0565,0.1363,-1.1931,-1.1172,0.2625
Nanning,108.37,22.82,2014,7,2014-07,275.9,172.7,0.7042,-0.3607,-0.5666,0.1171,0.603,-0.3145,-0.3951,0.2684
Nanning,108.37,22.82,2014,8,2014-08,163.68,157.96,-0.807,-0.099,-0.698,-0.3488,-0.7548,-0.0355,-0.65,-0.0686
Nanning,108.37,22.82,2014,9,2014-09,255.9,135.48,1.6173,0.8409,-0.0294,0.055,1.9042,0.7529,0.1011,0.3087
Nanning,108.37,22.82,2014,10,2014-10,72.85,94.2,0.0301,0.3976,-0.0697,0.216,-0.0206,0.2124,0.1731,0.3889
Nanning,108.37,22.82,2014,11,2014-11,79.2,47.42,0.8877,1.2163,0.6874,-0.0839,0.9219,1.0954,0.6397,0.0735
Nanning,108.37,22.82,2014,12,2014-12,34.41,14.53,0.5401,0.4303,0.8091,-0.2459,0.7273,0.3873,0.7681,-0.0831
Nanning,108.37,22.82,2015,1,2015-01,49.6,21.39,0.3493,0.6104,0.5751,0.1116,0.1763,0.7452,0.4689,0.1473
Nanning,108.37,22.82,2015,2,2015-02,26.04,37.6,-0.2079,0.0076,0.9633,0.1457,-0.3177,0.0423,0.7848,0.0713
Nanning,108.37,22.82,2015,3,2015-03,37.2,69.83,-0.6197,-0.5161,-0.125,0.0592,-0.649,-0.6137,-0.2368,-0.1136
Nanning,108.37,22.82,2015,4,2015-04,32.7,114.33,-1.7544,-1.6742,-0.635,-0.2301,-1.5006,-3.09,-0.5459,-0.2637
Nanning,108.37,22.82,2015,5,2015-05,157.17,175.62,-0.1661,-0.9797,-0.7634,0.1141,-0.1261,-1.5935,-0.9653,-0.0511
Nanning,108.37,22.82,2015,6,2015-06,167.4,175.24,-1.2897,-1.2319,-1.1699,-0.1869,-3.09,-3.09,-1.8946,-0.2875
Nanning,108.37,22.82,2015,7,2015-07,278.38,171.91,0.7302,-0.3188,-0.8858,-0.1902,0.6433,-0.363,-1.2809,-0.3118
Nanning,108.37,22.82,2015,8,2015-08,220.72,158.11,0.0542,-0.2144,-0.6756,-0.0055,-0.0006,-0.1642,-0.8251,-0.054
Nanning,108.37,22.82,2015,9,2015-09,186.6,128.43,0.7863,0.7718,-0.2955,-0.3153,0.8155,0.7376,-0.2287,-0.3074
Nanning,108.37,22.82,2015,10,2015-10,74.09,88.71,0.0519,0.314,-0.0969,-0.3257,0.0854,0.223,0.1473,-0.2604
Nanning,108.37,22.82,2015,11,2015-11,148.5,57.68,1.9211,1.2256,0.606,-0.0283,1.6308,1.1262,0.5617,-0.0502
Nanning,108.37,22.82,2015,12,2015-12,118.42,19.12,2.3687,1.7627,1.5696,0.3535,2.0042,1.6451,1.4268,0.2869
Nanning,108.37,22.82,2016,1,2016-01,122.45,15.24,1.5409,2.5738,1.7356,1.1088,1.7505,2.2554,1.7721,0.8143
Nanning,108.37,22.82,2016,2,2016-02,15.08,15.05,-0.7551,2.1402,1.8503,1.0821,0.0425,2.1068,2.2004,0.9292
Nanning,108.37,22.82,2016,3,2016-03,38.75,51.13,-0.5614,0.5404,1.8004,1.0384,-0.0134,0.8866,2.0099,0.9754
Nanning,108.37,22.82,2016,4,2016-04,122.7,115.6,1.0654,-0.0565,2.4137,1.4677,0.7854,0.4329,2.066,1.3178
Nanning,108.37,22.82,2016,5,2016-05,191.89,143.93,0.2828,0.3375,1.1518,1.1694,0.6022,0.5836,1.1899,1.2088
Nanning,108.37,22.82,2016,6,2016-06,294.6,166.53,0.6091,0.6909,0.6989,1.5163,0.7343,0.7919,0.8634,1.4922
Nanning,108.37,22.82,2016,7,2016-07,144.15,170.83,-0.9942,-0.1259,-0.1804,0.9844,-0.918,0.1123,0.2324,1.062
Nanning,108.37,22.82,2016,8,2016-08,343.17,162.63,1.494,0.6068,0.5654,1.3542,1.6107,0.6044,0.7583,1.3645
Nanning,108.37,22.82,2016,9,2016-09,102.6,126.81,-0.5609,0.0584,0.4844,1.1256,-0.5829,0.0328,0.6967,1.1983
Nanning,108.37,22.82,2016,10,2016-10,120.9,100.57,0.7414,0.9305,0.4863,1.3139,0.5608,0.7869,0.7276,1.262
Nanning,108.37,22.82,2016,11,2016-11,52.8,46.31,0.3359,0.1071,0.5052,0.9708,0.5069,-0.0227,0.505,1.0575
Nanning,108.37,22.82,2016,12,2016-12,9.3,31.98,-0.7112,0.3934,0.1801,0.6045,-1.2606,0.1281,0.1337,0.7389
Nanning,108.37,22.82,2017,1,2017-01,78.74,30.21,0.9102,0.3342,0.8754,0.7894,0.6639,0.2156,0.6111,0.7912
Nanning,108.37,22.82,2017,2,2017-02,14.56,31.02,-0.7874,-0.1432,-0.043,0.8126,-0.494,-0.4501,-0.322,0.7539
Nanning,108.37,22.82,2017,3,2017-03,136.71,66.29,1.6849,1.2508,0.9639,1.3294,1.514,0.9721,0.5737,1.1332
Nanning,108.37,22.82,2017,4,2017-04,33.6,101.56,-1.7072,0.0793,0.175,0.7789,-1.0723,0.3229,0.1747,0.7555
Nanning,108.37,22.82,2017,5,2017-05,233.74,140.69,0.7572,0.7767,0.5135,0.6923,0.9192,0.8824,0.6105,0.6324
Nanning,108.37,22.82,2017,6,2017-06,206.4,163.45,-0.6264,-0.2571,0.2719,0.3082,-0.3063,0.1629,0.4522,0.326
Nanning,108.37,22.82,2017,7,2017-07,318.06,169.24,1.1282,0.6966,0.6204,0.8911,1.1752,0.8262,0.8084,0.8511
Nanning,108.37,22.82,2017,8,2017-08,301.32,161.23,1.0466,0.8977,1.003,0.7112,1.0504,0.8919,1.1005,0.7519
Nanning,108.37,22.82,2017,9,2017-09,114.3,146.29,-0.3368,1.1046,0.524,0.7776,-0.7125,0.9563,0.7416,0.7788
Nanning,108.37,22.82,2017,10,2017-10,153.45,83.8,1.1219,0.9469,1.1139,0.9108,1.0962,0.796,1.1353,0.9099
Nanning,108.37,22.82,2017,11,2017-11,60.0,44.82,0.5016,0.575,1.0424,0.9435,0.662,0.4143,1.0003,0.9319
Nanning,108.37,22.82,2017,12,2017-12,47.43,18.4,0.937,1.1359,1.4071,1.1514,0.9247,1.1432,1.2847,1.1256
Nanning,108.37,22.82,2018,1,2018-01,47.43,19.2,0.2996,0.5104,0.9674,1.6565,0.1769,0.6716,0.8533,1.5611
Nanning,108.37,22.82,2018,2,2018-02,11.48,22.95,-0.9985,-0.0666,0.3815,1.699,-0.3144,0.193,0.2794,1.7138
Nanning,108.37,22.82,2018,3,2018-03,74.4,72.22,0.4803,-0.1393,0.7987,1.271,0.3386,-0.0753,0.8033,1.3353
Nanning,108.37,22.82,2018,4,2018-04,67.5,102.9,-0.3564,-0.4575,-0.0259,1.3897,-0.1845,-0.1221,0.2642,1.3643
Nanning,108.37,22.82,2018,5,2018-05,180.42,159.97,0.141,0.0479,-0.0312,0.7626,0.3597,0.2027,0.2313,0.7394
Nanning,108.37,22.82,2018,6,2018-06,248.7,169.44,0.0028,-0.0853,-0.1432,0.8606,0.2373,0.1377,0.0453,0.8183
Nanning,108.37,22.82,2018,7,2018-07,318.37,172.55,1.1312,0.6312,0.3804,0.8024,1.137,0.6396,0.5097,0.7598
Nanning,108.37,22.82,2018,8,2018-08,226.61,165.61,0.1342,0.6859,0.4734,0.5044,-0.0222,0.629,0.5656,0.5475
Nanning,108.37,22.82,2018,9,2018-09,155.1,129.19,0.3408,0.8731,0.4729,0.6677,0.2624,0.7778,0.6373,0.7737
Nanning,108.37,22.82,2018,10,2018-10,86.8,74.4,0.2625,0.2146,0.5792,0.4168,0.462,0.1705,0.7903,0.5958
Nanning,108.37,22.82,2018,11,2018-11,31.8,50.46,-0.2572,0.0819,0.5582,0.3105,-0.0748,0.1255,0.6131,0.4618
Nanning,108.37,22.82,2018,12,2018-12,38.75,24.14,0.6818,0.1035,0.6723,0.3144,0.6016,0.1707,0.6782,0.4493
Nanning,108.37,22.82,2019,1,2019-01,45.26,18.03,0.2483,-0.0118,0.1355,0.615,0.1506,0.0922,0.1088,0.6449
Nanning,108.37,22.82,2019,2,2019-02,67.48,38.57,1.0035,0.7417,0.3156,0.9768,0.7373,0.5661,0.2207,0.899
Nanning,108.37,22.82,2019,3,2019-03,117.8,63.19,1.3652,1.2572,0.7422,1.1757,1.2848,1.0628,0.6832,1.116
Nanning,108.37,22.82,2019,4,2019-04,97.2,118.92,0.4767,1.4312,0.9409,1.2767,0.1468,1.131,0.7525,1.1226
Nanning,108.37,22.82,2019,5,2019-05,152.52,145.47,-0.2311,0.4643,0.5946,0.7795,0.2186,0.5667,0.6376,0.7346
Nanning,108.37,22.82,2019,6,2019-06,282.3,171.62,0.4532,0.1703,0.5823,0.8443,0.5751,0.3397,0.5996,0.7987
Nanning,108.37,22.82,2019,7,2019-07,268.46,172.39,0.625,0.3547,0.856,0.6108,0.5156,0.4781,0.8274,0.5888
Nanning,108.37,22.82,2019,8,2019-08,262.57,173.48,0.5948,0.8162,0.7792,0.7018,0.3553,0.6861,0.7981,0.7128
Nanning,108.37,22.82,2019,9,2019-09,66.9,130.07,-1.3787,0.1209,0.1479,0.3902,-1.2285,-0.0217,0.3057,0.4822
Nanning,108.37,22.82,2019,10,2019-10,61.69,90.72,-0.1787,-0.4235,-0.0433,0.2918,-0.1495,-0.5733,0.2691,0.3462
Nanning,108.37,22.82,2019,11,2019-11,19.2,50.94,-0.763,-1.402,-0.0761,0.2467,-0.5592,-1.1183,-0.1042,0.2663
Nanning,108.37,22.82,2019,12,2019-12,4.65,28.94,-1.2109,-0.933,-0.3817,0.1413,-1.6858,-0.8677,-0.399,0.155
