station,longitude,latitude,year,month,date,气温_2m_℃,最高气温_℃,最低气温_℃,气温日较差_℃,露点温度_℃,地表温度_℃,气压_kPa,风速_10m_ms,最大风速_10m_ms,风向_10m_度,风速_50m_ms,相对湿度_%,比湿_gkg,降水量_mm_day,短波辐射_全天空_kWhm2day,长波辐射_全天空_kWhm2day,光合有效辐射_kWhm2day,UVA辐射_kWhm2day,UVB辐射_kWhm2day,紫外线指数,短波辐射_晴空_kWhm2day,长波辐射_晴空_kWhm2day,总云量_%,蒸散发_mm_day,陆地蒸发_mm_day,根区土壤湿度_01,剖面土壤湿度_01,表层土壤湿度_01,高温指数_℃,风寒指数_℃
Fangchenggang,108.35,21.69,2009,3,2009-03,19.43,26.42,11.51,4.68,16.5,20.53,100.62,4.95,15.41,48.7,6.1,84.09,12.13,1.24,9.59,34.4,4.62,0.58,0.02,0.97,19.34,31.57,86.62,0.98,1.75,0.57,0.59,0.57,,
Fangchenggang,108.35,21.69,2009,4,2009-04,23.37,30.91,16.47,4.34,20.41,23.79,100.31,4.5,10.99,104.1,5.69,84.31,15.19,2.46,12.84,35.79,6.25,0.82,0.02,1.32,22.85,33.61,80.35,2.07,2.77,0.57,0.58,0.57,23.96,
Fangchenggang,108.35,21.69,2009,5,2009-05,25.89,30.39,21.19,3.55,22.84,26.66,100.15,4.65,10.53,116.3,5.55,83.71,17.57,3.71,15.94,36.43,7.81,1.07,0.03,1.77,25.61,34.95,71.37,2.77,3.21,0.57,0.58,0.57,26.72,
Fangchenggang,108.35,21.69,2009,6,2009-06,28.31,31.35,24.57,2.62,25.7,28.55,99.54,4.21,9.55,185.9,5.13,86.05,20.95,4.52,18.3,37.4,8.92,1.2,0.03,2.02,25.74,36.56,77.85,2.59,2.77,0.61,0.61,0.62,33.98,
Fangchenggang,108.35,21.69,2009,7,2009-07,28.75,32.11,26.76,2.45,25.86,29.09,99.57,4.73,9.26,174.3,5.74,84.55,21.1,7.25,17.89,37.66,8.81,1.2,0.04,2.11,26.07,36.8,70.96,4.68,4.69,0.7,0.7,0.73,35.0,
Fangchenggang,108.35,21.69,2009,8,2009-08,28.98,32.62,25.35,3.12,25.41,29.34,99.74,3.45,15.82,181.4,4.26,81.44,20.52,3.23,18.5,37.49,8.98,1.21,0.04,2.12,24.68,36.76,64.52,4.13,3.85,0.68,0.69,0.7,35.0,
Fangchenggang,108.35,21.69,2009,9,2009-09,28.66,32.77,23.75,3.62,24.62,29.34,99.99,4.56,12.98,54.7,5.49,79.18,19.55,5.0,17.33,37.25,8.32,1.1,0.03,1.83,22.4,36.4,59.54,3.99,4.18,0.67,0.67,0.69,33.65,
Fangchenggang,108.35,21.69,2009,10,2009-10,25.75,31.4,21.45,4.54,21.19,26.32,100.48,4.86,15.72,49.2,5.81,76.95,15.82,3.11,14.4,35.46,6.69,0.84,0.02,1.32,18.23,34.34,50.36,3.39,3.67,0.65,0.66,0.65,26.39,
Fangchenggang,108.35,21.69,2009,11,2009-11,19.61,27.98,9.21,5.98,14.14,21.76,101.05,6.02,13.71,36.5,7.13,72.57,10.74,0.56,12.98,32.4,6.02,0.77,0.02,1.17,17.02,30.24,54.84,1.03,2.21,0.58,0.6,0.57,,
Fangchenggang,108.35,21.69,2009,12,2009-12,17.32,23.58,9.96,5.03,13.57,18.82,101.1,4.92,13.92,55.8,5.88,79.86,10.07,0.28,8.33,32.48,3.91,0.5,0.01,0.69,14.35,29.43,74.93,0.23,1.03,0.54,0.56,0.52,,
Fangchenggang,108.35,21.69,2010,1,2010-01,16.15,23.22,9.28,5.02,13.27,17.57,101.18,5.05,11.49,42.4,6.07,83.91,9.79,3.32,6.33,33.11,3.15,0.44,0.01,0.69,15.91,29.64,88.75,0.37,1.23,0.57,0.57,0.57,,
Fangchenggang,108.35,21.69,2010,2,2010-02,18.3,27.6,7.94,5.57,15.24,19.73,100.7,4.85,12.98,71.8,6.14,83.57,11.43,0.16,10.35,32.88,4.95,0.65,0.02,1.03,18.55,30.13,69.6,0.61,1.57,0.58,0.59,0.56,,
Fangchenggang,108.35,21.69,2010,3,2010-03,19.7,26.9,9.64,5.48,16.02,20.75,100.75,4.92,15.67,77.6,6.24,80.77,11.93,0.15,12.01,33.16,5.49,0.65,0.02,1.02,18.55,30.85,64.46,0.19,1.24,0.53,0.54,0.5,,
Fangchenggang,108.35,21.69,2010,4,2010-04,22.12,27.62,13.32,4.72,19.39,22.76,100.48,4.66,13.02,76.0,5.92,85.21,14.32,2.87,11.39,35.6,5.6,0.73,0.02,1.19,22.14,33.43,80.87,0.78,1.96,0.54,0.54,0.53,22.61,
Fangchenggang,108.35,21.69,2010,5,2010-05,26.85,32.07,21.42,3.96,24.11,27.43,99.88,4.24,12.27,164.6,5.23,85.54,19.05,1.69,16.23,37.15,7.94,1.07,0.03,1.73,24.82,35.97,72.4,1.16,2.22,0.54,0.54,0.52,29.9,
Fangchenggang,108.35,21.69,2010,6,2010-06,28.29,31.46,23.07,2.81,25.61,28.68,99.8,4.97,10.8,186.8,6.05,85.7,20.86,5.2,15.1,37.51,7.5,1.02,0.03,1.72,25.12,36.6,88.05,1.83,2.5,0.58,0.57,0.59,33.86,
Fangchenggang,108.35,21.69,2010,7,2010-07,29.2,32.84,27.05,2.58,26.18,29.39,99.79,5.35,14.18,173.2,6.58,84.02,21.47,5.96,20.32,37.66,9.9,1.35,0.04,2.34,26.27,36.98,74.43,2.93,3.38,0.62,0.62,0.64,36.26,
Fangchenggang,108.35,21.69,2010,8,2010-08,28.33,31.67,24.38,2.2,25.38,28.87,99.96,4.12,10.1,126.6,5.0,84.13,20.43,7.81,17.9,37.47,8.8,1.21,0.04,2.09,25.03,36.65,73.85,3.06,3.66,0.74,0.73,0.77,33.68,
Fangchenggang,108.35,21.69,2010,9,2010-09,27.89,31.82,23.91,3.08,24.61,28.46,100.09,3.56,7.36,153.6,4.29,82.68,19.5,7.15,16.43,36.98,7.93,1.05,0.03,1.73,22.48,36.13,66.68,4.07,4.12,0.77,0.78,0.79,32.23,
Fangchenggang,108.35,21.69,2010,10,2010-10,23.67,29.98,14.71,4.53,19.74,24.97,100.56,6.83,11.93,31.6,8.18,79.28,14.82,1.03,14.91,34.45,7.03,0.91,0.02,1.41,19.34,33.32,58.38,4.01,4.24,0.74,0.76,0.75,24.16,
Fangchenggang,108.35,21.69,2010,11,2010-11,20.13,25.14,15.16,6.1,15.39,20.8,100.96,5.1,10.25,35.5,6.23,75.2,10.95,0.09,13.25,32.17,5.98,0.73,0.02,1.05,15.7,30.32,51.2,2.64,2.61,0.62,0.65,0.62,20.16,
Fangchenggang,108.35,21.69,2010,12,2010-12,17.44,24.64,5.33,5.66,12.63,18.63,100.86,5.07,15.52,41.7,6.12,74.94,9.55,0.71,10.25,31.58,4.74,0.6,0.01,0.86,14.9,29.18,59.69,1.16,1.68,0.57,0.59,0.56,,
Fangchenggang,108.35,21.69,2011,1,2011-01,11.56,18.26,5.66,5.87,6.22,14.89,101.46,7.28,13.05,27.0,8.36,71.34,5.97,0.14,6.42,31.01,3.12,0.42,0.01,0.63,15.71,26.32,90.88,0.29,1.09,0.55,0.56,0.53,,
Fangchenggang,108.35,21.69,2011,2,2011-02,16.05,23.07,8.64,5.39,12.85,17.03,100.85,4.02,10.69,54.3,4.91,82.23,9.48,0.7,8.49,32.93,4.13,0.55,0.01,0.9,18.28,29.05,85.06,0.3,1.13,0.53,0.54,0.51,,
Fangchenggang,108.35,21.69,2011,3,2011-03,16.66,24.57,8.63,5.42,12.71,18.31,101.1,5.65,15.54,36.2,6.67,78.53,9.32,2.56,7.71,33.26,3.87,0.53,0.01,0.86,20.72,29.48,94.68,0.59,1.61,0.55,0.55,0.55,,
Fangchenggang,108.35,21.69,2011,4,2011-04,22.19,28.32,15.64,4.75,18.82,22.44,100.54,3.45,8.72,130.8,4.53,82.07,13.68,0.94,14.57,34.59,6.9,0.88,0.02,1.44,22.6,32.6,69.55,0.53,1.65,0.52,0.54,0.49,22.61,
Fangchenggang,108.35,21.69,2011,5,2011-05,25.46,30.28,19.3,5.01,21.6,26.1,100.07,4.47,11.16,117.5,5.52,80.27,16.41,3.54,17.91,35.68,8.54,1.13,0.03,1.88,25.36,34.46,65.69,2.22,3.03,0.56,0.57,0.56,26.16,
Fangchenggang,108.35,21.69,2011,6,2011-06,28.45,33.28,25.12,2.83,25.71,28.8,99.55,4.74,15.38,178.4,5.77,85.49,20.94,8.62,17.11,37.31,8.39,1.14,0.03,1.93,25.72,36.57,78.52,1.96,2.85,0.59,0.59,0.61,34.29,
Fangchenggang,108.35,21.69,2011,7,2011-07,28.77,32.15,26.44,2.71,25.64,29.16,99.58,4.33,13.77,180.8,5.25,83.4,20.83,6.41,19.04,37.57,9.17,1.21,0.04,2.12,24.81,36.78,61.24,4.73,4.67,0.73,0.73,0.76,34.81,
Fangchenggang,108.35,21.69,2011,8,2011-08,28.5,33.37,25.08,2.95,24.83,29.13,99.83,3.14,7.93,155.8,3.77,80.9,19.8,4.3,19.15,37.35,9.24,1.23,0.04,2.15,24.79,36.55,61.01,4.77,4.49,0.73,0.74,0.75,33.55,
Fangchenggang,108.35,21.69,2011,9,2011-09,27.51,32.69,20.76,3.75,23.61,28.31,99.94,5.37,23.01,61.0,6.49,79.71,18.52,5.72,16.82,36.9,8.02,1.05,0.03,1.71,21.94,35.96,62.49,4.59,4.66,0.68,0.69,0.7,30.87,
Fangchenggang,108.35,21.69,2011,10,2011-10,23.66,29.11,18.46,4.34,20.5,24.51,100.63,5.38,13.87,37.8,6.47,82.95,15.18,4.29,14.44,34.88,6.87,0.9,0.02,1.39,19.39,33.6,57.91,4.03,4.16,0.73,0.74,0.75,24.25,
Fangchenggang,108.35,21.69,2011,11,2011-11,22.38,27.45,16.33,5.18,18.67,23.0,100.81,4.43,12.24,43.1,5.41,80.12,13.54,0.87,13.15,33.58,6.11,0.77,0.02,1.11,16.68,32.07,50.11,3.01,2.94,0.63,0.65,0.64,22.77,
Fangchenggang,108.35,21.69,2011,12,2011-12,15.14,22.06,8.75,6.11,8.82,16.86,101.42,6.76,12.75,29.4,8.06,67.42,7.22,0.47,10.36,30.37,4.66,0.57,0.01,0.79,14.27,27.56,65.14,0.95,1.76,0.58,0.6,0.57,,
Fangchenggang,108.35,21.69,2012,1,2012-01,13.29,20.78,5.5,5.19,9.94,15.11,101.19,5.73,12.5,32.1,6.71,80.98,7.77,1.46,5.12,32.54,2.62,0.37,0.01,0.62,15.79,28.31,95.47,0.42,1.24,0.58,0.58,0.57,,
Fangchenggang,108.35,21.69,2012,2,2012-02,15.17,23.84,7.93,5.7,11.91,16.43,100.86,5.22,12.08,38.6,6.24,81.79,8.93,0.69,6.69,33.54,3.37,0.46,0.01,0.75,18.14,29.16,95.35,0.41,1.32,0.57,0.57,0.55,,
Fangchenggang,108.35,21.69,2012,3,2012-03,19.23,24.92,10.73,4.83,16.17,19.76,100.67,4.52,14.9,67.4,5.79,83.58,11.78,1.0,9.53,34.52,4.59,0.57,0.02,0.95,19.32,31.59,87.32,0.44,1.51,0.55,0.56,0.53,,
Fangchenggang,108.35,21.69,2012,4,2012-04,24.12,33.57,17.49,5.04,21.2,24.4,100.15,4.15,12.45,170.3,5.41,84.55,16.01,1.23,15.73,35.64,7.55,0.98,0.03,1.56,23.17,34.03,70.78,0.64,1.7,0.53,0.54,0.5,24.8,
Fangchenggang,108.35,21.69,2012,5,2012-05,28.07,32.42,23.11,3.63,24.93,28.7,99.81,3.94,8.22,158.6,4.74,83.55,19.95,5.87,18.83,37.16,9.08,1.21,0.03,1.95,25.27,36.35,67.86,1.45,2.54,0.56,0.55,0.57,32.85,
Fangchenggang,108.35,21.69,2012,6,2012-06,28.4,32.24,23.18,2.76,25.94,28.66,99.36,4.75,9.1,196.0,5.81,86.79,21.27,6.09,14.94,38.04,7.41,1.01,0.03,1.67,24.94,37.11,87.21,3.19,3.55,0.68,0.67,0.71,34.4,
Fangchenggang,108.35,21.69,2012,7,2012-07,28.63,31.56,26.67,2.16,25.84,28.96,99.55,4.6,12.18,180.1,5.64,84.93,21.08,8.03,17.88,37.48,8.78,1.2,0.03,2.06,26.29,36.7,73.91,3.76,4.04,0.72,0.72,0.75,34.72,
Fangchenggang,108.35,21.69,2012,8,2012-08,28.66,32.37,24.93,2.97,25.55,28.96,99.58,3.45,16.9,169.9,4.18,83.46,20.71,9.63,17.31,37.48,8.37,1.11,0.03,1.89,24.06,36.74,69.95,3.62,4.26,0.84,0.85,0.84,34.5,
Fangchenggang,108.35,21.69,2012,9,2012-09,26.86,30.04,20.56,3.64,23.1,27.57,100.28,4.41,10.64,59.2,5.3,80.26,17.9,2.69,17.82,36.42,8.49,1.12,0.03,1.83,22.4,35.5,60.97,4.52,4.86,0.78,0.81,0.8,29.45,
Fangchenggang,108.35,21.69,2012,10,2012-10,25.53,28.59,18.45,3.58,21.18,26.26,100.61,4.82,13.04,81.5,5.76,77.31,15.79,5.12,14.0,35.47,6.47,0.82,0.02,1.27,18.39,34.17,47.46,4.32,3.94,0.66,0.69,0.68,26.16,
Fangchenggang,108.35,21.69,2012,11,2012-11,21.52,26.68,13.79,4.55,18.75,22.52,100.72,4.81,14.97,62.6,5.92,84.81,13.81,1.64,9.22,34.95,4.52,0.61,0.02,0.97,16.6,32.7,79.38,2.66,3.02,0.7,0.72,0.72,21.94,
Fangchenggang,108.35,21.69,2012,12,2012-12,16.78,24.22,6.61,5.22,13.35,18.48,101.05,5.85,15.18,39.1,7.07,81.27,10.05,0.64,8.32,33.18,4.02,0.54,0.01,0.86,15.16,29.73,84.02,1.35,2.06,0.66,0.68,0.68,,
Fangchenggang,108.35,21.69,2013,1,2013-01,14.37,21.19,6.65,4.95,11.16,15.99,101.29,5.3,11.85,36.7,6.36,81.92,8.48,0.51,6.72,32.28,3.27,0.44,0.01,0.74,15.58,28.19,86.95,0.68,1.4,0.61,0.63,0.62,,
Fangchenggang,108.35,21.69,2013,2,2013-02,17.9,23.42,8.77,4.9,15.48,18.74,100.95,4.46,11.33,62.1,5.56,86.32,11.21,0.56,8.0,33.93,4.06,0.57,0.02,1.02,19.12,30.45,89.58,0.77,1.57,0.59,0.6,0.58,,
Fangchenggang,108.35,21.69,2013,3,2013-03,21.42,27.76,10.9,5.13,18.41,22.02,100.61,3.92,12.16,102.7,4.96,83.87,13.59,0.96,12.68,34.69,5.89,0.72,0.02,1.17,19.26,32.33,68.98,0.79,1.76,0.54,0.56,0.52,21.81,
Fangchenggang,108.35,21.69,2013,4,2013-04,23.28,31.07,16.74,4.46,20.42,24.04,100.29,4.51,16.93,105.7,5.67,84.68,15.37,3.19,12.79,36.05,6.21,0.8,0.02,1.35,21.86,33.91,82.11,1.16,2.13,0.56,0.57,0.55,23.87,
Fangchenggang,108.35,21.69,2013,5,2013-05,27.04,33.06,20.53,3.45,24.55,27.43,99.92,4.23,8.76,169.7,5.2,86.62,19.59,4.13,15.67,37.0,7.68,1.04,0.03,1.72,25.19,35.8,74.66,2.23,2.79,0.61,0.61,0.62,30.49,
Fangchenggang,108.35,21.69,2013,6,2013-06,28.3,32.06,22.44,3.29,24.94,28.64,99.63,5.27,12.8,175.6,6.4,82.48,20.09,4.38,19.35,36.97,9.4,1.28,0.04,2.16,26.43,36.18,67.67,3.75,4.01,0.64,0.64,0.66,33.3,
Fangchenggang,108.35,21.69,2013,7,2013-07,28.35,31.41,26.67,2.03,25.59,28.71,99.72,4.65,9.02,169.1,5.67,85.09,20.71,11.72,16.76,37.33,8.3,1.15,0.03,1.96,26.28,36.41,76.02,3.23,3.93,0.71,0.7,0.75,33.92,
Fangchenggang,108.35,21.69,2013,8,2013-08,28.66,32.07,26.69,2.55,25.55,28.96,99.6,4.04,19.58,178.3,4.94,83.45,20.71,7.34,17.35,37.4,8.51,1.16,0.03,1.97,25.05,36.64,72.6,3.21,3.96,0.83,0.84,0.84,34.5,
Fangchenggang,108.35,21.69,2013,9,2013-09,27.29,31.56,19.8,3.36,24.15,27.91,100.09,4.54,11.13,50.6,5.47,83.21,19.01,7.31,15.44,36.81,7.48,1.0,0.03,1.65,22.43,35.81,74.86,3.52,4.73,0.86,0.88,0.86,30.76,
Fangchenggang,108.35,21.69,2013,10,2013-10,23.96,29.65,17.49,4.91,19.83,24.69,100.71,5.33,10.32,31.3,6.44,78.37,14.58,1.09,15.6,34.35,7.2,0.9,0.02,1.34,18.67,33.24,48.88,4.2,4.29,0.75,0.77,0.76,24.46,
Fangchenggang,108.35,21.69,2013,11,2013-11,20.64,27.04,13.08,4.95,16.69,21.57,100.95,6.11,18.61,38.7,7.41,78.87,12.12,4.89,10.71,33.7,5.11,0.67,0.02,1.02,16.86,31.44,73.33,2.98,3.36,0.71,0.72,0.73,20.82,
Fangchenggang,108.35,21.69,2013,12,2013-12,14.1,22.16,7.45,6.03,9.0,15.77,101.29,6.01,12.97,26.2,7.19,72.79,7.3,2.52,11.79,27.77,5.05,0.59,0.01,0.79,14.05,26.47,33.11,1.52,2.29,0.7,0.72,0.73,,
Fangchenggang,108.35,21.69,2014,1,2014-01,14.91,20.72,7.28,5.76,11.23,15.35,101.32,4.53,11.35,43.0,5.65,79.95,8.5,0.04,12.59,29.08,5.54,0.67,0.02,0.98,15.55,27.03,41.09,1.23,1.86,0.66,0.68,0.68,,
Fangchenggang,108.35,21.69,2014,2,2014-02,15.34,21.81,5.58,5.37,12.43,17.03,100.93,4.95,12.92,51.2,5.91,83.72,9.43,0.59,8.58,32.39,4.18,0.56,0.01,0.9,18.39,28.6,84.01,0.83,1.68,0.61,0.63,0.61,,
Fangchenggang,108.35,21.69,2014,3,2014-03,19.19,26.7,13.06,4.6,16.95,19.88,100.76,4.05,12.3,62.6,5.03,87.3,12.22,1.51,8.39,34.64,4.1,0.52,0.01,0.85,19.08,31.52,88.26,1.07,1.9,0.6,0.61,0.6,,
Fangchenggang,108.35,21.69,2014,4,2014-04,23.82,28.32,19.69,3.71,21.77,24.11,100.38,3.66,8.95,110.4,4.87,88.66,16.43,2.52,11.18,36.68,5.42,0.67,0.02,1.1,20.79,34.49,89.47,1.69,2.34,0.59,0.6,0.59,24.57,
Fangchenggang,108.35,21.69,2014,5,2014-05,27.15,31.75,19.85,4.05,24.33,27.57,99.97,4.54,10.71,181.1,5.66,85.0,19.38,1.7,17.78,36.95,8.63,1.15,0.03,1.85,25.07,35.96,70.73,1.92,2.52,0.57,0.58,0.56,30.61,
Fangchenggang,108.35,21.69,2014,6,2014-06,29.07,32.01,26.38,2.78,26.19,29.39,99.5,3.92,8.41,187.6,4.78,84.69,21.56,7.62,17.61,38.04,8.66,1.18,0.03,1.97,25.57,37.3,81.52,3.11,3.41,0.66,0.65,0.69,36.01,
Fangchenggang,108.35,21.69,2014,7,2014-07,29.14,32.28,27.08,2.18,26.1,29.48,99.63,3.89,20.24,169.7,4.72,83.8,21.4,10.62,18.44,37.83,9.07,1.24,0.04,2.19,26.1,37.04,80.67,3.29,3.79,0.77,0.77,0.79,36.02,
Fangchenggang,108.35,21.69,2014,8,2014-08,28.5,32.31,24.95,2.26,25.63,28.87,99.82,4.1,14.3,184.2,5.03,84.56,20.78,7.4,16.15,37.54,7.97,1.1,0.03,1.92,25.16,36.73,76.93,3.08,3.74,0.81,0.82,0.82,34.26,
Fangchenggang,108.35,21.69,2014,9,2014-09,28.21,31.76,23.44,2.84,24.4,28.63,100.0,3.68,21.54,114.9,4.41,80.09,19.31,6.72,18.51,36.7,8.88,1.18,0.03,1.97,23.24,36.03,49.37,4.06,4.38,0.82,0.84,0.83,32.65,
Fangchenggang,108.35,21.69,2014,10,2014-10,25.65,30.14,20.55,3.78,21.44,26.22,100.68,4.16,9.0,60.5,4.99,78.12,16.06,2.43,15.72,35.08,7.28,0.92,0.02,1.41,18.89,34.01,45.75,4.43,4.38,0.75,0.77,0.77,26.31,
Fangchenggang,108.35,21.69,2014,11,2014-11,21.31,27.64,15.66,4.53,18.56,22.42,100.9,4.88,11.99,43.7,5.91,84.8,13.55,1.34,11.16,34.07,5.31,0.69,0.02,1.0,16.51,32.19,62.07,2.91,3.03,0.69,0.71,0.71,21.71,
Fangchenggang,108.35,21.69,2014,12,2014-12,15.19,19.76,9.3,5.38,10.01,17.03,101.44,6.41,13.99,30.7,7.6,72.72,7.8,1.09,9.06,30.56,4.2,0.54,0.01,0.74,15.16,27.78,68.82,1.44,2.16,0.63,0.65,0.64,,
Fangchenggang,108.35,21.69,2015,1,2015-01,15.35,21.66,9.23,5.52,12.16,15.97,101.3,4.7,10.15,41.0,5.78,82.16,8.95,1.47,10.98,30.09,5.01,0.64,0.01,0.9,16.27,27.56,56.16,1.05,1.68,0.62,0.64,0.63,,
Fangchenggang,108.35,21.69,2015,2,2015-02,17.44,24.85,8.68,4.52,14.88,18.09,101.01,4.0,9.74,77.9,5.1,85.64,10.96,0.66,10.37,32.84,4.9,0.63,0.02,1.03,17.69,29.67,78.55,0.92,1.64,0.59,0.61,0.59,,
Fangchenggang,108.35,21.69,2015,3,2015-03,20.71,27.51,12.97,4.79,18.27,21.47,100.77,4.12,12.81,74.4,5.19,86.48,13.3,0.82,11.01,34.8,5.24,0.66,0.02,1.05,19.53,32.21,80.07,0.92,1.74,0.56,0.58,0.55,21.09,
Fangchenggang,108.35,21.69,2015,4,2015-04,23.8,31.07,15.67,5.66,19.74,24.82,100.5,5.09,12.28,126.9,6.19,79.19,14.72,0.71,17.51,34.52,8.15,1.03,0.03,1.61,22.81,33.1,54.1,0.73,1.79,0.52,0.54,0.48,24.3,
Fangchenggang,108.35,21.69,2015,5,2015-05,27.92,31.54,21.68,3.4,25.61,28.26,99.85,4.6,9.97,186.0,5.69,87.54,20.79,3.49,16.99,37.45,8.25,1.1,0.03,1.8,24.71,36.52,71.39,1.34,2.08,0.55,0.56,0.55,33.08,
Fangchenggang,108.35,21.69,2015,6,2015-06,29.26,33.14,27.08,2.28,26.55,29.43,99.7,5.56,13.38,185.2,6.84,85.52,21.95,6.33,19.36,37.63,9.46,1.28,0.04,2.14,26.2,36.94,70.11,3.29,3.57,0.65,0.65,0.68,36.82,
Fangchenggang,108.35,21.69,2015,7,2015-07,28.72,33.55,25.03,3.19,25.26,29.21,99.58,5.51,11.06,209.9,6.69,82.12,20.44,14.3,14.56,37.73,7.14,0.97,0.03,1.66,25.38,36.8,86.63,2.89,3.98,0.67,0.66,0.7,34.4,
Fangchenggang,108.35,21.69,2015,8,2015-08,28.78,32.75,25.55,2.69,25.43,28.91,99.82,3.45,9.2,188.2,4.23,82.5,20.55,6.71,17.41,37.43,8.43,1.13,0.03,1.93,24.52,36.57,75.6,3.53,4.12,0.85,0.87,0.86,34.65,
Fangchenggang,108.35,21.69,2015,9,2015-09,27.91,31.07,22.54,2.85,25.22,28.36,100.15,4.26,8.82,114.5,5.17,85.47,20.22,7.0,15.7,37.4,7.65,1.03,0.03,1.7,22.6,36.36,72.7,3.26,4.42,0.86,0.88,0.86,32.72,
Fangchenggang,108.35,21.69,2015,10,2015-10,25.21,30.02,19.09,4.59,21.16,26.0,100.67,4.41,16.1,28.6,5.26,78.78,15.79,1.97,15.66,35.12,7.41,0.96,0.03,1.51,19.79,34.09,49.39,4.31,4.5,0.78,0.8,0.79,25.84,
Fangchenggang,108.35,21.69,2015,11,2015-11,22.84,27.6,13.14,3.67,20.36,23.96,100.9,4.74,12.26,70.1,5.71,86.22,15.24,4.77,11.92,35.0,5.76,0.76,0.02,1.16,17.11,33.16,68.54,2.64,3.32,0.75,0.77,0.78,23.43,
Fangchenggang,108.35,21.69,2015,12,2015-12,16.36,25.31,10.35,4.63,13.48,18.26,101.33,6.1,12.02,28.9,7.27,83.75,9.87,2.82,7.46,32.54,3.63,0.49,0.01,0.7,15.02,29.51,81.87,1.23,2.43,0.75,0.76,0.77,,
Fangchenggang,108.35,21.69,2016,1,2016-01,14.92,22.28,3.69,4.42,12.6,16.5,101.22,5.31,13.88,34.9,6.38,86.47,9.39,7.91,7.34,32.11,3.6,0.49,0.01,0.72,16.12,28.92,85.31,0.87,2.17,0.78,0.79,0.81,,
Fangchenggang,108.35,21.69,2016,2,2016-02,14.13,24.66,6.11,5.78,10.23,15.39,101.46,5.93,14.06,27.4,7.2,78.33,7.93,0.41,10.44,30.79,4.9,0.65,0.02,1.06,18.92,27.21,74.91,0.94,2.95,0.81,0.84,0.82,,
Fangchenggang,108.35,21.69,2016,3,2016-03,18.18,24.64,8.77,4.67,15.84,18.57,100.84,3.67,14.53,63.4,4.61,86.76,11.43,1.41,11.23,33.29,5.26,0.65,0.02,1.06,19.24,30.56,78.87,1.41,2.84,0.74,0.76,0.76,,
Fangchenggang,108.35,21.69,2016,4,2016-04,23.85,30.06,17.88,3.97,22.13,23.92,100.16,3.15,12.34,172.9,4.25,90.34,16.79,4.71,14.7,35.75,6.81,0.82,0.02,1.36,20.71,34.36,65.13,2.19,3.17,0.72,0.73,0.75,24.65,
Fangchenggang,108.35,21.69,2016,5,2016-05,26.5,29.82,20.45,3.42,24.05,26.8,100.02,4.32,10.64,163.0,5.36,86.9,19.02,5.45,18.87,36.75,9.06,1.2,0.03,2.09,24.81,35.63,70.09,3.22,3.95,0.73,0.74,0.76,29.13,
Fangchenggang,108.35,21.69,2016,6,2016-06,29.1,31.59,24.24,2.29,26.49,29.32,99.81,4.55,8.45,183.9,5.62,85.93,21.87,9.45,19.85,37.86,9.71,1.32,0.04,2.36,26.54,36.98,78.09,2.75,3.89,0.83,0.84,0.84,36.41,
Fangchenggang,108.35,21.69,2016,7,2016-07,29.2,32.13,27.21,1.8,26.45,29.34,99.77,4.94,10.18,183.0,6.15,85.25,21.83,18.12,17.58,37.64,8.63,1.18,0.04,2.13,26.41,36.83,77.62,1.76,4.0,0.97,0.96,0.94,36.56,
Fangchenggang,108.35,21.69,2016,8,2016-08,28.91,32.56,24.58,2.72,25.79,29.25,99.46,3.96,20.34,163.5,4.85,83.42,21.08,14.41,16.7,37.85,8.16,1.1,0.03,1.95,24.27,36.96,79.61,2.22,4.45,0.96,0.96,0.93,35.23,
Fangchenggang,108.35,21.69,2016,9,2016-09,27.77,31.49,23.46,3.63,24.36,28.21,100.0,3.91,10.23,33.4,4.74,81.99,19.24,6.46,17.22,36.96,8.3,1.11,0.03,1.88,22.85,36.06,68.67,3.19,5.03,0.92,0.93,0.9,31.81,
Fangchenggang,108.35,21.69,2016,10,2016-10,25.8,30.62,18.14,4.45,22.41,26.44,100.31,5.35,16.44,35.1,6.45,81.96,17.09,4.53,17.37,35.76,8.25,1.08,0.03,1.76,20.39,34.86,49.81,4.0,4.68,0.8,0.83,0.82,26.58,
Fangchenggang,108.35,21.69,2016,11,2016-11,20.52,26.96,10.07,4.57,17.78,22.25,100.95,5.44,13.52,38.9,6.49,84.77,13.18,2.0,11.98,33.71,5.78,0.78,0.02,1.24,17.54,31.87,58.94,2.61,3.45,0.77,0.79,0.79,20.84,
Fangchenggang,108.35,21.69,2016,12,2016-12,17.76,23.1,10.44,5.24,13.85,18.63,101.17,5.51,12.6,37.8,6.86,78.86,10.14,0.5,11.49,31.62,5.38,0.7,0.02,1.06,15.87,29.46,65.08,1.74,2.5,0.71,0.73,0.73,,
Fangchenggang,108.35,21.69,2017,1,2017-01,17.34,23.3,10.53,5.07,14.46,18.26,101.16,4.73,11.36,41.6,5.72,83.76,10.38,2.02,10.33,32.22,4.9,0.65,0.02,1.06,16.58,29.61,69.33,1.41,2.19,0.68,0.7,0.7,,
Fangchenggang,108.35,21.69,2017,2,2017-02,17.06,24.35,9.42,5.57,13.37,18.12,101.2,4.89,12.64,56.1,5.9,79.95,9.85,0.93,11.98,32.21,5.63,0.74,0.02,1.17,19.16,28.93,68.93,1.42,2.35,0.65,0.67,0.65,,
